# sc_registry.tsv — CANONICAL SC REGISTRY (SOURCE — hand-edited).
# One row per SC identifier ever used, including retired identifiers.
# This file is the single editable owner of SC identity, lifecycle, executable
# identifier (fst_identifier), display names, historical stage/scope, confidence,
# adjudication status/verdict/memo, and chronology-node facts.
# This file contains NO derived or order-valued columns: executable positions
# come only from the executable model (Germanic/tools/oe_pipeline.py, parsed
# from the production composition in Germanic/fsts/germanic.txt); legacy
# inventory/staging order spaces are frozen in registry/archival_orders.tsv.
# Book chapter membership is editorial and lives in registry/reader_chapters.tsv
# and registry/reader_files.tsv; book presentation order is the GENERATED
# registry/reader_manifest.tsv (min cascade position per reader file).
# Derived views are produced by Germanic/tools/generate_registry_views.py.
sc_id	lifecycle_status	entry_type	pipeline_stage	canonical_change_id	duplicate_group	staging_row	fst_identifier	display_name	inventory_display_name	stage_label	historical_stage_label	hist_stage	hist_scope	confidence	source_reader_facing_file	include_in_volume	is_reader_facing	adjudication_status	verdict	adjudication_memo	chronology_profile	chronology_card	chronology_has_reciprocal_boundary	chronology_summary	action_status	capr_evidence	chronology_problem	staging_notes
SC053	active	historical_sound_change	Old English	SC053		yes	OEPostVelarWLoss	OE Post Velar W Loss		Old English	Old English	oe	english_specific	A	053-054-pre-umlaut-bridge-and-w-loss.md	yes	yes	unadjudicated			negative_boundary	Germanic/docs/sound_changes/order_tests/chronology_cards/SC053-oe-post-velar-w-loss.md	no	Both sides are negative computational results: earlier search is blocked by bundled PWGmcChanges and later search reaches SC087 with no real break.	no_known_problem	053-054-pre-umlaut-bridge-and-w-loss.book-dossier.md	none	OE pre-umlaut w-loss changes; both SCs share OE stage
SC054	active	historical_sound_change	Old English	SC054		yes	OEWLossBeforeI	OE W Loss Before I		Old English	Old English	oe	english_specific	A	053-054-pre-umlaut-bridge-and-w-loss.md	yes	yes	unadjudicated			mixed	Germanic/docs/sound_changes/order_tests/chronology_cards/SC054-oe-w-loss-before-i.md	no	Both sides fail the same sea derivation, but the card is one-sided with respect to the current reciprocal network.	no_known_problem	053-054-pre-umlaut-bridge-and-w-loss.book-dossier.md	none	OE pre-umlaut w-loss changes; both SCs share OE stage
SC055	active	historical_sound_change	Old English	SC055		yes	OEIUmlaut	OE I Umlaut		Old English	Old English	oe	english_specific	A	055-056-i-umlaut-core.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC055-oe-i-umlaut.md	yes	-	no_known_problem	055-056-umlaut-core.book-dossier.md	none	Core OE I-umlaut (SC055) and WS palatal diphthongization (SC056); both OE stage
SC056	active	historical_sound_change	Old English	SC056		yes	OEWsPalatalDiphthongization	OE Ws Palatal Diphthongization		Old English	Old English	oe	english_specific	A	055-056-i-umlaut-core.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC056-oe-ws-palatal-diphthongization.md	yes	Later side found no real break before the runner boundary at SC087; do not narrate this as a positive must-precede constraint.	no_known_problem	055-056-umlaut-core.book-dossier.md	none	Core OE I-umlaut (SC055) and WS palatal diphthongization (SC056); both OE stage
SC057	active	historical_sound_change	Old English	SC057		yes	OEJClusterCoalescence	OE J Cluster Coalescence		Old English	Old English	oe	english_specific	A	057-j-cluster-coalescence.md	yes	yes	unadjudicated			one_sided_chronology	Germanic/docs/sound_changes/order_tests/chronology_cards/SC057-oe-j-cluster-coalescence.md	no	Earlier side is a one-sided chronology boundary across SC052; later search reaches SC087 with no real break.	no_known_problem	sound_change_inventory.tsv	none	OE post-umlaut j-cluster coalescence; no staging issue
SC058	retired	historical_sound_change				no	OENasalDissimilation	OE Nasal Dissimilation										unadjudicated			negative_boundary	Germanic/docs/sound_changes/order_tests/chronology_cards/SC058-oe-nasal-dissimilation.md	no	Both sides currently yield no ordinary chronology first break; this is a boundary / negative card rather than a chronology-constraint card.				Removed as redundant at commit 1996852c; no live FST definition, inventory row, or staging row. Chronology-card records are archival. Do not reuse the identifier.
SC059	active	historical_sound_change	Old English	SC059		yes	OEBackMutation	OE Back Mutation		Old English	Old English	oe	english_specific	A	059-oe-back-mutation.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC059-oe-back-mutation.md	yes	-	no_known_problem	059-061-back-mutation-and-weak-tail-bridge.book-dossier.md	none	OE back mutation (u-umlaut); no staging issue
SC060	active	historical_sound_change	Old English	SC060		yes	OEWsPalatalUmlaut	OE Ws Palatal Umlaut		Old English	Old English	ws_oe	west_saxon	A	060-ws-palatal-umlaut-note.md	yes	yes	unadjudicated			one_sided_chronology	Germanic/docs/sound_changes/order_tests/chronology_cards/SC060-oe-ws-palatal-umlaut.md	no	Earlier side is one-sided across SC055; later search reaches SC087 with no real break.	no_known_problem	sound_change_inventory.tsv	none	West Saxon specific palatal umlaut note file; no staging issue
SC061	active	historical_sound_change	Old English	SC061		yes	OEWeakTailNasalLoss	OE Weak Tail Nasal Loss		Old English	Old English	oe	english_specific	A	061-weak-tail-nasal-loss-note.md	yes	yes	unadjudicated			one_sided_chronology	Germanic/docs/sound_changes/order_tests/chronology_cards/SC061-oe-weak-tail-nasal-loss.md	no	Earlier side is one-sided across SC023 (Proto-Germanic Word-Final N Loss); the do failure is the counterfeeding artifact adjudicated in sc023-adjudication.md and later search reaches SC087 with no real break.	no_known_problem	059-061-back-mutation-and-weak-tail-bridge.book-dossier.md	none	OE weak-tail nasal loss note; SC062 weight markers is technical with no reader-facing file
SC062	active	technical_marker	Old English	SC062		no	OEWeightMarkers	OE Weight Markers		Old English	Technical					appendix	no	unadjudicated										
SC063	active	historical_sound_change	Old English	SC063		yes	OEHighVowelApocope	OE High Vowel Apocope		Old English	Old English	oe	english_specific	A	063-high-vowel-apocope.md	yes	yes	unadjudicated			mixed	Germanic/docs/sound_changes/order_tests/chronology_cards/SC063-oe-high-vowel-apocope.md	no	Later boundary points to SC072, but the relation is one-sided rather than reciprocal in current testing.	no_known_problem	063-oe-high-vowel-apocope.book-dossier.md	none	OE high vowel apocope; SC062 skipped (technical); no staging issue
SC064	active	historical_sound_change	Old English	SC064		yes	NWGmcInStemNLoss	NWGmc In Stem N Loss		Old English	Northwest Germanic	nwgmc	pan_nwgmc	C	064-065-post-apocope-tail.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC064-nwgmc-in-stem-n-loss.md	yes	Later boundary is reciprocal with SC072 earlier and strengthens the fright-based weak-tail chronology relation.	targeted_audit_required	064-065-post-apocope-tail.book-dossier.md	NWGmc label but applied after OE High Vowel Apocope (SC063); historical classification unclear; not split from 064-065 per existing dossier (not yet resolved)	Stays in combined 064-065-post-apocope-tail.md; requires targeted audit
SC065	active	historical_sound_change	Old English	SC065		yes	OEMedialSyncope	OE Medial Syncope		Old English	Old English	oe	english_specific	A	064-065-post-apocope-tail.md	yes	yes	unadjudicated			negative_boundary	Germanic/docs/sound_changes/order_tests/chronology_cards/SC065-oe-medial-syncope.md	no	Both sides are negative computational results: earlier search is blocked by bundled PWGmcChanges and later search reaches SC087 with no real break.	no_known_problem	064-065-post-apocope-tail.book-dossier.md	none	Shares file with SC064; OE medial syncope
SC066	active	historical_sound_change	Old English	SC066		yes	OELAdjacentSyncope	OE L Adjacent Syncope		Old English	Old English	oe	english_specific	A	066-068-syncope-and-degemination-corridor.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC066-oe-l-adjacent-syncope.md	yes	Earlier boundary crosses SC055, while the later boundary reciprocates SC068 earlier around spindle.	no_known_problem	066-068-syncope-and-degemination-corridor.book-dossier.md	none	OE l-adjacent syncope, dental assimilation, preconsonantal degemination; all OE stage
SC067	active	historical_sound_change	Old English	SC067		yes	OEDentalAssimilation	OE Dental Assimilation		Old English	Old English	oe	english_specific	A	066-068-syncope-and-degemination-corridor.md	yes	yes	unadjudicated			negative_boundary	Germanic/docs/sound_changes/order_tests/chronology_cards/SC067-oe-dental-assimilation.md	no	Both sides are negative computational results: earlier search is blocked by bundled PWGmcChanges and later search reaches SC087 with no real break.	no_known_problem	066-068-syncope-and-degemination-corridor.book-dossier.md	none	OE l-adjacent syncope, dental assimilation, preconsonantal degemination; all OE stage
SC068	active	historical_sound_change	Old English	SC068		yes	OEPreconsonantalDegemination	OE Preconsonantal Degemination		Old English	Old English	oe	english_specific	A	066-068-syncope-and-degemination-corridor.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC068-oe-preconsonantal-degemination.md	yes	Earlier boundary reciprocates SC066 later; later search reaches SC087 with no real break.	no_known_problem	066-068-syncope-and-degemination-corridor.book-dossier.md	none	OE l-adjacent syncope, dental assimilation, preconsonantal degemination; all OE stage
SC069	active	historical_sound_change	Old English	SC069		yes	OEEarlyOShortening	OE Early O Shortening		Old English	Old English	oe	english_specific	A	069-early-o-shortening-context-note.md	yes	yes	unadjudicated			broad_far	Germanic/docs/sound_changes/order_tests/chronology_cards/SC069-oe-early-o-shortening.md	no	Earlier boundary is broad and far away across SC023 rather than a tight local adjacency claim.	no_known_problem	069-078-late-unstressed-tail-cluster.book-dossier.md	none	OE context note for o-shortening; part of late unstressed tail cluster
SC070	active	historical_sound_change	Old English	SC070		yes	OEUnstressedFrontingEarly	OE Unstressed Fronting Early		Old English	Old English	oe	english_specific	A	070-071-early-unstressed-fronting-shortening-bridge.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC070-oe-unstressed-fronting-early.md	yes	Later boundary reciprocates SC071 earlier in the six-row unstressed-fronting set.	no_known_problem	069-078-late-unstressed-tail-cluster.book-dossier.md	none	OE unstressed fronting (SC070) and late o-shortening bridge (SC071); both OE stage
SC071	active	historical_sound_change	Old English	SC071		yes	OELateOShortening	OE Late O Shortening		Old English	Old English	oe	english_specific	A	070-071-early-unstressed-fronting-shortening-bridge.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC071-oe-late-o-shortening.md	yes	Earlier boundary reciprocates SC070 later; later search reaches SC087 with no real break.	no_known_problem	069-078-late-unstressed-tail-cluster.book-dossier.md	none	OE unstressed fronting (SC070) and late o-shortening bridge (SC071); both OE stage
SC072	active	historical_sound_change	Old English	SC072		yes	OEUnstressedLongVowelShortening	OE Unstressed Long Vowel Shortening		Old English	Old English	oe	english_specific	A	072-073-unstressed-long-vowel-shortening-and-ae-merger-core.md	yes	yes	unadjudicated			mixed	Germanic/docs/sound_changes/order_tests/chronology_cards/SC072-oe-unstressed-long-vowel-shortening.md	yes	Now reciprocal on both sides: SC072 earlier crosses SC064 and SC072 later crosses SC073.	no_known_problem	069-078-late-unstressed-tail-cluster.book-dossier.md	none	OE unstressed long-vowel shortening and ae merger; both OE stage
SC073	active	historical_sound_change	Old English	SC073		yes	OEUnstressedAEMerger	OE Unstressed AE Merger		Old English	Old English	oe	english_specific	A	072-073-unstressed-long-vowel-shortening-and-ae-merger-core.md	yes	yes	unadjudicated			mixed	Germanic/docs/sound_changes/order_tests/chronology_cards/SC073-oe-unstressed-ae-merger.md	yes	Earlier boundary is reciprocal with SC072 later and broad; later boundary is one-sided across SC085 and should trust crossed_change_id/display_name from the TSV.	no_known_problem	069-078-late-unstressed-tail-cluster.book-dossier.md	none	OE unstressed long-vowel shortening and ae merger; both OE stage
SC074	active	historical_sound_change	Old English	SC074		yes	OEMedUnstressedILowering1	OE Med Unstressed I Lowering1		Old English	Old English	oe	english_specific	A	074-075-medial-unstressed-i-lowering.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC074-oe-med-unstressed-i-lowering1.md	yes	Later boundary reciprocates SC075 earlier around shilling.	no_known_problem	069-078-late-unstressed-tail-cluster.book-dossier.md	none	OE medial unstressed i-lowering in two stages; both SCs are OE
SC075	active	historical_sound_change	Old English	SC075		yes	OEMedUnstressedILowering	OE Med Unstressed I Lowering		Old English	Old English	oe	english_specific	A	074-075-medial-unstressed-i-lowering.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC075-oe-med-unstressed-i-lowering.md	yes	Earlier boundary reciprocates SC074 later; later search reaches SC087 with no real break.	no_known_problem	069-078-late-unstressed-tail-cluster.book-dossier.md	none	OE medial unstressed i-lowering in two stages; both SCs are OE
SC076	active	historical_sound_change	Old English	SC076		yes	OEPrefixIReduction	OE Prefix I Reduction		Old English	Old English	oe	english_specific	A	076-prefix-i-reduction.md	yes	yes	unadjudicated			negative_boundary	Germanic/docs/sound_changes/order_tests/chronology_cards/SC076-oe-prefix-i-reduction.md	no	Both sides are negative computational results: earlier search is blocked by bundled PWGmcChanges and later search reaches SC087 with no real break.	no_known_problem	069-078-late-unstressed-tail-cluster.book-dossier.md	none	OE prefix vowel reduction; SC077 absent from reader-facing list
SC078	active	historical_sound_change	Old English	SC078		yes	OEWeakTailReduction	OE Weak Tail Reduction		Old English	Old English	oe	english_specific	A	078-weak-tail-reduction.md	yes	yes	unadjudicated			broad_far	Germanic/docs/sound_changes/order_tests/chronology_cards/SC078-oe-weak-tail-reduction.md	no	Earlier boundary carries an 87-row broad -en failure set and is not a narrow local adjacency claim.	no_known_problem	069-078-late-unstressed-tail-cluster.book-dossier.md	none	OE weak syllable tail reduction; no staging issue
SC079	active	historical_sound_change	Old English	SC079		yes	OEJLossAfterHeavy	OE J Loss After Heavy		Old English	Old English	oe	english_specific	A	079-080-final-j-loss-and-final-geminate-simplification.md	yes	yes	unadjudicated			mixed	Germanic/docs/sound_changes/order_tests/chronology_cards/SC079-oe-j-loss-after-heavy.md	yes	Earlier boundary is broad across SC055, while the later boundary reciprocates SC080 earlier around lung.	no_known_problem	079-087-final-j-contraction-and-metathesis-cluster.book-dossier.md	none	OE final consonant changes; both SCs share OE stage
SC080	active	historical_sound_change	Old English	SC080		yes	OEFinalGeminateSimplification	OE Final Geminate Simplification		Old English	Old English	oe	english_specific	A	079-080-final-j-loss-and-final-geminate-simplification.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC080-oe-final-geminate-simplification.md	yes	Earlier boundary reciprocates SC079 later; later search reaches SC087 with no real break.	no_known_problem	079-087-final-j-contraction-and-metathesis-cluster.book-dossier.md	none	OE final consonant changes; both SCs share OE stage
SC081	active	historical_sound_change	Old English	SC081		yes	OEJStrengtheningAfterFrontDiphthong	OE J Strengthening After Front Diphthong		Old English	Old English	oe	english_specific	A	081-083-j-strengthening-vocalization-and-ei-contraction.md	yes	yes	unadjudicated			mixed	Germanic/docs/sound_changes/order_tests/chronology_cards/SC081-oe-j-strengthening-after-front-diphthong.md	yes	Earlier boundary is broad and far across SC055; later boundary reciprocates SC082 earlier around strew.	no_known_problem	079-087-final-j-contraction-and-metathesis-cluster.book-dossier.md	none	OE j-strengthening after front diphthong, intervocalic j-vocalization, unstressed ei contraction; SC084 weight cleanup is technical with no reader-facing file
SC082	active	historical_sound_change	Old English	SC082		yes	OEIntervocalicJVocalization	OE Intervocalic J Vocalization		Old English	Old English	oe	english_specific	A	081-083-j-strengthening-vocalization-and-ei-contraction.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC082-oe-intervocalic-j-vocalization.md	yes	Earlier boundary reciprocates SC081 later, and later boundary reciprocates SC083 earlier.	no_known_problem	079-087-final-j-contraction-and-metathesis-cluster.book-dossier.md	none	OE j-strengthening after front diphthong, intervocalic j-vocalization, unstressed ei contraction; SC084 weight cleanup is technical with no reader-facing file
SC083	active	historical_sound_change	Old English	SC083		yes	OEUnstressedEIContraction	OE Unstressed EI Contraction		Old English	Old English	oe	english_specific	A	081-083-j-strengthening-vocalization-and-ei-contraction.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC083-oe-unstressed-ei-contraction.md	yes	Earlier boundary reciprocates SC082 later; later search reaches SC087 with no real break.	no_known_problem	079-087-final-j-contraction-and-metathesis-cluster.book-dossier.md	none	OE j-strengthening after front diphthong, intervocalic j-vocalization, unstressed ei contraction; SC084 weight cleanup is technical with no reader-facing file
SC084	active	technical_marker	Old English	SC084		no	OEWeightCleanup	OE Weight Cleanup		Old English	Technical					appendix	no	unadjudicated										
SC085	active	historical_sound_change	Old English	SC085		yes	OEHLoss	OE H Loss		Old English	Old English	oe	english_specific	A	085-086-h-loss-and-contraction.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC085-oe-h-loss.md	yes	Earlier boundary links back to the existing SC073 later toe relation, and the later boundary reciprocates SC086 earlier.	no_known_problem	079-087-final-j-contraction-and-metathesis-cluster.book-dossier.md	none	OE intervocalic h-loss and subsequent vowel contraction; both SCs share OE stage
SC086	active	historical_sound_change	Old English	SC086		yes	OEContraction	OE Contraction		Old English	Old English	oe	english_specific	A	085-086-h-loss-and-contraction.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC086-oe-contraction.md	yes	Earlier boundary reciprocates SC085 later; later search reaches SC087 with no real break.	no_known_problem	079-087-final-j-contraction-and-metathesis-cluster.book-dossier.md	none	OE intervocalic h-loss and subsequent vowel contraction; both SCs share OE stage
SC087	active	historical_sound_change	Old English	SC087		yes	OERMetathesis	OE R Metathesis		Old English	Old English	oe	english_specific	A	087-r-metathesis.md	yes	yes	unadjudicated			broad_far	Germanic/docs/sound_changes/order_tests/chronology_cards/SC087-oe-r-metathesis.md	no	Earlier boundary is far away across SC044 rather than a tight local adjacency claim; later search reaches the current runner limit with no real break.	no_known_problem	079-087-final-j-contraction-and-metathesis-cluster.book-dossier.md	none	OE r-metathesis; final reader-facing entry in the cascade
SC088	active	historical_sound_change	Old English	SC088		no	OEEpentheticVowel	OE Epenthetic Vowel		Old English	Old English					yes	yes	unadjudicated										
SC089	active	historical_sound_change	Old English	SC089		no	OELateUnstressedAgSuffix	OE Late Unstressed Ag Suffix		Old English	Old English					yes	yes	unadjudicated										
SC090	active	orthography_surface	Old English	SC090		no	OECjCleanup	OE Cj Cleanup		Old English	Orthography & surface					appendix	no	unadjudicated										
SC091	active	orthography_surface	Old English	SC091		no	OEXsMerge	OE Xs Merge		Old English	Orthography & surface					appendix	no	unadjudicated										
SC092	active	orthography_surface	Orthography & surface	SC092		no	OldEnglishOrthography	Old English Orthography		Orthography & surface	Orthography & surface					appendix	no	unadjudicated										
SC094	active	orthography_surface	Orthography & surface	SC094		no	OldEnglishRemoveStars	Old English Remove Stars		Orthography & surface	Orthography & surface					appendix	no	unadjudicated										
SC095	active	support_stage	Orthography & surface	SC095		no	OldEnglishSurface	Old English Surface		Orthography & surface	Technical					no	no	unadjudicated										
SC096	active	historical_sound_change	Northwest Germanic developments	SC096		yes	RootNounNomZLoss	Root-noun nominative *-z* loss		Northwest Germanic developments	Northwest Germanic	pnwgmc	pan_pnwgmc	B	096-root-noun-nominative-z-loss.md	yes	yes	unadjudicated							split_implemented	sc020-dossier-a-root-noun-nominative-z.md; sc020-three-rule-adjudication.md	none	New rule 2026 from the SC020 three-rule split (Dossier A). Morphological elimination of the nom.sg. marker *-z after stem-final consonant in athematic consonant stems; complete before PWGmc (R/T 2014: 118). Scope pan_pnwgmc with caveat: absolute in WGmc, conditional in NGmc (dossier). Composed at the cascade head, before PWGmcIjContraction, so contraction-created monosyllables (friend *fríundz) never reach it. Reader-facing chapter written (Phase 5): Chapter 2, before SC005. Identifier is a working placeholder pending global rename.
SC097	active	historical_sound_change	Early Anglo-Frisian	SC097		yes	MonosyllabicFinalZLoss	Northern West Germanic monosyllabic final *z*-loss		Early Anglo-Frisian	Early Anglo-Frisian	eaf	north_wgmc	B	097-monosyllabic-final-z-loss.md	yes	yes	unadjudicated							split_implemented	sc020-dossier-c-northern-monosyllable-final-z.md; sc020-three-rule-adjudication.md	none	New rule 2026 from the SC020 three-rule split (Dossier C). Later northern West Germanic loss of final *-z in stressed monosyllables with compensatory lengthening (R/T 2014: 86-87; OHG rhotacizes instead). Corpus firing population: see the generated cascade_baseline/rule_coverage_census.tsv (witnessed via 'who' since the WHO corpus addition; originally synthetic unit examples only). Must remain after SC018/SC019 o-raisers. hist_stage/hist_scope mirror SC012 (eaf / north_wgmc). Reader-facing chapter written (Phase 5): Chapter 3, directly after SC020. Identifier is a working placeholder pending global rename.
SC098	active	historical_sound_change	West Germanic	SC098		yes	PWGmcUnstressedWordFinalIApocope	Early apocope in unstressed words		West Germanic	Proto-West Germanic	pwgmc	pan_wgmc	B	098-early-apocope-in-unstressed-words.md	yes	yes	unadjudicated							new_rule_implemented	sc098-dossier-unstressed-word-final-i-apocope.md; corpus-maturation-01-candidate-adjudication.md	none	New rule 2026 (corpus-maturation pass): PWGmc apocope of word-final short high vowels after heavy syllables in unstressed words (R/T 2014: 57-58). Prosodically conditioned, exceptionless; licenses PWGmc *iuwi ~ *iuw sentence-sandhi doublet (R/T 2014: 41-42); OE eow continues the unstressed variant (no i-umlaut). Fed by SC020; bleeds SC055. Corpus witness: you (*izwiz > eow). Proxy environment over the SC008 geminate *ww domain (transcription carries no word-stress mark); cf. SC096 proxy convention.
SC099	active	historical_sound_change	Old English	SC099		yes	OEMedUnstressedORaising	OE medial unstressed *o*-raising	OE Medial Unstressed O Raising	Old English	Old English	oe	west_saxon	A	070-071-early-unstressed-fronting-shortening-bridge.md	yes	yes	unadjudicated							new_rule_implemented	sc021-adjudication.md	none	New late-pre-OE/WS rule from the SC021 adjudication: shortened unstressed *o (< original PWGmc *ō) > u in medial syllables. Direct evidence is restricted to West Saxon ō-verb pasts (Stausland Johnsen 2015: 28-31, 36); *wúndōdē > wundude is the selected witness. It is not a continuation of retired SC021's disputed short-*o PNWGmc claim.
SC100	active	historical_sound_change	Old English	SC100		yes	OEFinalUnstressedOLowering	OE final unstressed *o*-lowering	OE Final Unstressed O Lowering	Old English	Old English	oe	english_specific	A	070-071-early-unstressed-fronting-shortening-bridge.md	yes	yes	unadjudicated							new_rule_implemented	sc021-adjudication.md	none	Paired final-syllable outcome of shortened unstressed *o (< original *ō): *o > a. The SC099/SC100 contrast follows Stausland Johnsen 2015: 28-31; see the SC021 adjudication for its limited evidential domain and chronology.
SC101	active	historical_sound_change	Early Anglo-Frisian	SC101		yes	EAFLongAFronting	EAF Long A Fronting	EAF Long A Fronting (a > ae, non-nasal)	Early Anglo-Frisian	Early Anglo-Frisian	eaf	north_sea_germanic	B	101-long-a-fronting.md	yes	yes	adjudicated	SPLIT/RESTRICT	Germanic/docs/sound_changes/audits/sc024-sc025-sc101-e1-complex-adjudication.md	mixed	Germanic/docs/sound_changes/order_tests/chronology_cards/SC101-eaf-long-a-fronting.md	no	Change B of the e1 complex: later northern-WGmc fronting of non-nasalized stressed *a > WS ae (Angl./Kent./OFris e; sporadic OS e). Earlier boundary: fed by SC024 (sheep/year/sleep break if SC024 is displaced after it). Later boundaries independently demonstrated: (i) before SC004 -- displacement yields **laeth, **raep, **taecn, **saewol, **geast for lath, rap, tacn, sawol, gast (fronting was well under way before *ai > a completed, Campbell sec.132, R/T pp.169-170); (ii) before SC056 -- displacement yields **scaep, **gaer for sceap, gear (WS palatal diphthongization operated on already-fronted ae, Campbell sec.185, R/T p.216). The sheep/year SC056 edge formerly carried by SC024 attaches here.	new_rule_implemented	sc024-sc025-sc101-e1-complex-adjudication.md	R/T sec.5.1.2 pp.149-150: non-nasalized long *a fronted except before *w not followed by a high front vocalic; WS ae vs Angl./Kent. e, OF e; OS sporadic e spellings (Gallee) -- northern WGmc / North Sea Germanic scope. Presupposes the two-step reconstruction (confidence B; Fulk 2018 sec.4.6 reads the front vowel as retained, not restored by fronting).	New SC identity created by the SC024 split (e1-complex re-adjudication): the two historical stages formerly telescoped in one-step SC024 are now separate executable rules. Executable {*a-long} -> {*ae-long} / _ [C - nasal - w], stated immediately before SC004; the w-blocking environment is now encoded, with the high-front-vocalic exception that still fronts. Both sides carry a corpus witness: sow is blocked before innovative *w (SC102), betray is fronted before inherited *w plus high front material. Ordering now does the work formerly done by symbol separation.
SC102	active	historical_sound_change	Early Anglo-Frisian	SC102		yes	EAFHiatusWInsertion	EAF Generalization of Hiatus-Breaking W	EAF Generalization of Hiatus-Breaking W (verba pura)	Early Anglo-Frisian	Early Anglo-Frisian	eaf	anglo_frisian	A	102-hiatus-w-insertion.md	yes	yes	adjudicated	SPLIT	Germanic/docs/sound_changes/audits/sc024-sc025-sc101-e1-complex-adjudication.md	mixed	Germanic/docs/sound_changes/order_tests/chronology_cards/SC102-eaf-hiatus-w-insertion.md	no	Pre-OE/Anglo-Frisian hiatus-filling *w in the vowel-final strong-verb roots (verba pura): *sāana (< *sēana by SC024) > *sāwan-. Earlier boundary independently demonstrated: displaced before SC024 the rule can never fire (no *ā exists yet), so sow loses its consonant. Later boundary historically asserted (R/T p.151: the insertion happened early enough to prevent fronting of *ā in pre-OE), but executable displacement after SC101 commutes because SC101 is preconsonantal; the position encodes the historical chronology.	new_rule_implemented	sc024-sc025-sc101-e1-complex-adjudication.md	Thorhallsdottir 1993 ch.5 pp.114-137, acquired and READ DIRECTLY (the committed vision transcript in the reference library), previously known only through Ringe-Taylor vol.2 pp.12,151. She rejects an inherited PIE *w and derives the Old English *w as an inner-Germanic phonetic hiatus glide (p.136, after Bremer 1886:72-73, cf. p.120). TWO MECHANISMS: (i) regular phonological insertion, environment strictly _ *u, i.e. 1sg and 1pl pres.ind. *-u and *-um and the reduplicated-preterite plural *-um, *-uth, *-un (pp.120,126,127), and (ii) analogical generalization of that *w through the whole present paradigm and the pret.ptc., assisted by the preterite stem *seuw(un) and by etymological-*w verbs such as OE flowan (p.127), complete by pre-OE (p.128 n.23, p.136). Old Frisian shares the generalized type, OHG and OS *j is a separate later inner-German event (pp.123,130,134,136) - this directly confirms the anglo_frisian scope. WHAT CAPR EXECUTES IS MECHANISM (ii): the OE citation form is the infinitive *saan, whose following vowel is *a, NOT one of the cells that receives *w phonologically, so the *w of sawan is analogical and the Foma environment (*a _ V) is a citation-form proxy for the generalized outcome, not a reconstruction of the phonological conditioning. NO SPLIT: the phonological rule has no witness in a citation-form corpus and would be a dead rule, and the generalization is analogy rather than a sound law. The 'distinct mechanisms stay distinct' policy is discharged by describing them separately here and in the reader chapter. Confidence raised B to A because the sole stated ground of the B - that the phonological-versus-analogical architecture had not been checked against the specialist source - is now discharged. Residual uncertainty recorded separately, NOT folded into the confidence: the executable environment is a proxy, and SC102 before SC101 remains an assertion from Ringe-Taylor p.151 which Thorhallsdottir nowhere supports (ch.5 never discusses *a-fronting). DEFERRED: the Foma identifier EAFHiatusWInsertion now understates the rule and should be renamed under the behaviour-neutral rename protocol in a separate pass. See governing memo sec.13.4.	New SC identity created by the sow/laewan follow-up to the e1-complex adjudication: the hiatus repair is a real historical event distinct from SC024 (which creates the hiatus) and SC101 (whose *w-block it feeds); representing it inside either would hide a fourth historical development.
