UNIT_ID	TITLE	CHANGE_IDS	REPORT_PATH	STATUS	SOURCE_CARD_PATHS	SOURCE_DOSSIER_PATHS	CHRONOLOGY_STATUS	LITERATURE_STATUS	RECOMMENDED_TREATMENT	ASSEMBLY_BEHAVIOR	NOTES
061	Weak-tail nasal-loss note	SC061	full/061-weak-tail-nasal-loss-note.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC061-oe-weak-tail-nasal-loss.md	Germanic/docs/sound_changes/literature_dossiers/059-061-back-mutation-and-weak-tail-bridge.dossier.md;Germanic/docs/sound_changes/book_dossiers/059-061-back-mutation-and-weak-tail-bridge.book-dossier.md	one-sided singleton with real `SC023 < SC061` via `do`, but no later real break before the current runner boundary	literature and book dossiers drafted	keep as a short finished singleton note; keep promoted SC023 as a leftward cross-reference only and do not rewrite the runner-bounded later side as a positive historical boundary	assemble_production_report	SC061 is now promoted as a short finished singleton note. It remains historically legible through `do` / `dōn`, but its later side is still runner-bounded and stays non-positive.
063	High-vowel apocope	SC063	full/063-oe-high-vowel-apocope.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC063-oe-high-vowel-apocope.md	Germanic/docs/sound_changes/literature_dossiers/063-oe-high-vowel-apocope.dossier.md;Germanic/docs/sound_changes/book_dossiers/063-oe-high-vowel-apocope.book-dossier.md	strong local standalone report	substantial source material exists	keep as singleton full production report	assemble_production_report	SC063 has now been promoted from scaffold to a full singleton production report after the SC043 promotion.
064-065	Post-apocope tail	SC064;SC065	full/064-065-post-apocope-tail.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC064-nwgmc-in-stem-n-loss.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC065-oe-medial-syncope.md	Germanic/docs/sound_changes/literature_dossiers/064-065-post-apocope-tail.dossier.md;Germanic/docs/sound_changes/book_dossiers/064-065-post-apocope-tail.book-dossier.md	narrow positive SC064 with card-negative SC065	literature and book dossiers drafted	keep as short adjacent chronological bridge report	assemble_production_report	The unit is now promoted as a cautious post-apocope bridge note, not as a major symmetrical chapter: SC064 is the narrow positive-evidence member, while SC065 remains explicit card-negative contextual syncope material.
066-068	Syncope and degemination corridor	SC066;SC067;SC068	full/066-068-syncope-and-degemination-corridor.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC066-oe-l-adjacent-syncope.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC067-oe-dental-assimilation.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC068-oe-preconsonantal-degemination.md	Germanic/docs/sound_changes/literature_dossiers/066-068-syncope-and-degemination-corridor.dossier.md;Germanic/docs/sound_changes/book_dossiers/066-068-syncope-and-degemination-corridor.book-dossier.md	strong local corridor with one weaker bridge member	literature and book dossiers drafted	keep as narrow full production report	assemble_production_report	SC066-SC068 has now been promoted from scaffold to a full production report, with SC067 treated as a bridge and cleanup member rather than the main historical anchor.
069	Early o-shortening context note	SC069	full/069-early-o-shortening-context-note.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC069-oe-early-o-shortening.md	Germanic/docs/sound_changes/literature_dossiers/069-078-late-unstressed-tail-cluster.dossier.md;Germanic/docs/sound_changes/book_dossiers/069-078-late-unstressed-tail-cluster.book-dossier.md	broad/far opener: `SC023 < SC069` is real but non-local, and the later side remains runner-bounded through SC087	literature and book dossiers drafted	keep as a short finished late-tail opener/context note; keep SC023 as a distant cross-reference only and do not turn the runner-bounded later side into positive local chapter architecture	assemble_production_report	SC069 is now promoted as a short finished late-tail opener/context note. It remains historically legible, but its only positive boundary is broad/far and its later side is still runner-bounded.
070-071	Early unstressed fronting and shortening bridge	SC070;SC071	full/070-071-early-unstressed-fronting-shortening-bridge.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC070-oe-unstressed-fronting-early.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC071-oe-late-o-shortening.md	Germanic/docs/sound_changes/literature_dossiers/069-078-late-unstressed-tail-cluster.dossier.md;Germanic/docs/sound_changes/book_dossiers/069-078-late-unstressed-tail-cluster.book-dossier.md	early local bridge: `SC052 < SC070 < SC071`, while SC071's later side remains runner-bounded	literature and book dossiers drafted	keep as a cautious early late-tail bridge full report; keep SC052 as a leftward cross-reference only, do not rewrite SC071's runner-bounded later side as positive chronology, and do not merge the pair into SC069 or SC072-SC073	assemble_production_report	SC070-SC071 is now promoted as a cautious early late-tail bridge. It keeps SC070 explicit as the stronger hinge between SC052 and SC071 while leaving SC069 as the opener/context note and SC072-SC073 as the stronger core to the right.
072-073	Unstressed long-vowel shortening and ae-merger core	SC072;SC073	full/072-073-unstressed-long-vowel-shortening-and-ae-merger-core.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC072-oe-unstressed-long-vowel-shortening.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC073-oe-unstressed-ae-merger.md	Germanic/docs/sound_changes/literature_dossiers/069-078-late-unstressed-tail-cluster.dossier.md;Germanic/docs/sound_changes/book_dossiers/069-078-late-unstressed-tail-cluster.book-dossier.md	strongest internal core: `SC064 < SC072 < SC073`, with SC073 also pointing forward to SC085	literature and book dossiers drafted	keep as a compact adjacent full report; keep SC064 and SC085 as outward cross-references only, and do not expand into SC070-SC071, SC074-SC075, SC076, or SC078	assemble_production_report	SC072-SC073 is now promoted as the strongest compact late-tail production report. It keeps the local `SC072 < SC073` center explicit in strict order while keeping the promoted SC070-SC071 bridge distinct on the left, the promoted SC074-SC075 bridge distinct on the right, and the promoted SC076 note separate farther right.
074-075	Medial unstressed-i lowering bridge	SC074;SC075	full/074-075-medial-unstressed-i-lowering-bridge.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC074-oe-med-unstressed-i-lowering1.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC075-oe-med-unstressed-i-lowering.md	Germanic/docs/sound_changes/literature_dossiers/069-078-late-unstressed-tail-cluster.dossier.md;Germanic/docs/sound_changes/book_dossiers/069-078-late-unstressed-tail-cluster.book-dossier.md	narrow local bridge: `SC072 < SC074 < SC075`, while SC075's later side remains runner-bounded	literature and book dossiers drafted	keep as a narrow witness-limited medial unstressed-i lowering bridge full report; keep SC072 as a leftward cross-reference only, do not rewrite SC075's runner-bounded later side as positive chronology, and do not merge the pair into SC072-SC073, SC076, or SC078	assemble_production_report	SC074-SC075 is now promoted as a narrow, witness-limited medial unstressed-i lowering bridge. It keeps SC074 explicit as the stronger hinge between the promoted SC072-SC073 core and SC075 while leaving the promoted SC076 note to the right and SC078 separate as the right-edge report.
076	Prefix i-reduction note	SC076	full/076-prefix-i-reduction-note.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC076-oe-prefix-i-reduction.md	Germanic/docs/sound_changes/literature_dossiers/069-078-late-unstressed-tail-cluster.dossier.md;Germanic/docs/sound_changes/book_dossiers/069-078-late-unstressed-tail-cluster.book-dossier.md	source-backed but chronology-negative singleton: no positive first-break boundary in either direction, with the earlier search blocked by bundled `PWGmcChanges` and the later side runner-bounded through SC087	literature and book dossiers drafted	keep as a short finished late-tail residual/context note; keep bundled `PWGmcChanges` and the SC087 search boundary as methodological limits rather than historical chronology, and do not force SC076 into a grouped production unit	assemble_production_report	SC076 is now promoted as a short finished late-tail residual/context note. The source tradition justifies keeping it visible, but the card remains negative in both directions.
078	Weak-tail reduction right-edge note	SC078	full/078-weak-tail-reduction-right-edge-note.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC078-oe-weak-tail-reduction.md	Germanic/docs/sound_changes/literature_dossiers/069-078-late-unstressed-tail-cluster.dossier.md;Germanic/docs/sound_changes/book_dossiers/069-078-late-unstressed-tail-cluster.book-dossier.md	right-edge hinge with broad earlier `SC070 < SC078` computational limit and narrower later `SC078 < SC086` historical seam	literature and book dossiers drafted	keep as a singleton right-edge full report; keep the rightward SC086 relation as a cross-reference only to promoted SC085-SC086, and do not create a non-contiguous SC078-SC086 chapter	assemble_production_report	SC078 is now promoted as a singleton weak-tail reduction right-edge report. It remains outside the closing cluster proper while pointing by cross-reference only to the promoted SC085-SC086 report through SC086.
079-080	Final-j loss and final-geminate simplification bridge	SC079;SC080	full/079-080-final-j-loss-and-final-geminate-simplification-bridge.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC079-oe-j-loss-after-heavy.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC080-oe-final-geminate-simplification.md	Germanic/docs/sound_changes/literature_dossiers/079-087-final-j-contraction-and-metathesis-cluster.dossier.md;Germanic/docs/sound_changes/book_dossiers/079-087-final-j-contraction-and-metathesis-cluster.book-dossier.md	opening bridge: `SC055 < SC079 < SC080`, with a broad/far left edge and a narrow local right edge, while SC080 remains one-sided on the right	literature and book dossiers drafted	keep as a modest opening closing-bridge full report; keep the broad/far SC055 relation as a cross-reference only, do not rewrite SC080's runner-bounded later side as positive chronology, and do not merge the pair into SC078 or SC081-SC083	assemble_production_report	SC079-SC080 is now promoted as a modest opening closing bridge. It keeps SC079 explicit as the stronger hinge and SC080 as the one-sided final-geminate follower while remaining distinct from the promoted SC078 singleton and the promoted SC081-SC083 technical bridge.
081-083	J-strengthening, vocalization, and ei-contraction bridge	SC081;SC082;SC083	full/081-083-j-strengthening-vocalization-and-ei-contraction-bridge.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC081-oe-j-strengthening-after-front-diphthong.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC082-oe-intervocalic-j-vocalization.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC083-oe-unstressed-ei-contraction.md	Germanic/docs/sound_changes/literature_dossiers/079-087-final-j-contraction-and-metathesis-cluster.dossier.md;Germanic/docs/sound_changes/book_dossiers/079-087-final-j-contraction-and-metathesis-cluster.book-dossier.md	technical middle bridge: `SC081 < SC082 < SC083`, with SC082 as the strongest center, SC081's left edge broad/far to SC055, and SC083's later side runner-bounded	literature and book dossiers drafted	keep as a cautious technical full bridge with SC082 as the center; keep SC055 and SC085 as outward cross-references only, do not rewrite SC083's runner-bounded later side as positive chronology, and do not merge into SC085-SC086	assemble_production_report	SC081-SC083 is now promoted as a cautious technical middle closing bridge. It keeps SC082 explicit as the center while keeping the promoted SC079-SC080 opening bridge distinct on the left and the promoted SC085-SC086 report separate on the right.
085-086	H-loss and contraction core	SC085;SC086	full/085-086-h-loss-and-contraction-core.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC085-oe-h-loss.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC086-oe-contraction.md	Germanic/docs/sound_changes/literature_dossiers/079-087-final-j-contraction-and-metathesis-cluster.dossier.md;Germanic/docs/sound_changes/book_dossiers/079-087-final-j-contraction-and-metathesis-cluster.book-dossier.md	strongest compact closing core: `SC073 < SC085 < SC086`, with SC086 also receiving the SC078 seam as a cross-reference	literature and book dossiers drafted	keep as a focused full closing report; keep SC073 and SC078 as leftward cross-references only, do not claim a positive SC086 < SC087 boundary, and do not expand into SC081-SC083 or SC087	assemble_production_report	SC085-SC086 is now promoted as the strongest compact closing production report. It keeps the h-loss/contraction core explicit in strict order while keeping the promoted SC079-SC080 and SC081-SC083 bridges distinct to the left and SC087 as a separate promoted terminal singleton.
087	R-metathesis terminal note	SC087	full/087-r-metathesis-terminal-note.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC087-oe-r-metathesis.md	Germanic/docs/sound_changes/literature_dossiers/079-087-final-j-contraction-and-metathesis-cluster.dossier.md;Germanic/docs/sound_changes/book_dossiers/079-087-final-j-contraction-and-metathesis-cluster.book-dossier.md	terminal singleton with broad/far `SC044 < SC087` and a runner-bounded later side	literature and book dossiers drafted	keep as a short terminal singleton full report; keep SC044-SC045 as a distant leftward cross-reference only, do not claim a positive SC086 < SC087 relation, and do not absorb SC078, SC079-SC080, or SC081-SC083	assemble_production_report	SC087 is now promoted as a short terminal singleton full report. It keeps the r-metathesis material explicit at the end of the sound-change half while leaving the promoted closing bridges distinct and separate to the left.
