ID	TOKENS	PROTOFORM	ALIGNMENT	IPA	COUNTERPART	COGID	DOCULECT	NOTE	STRUCTURE	BORROWING	CONCEPT	PROTO	GLOSSID
49	f l a ʃ ə	*flaskō	f l a ʃ - ə	flaʃə	Flasche	14	German				flask	*flaskō	336
1811	v l ɑ s	*flaxsăn	v l ɑ - s ( - - )	vlɑs	vlas	496	Dutch				flax	*flaxsăn	79
1810	f l æ k s	*flaxsăn	f l æ k s ( - - )	flæks	flax	496	English				flax	*flaxsăn	79
1809	f l a k s	*flaxsăn	f l a k s ( - - )	flaks	Flachs	496	German				flax	*flaxsăn	79
973	v l oː	*flauxz	v l oː - ( - )	vloː	vlo	267	Dutch				flea	*flauxz	80
972	f l iː	*flauxz	f l iː - ( - )	fliː	flea	267	English				flea	*flauxz	80
971	f l oː	*flauxz	f l oː - ( - )	floː	Floh	267	German				flea	*flauxz	80
1228	v l iː d ə	*fleuxanăn	v l iː d ə - ( - - )	vliːdə	vlieden	337	Dutch	IR			flee	*fleuxanăn	81
1227	f l iː	*fleuxanăn	f l iː - - - ( - - )	fliː	flee	337	English				flee	*fleuxanăn	81
1226	f l iː ə n	*fleuxanăn	f l iː - ə n ( - - )	fliːən	fliehen	337	German				flee	*fleuxanăn	81
1029	v l eː s	*flaiskăz	v l eː s - ( - - )	vleːs	vlees	282	Dutch				flesh	*flaiskăz	82
1028	f l ɛ ʃ	*flaiskăz	f l ɛ ʃ - ( - - )	flɛʃ	flesh	282	English				flesh	*flaiskăz	82
1027	f l ai ʃ	*flaiskăz	f l ai ʃ - ( - - )	flaiʃ	Fleisch	282	German				flesh	*flaiskăz	82
1412	v l uː t	*flōduz	v l uː t ( - - )	vluːt	vloed	386	Dutch				flood	*flōduz	83
1411	f l ʌ d	*flōduz	f l ʌ d ( - - )	flʌd	flood	386	English				flood	*flōduz	83
1410	f l uː t	*flōduz	f l uː t ( - - )	fluːt	Flut	386	German				flood	*flōduz	83
1110	v l iː ɣ ə	*fleuganăn	v l iː ɣ ə - ( - - )	vliːɣə	vliegen	304	Dutch				fly	*fleuganăn	84
1109	f l aɪ	*fleuganăn	f l aɪ - - - ( - - )	flaɪ	fly	304	English				fly	*fleuganăn	84
1108	f l iː ɡ ə n	*fleuganăn	f l iː ɡ ə n ( - - )	fliːɡən	fliegen	304	German				fly	*fleuganăn	84
1449	f əʊ l	*fulōn	f əʊ l ( - - )	fəʊl	foal	396	English				foal	*fulōn	337
1448	f oː l ə n	*fulōn	f oː l ( ə n )	foːlən	Fohlen	396	German				foal	*fulōn	337
888	v uː r	*fōdrăn	v uː - - r ( - - )	vuːr	voer	244	Dutch				fodder	*fōdrăn	85
887	f ɔ d ə r	*fōdrăn	f ɔ d ə r ( - - )	fɔdər	fodder	244	English				fodder	*fōdrăn	85
886	f ʊ t ə r	*fōdrăn	f ʊ t ə r ( - - )	fʊtər	Futter	244	German				fodder	*fōdrăn	85
445	v ɑu ʋ	*falθanăn	v ɑu ʋ - ə - ( - - )	vɑuʋ	vouw	122	Dutch	NC			fold	*falθanăn	86
444	f əʊ l d	*falθanăn	f əʊ l d - - ( - - )	fəʊld	fold	122	English				fold	*falθanăn	86
443	f a l t ə n	*falθanăn	f a l t ə n ( - - )	faltən	falten	122	German				fold	*falθanăn	86
779	v ɔ l k	*fulkăn	v ɔ l k ( - - )	vɔlk	volk	213	Dutch				folk	*fulkăn	87
778	f əʊ k	*fulkăn	f əʊ - k ( - - )	fəʊk	folk	213	English				folk	*fulkăn	87
777	f ɔ l k	*fulkăn	f ɔ l k ( - - )	fɔlk	Volk	213	German				folk	*fulkăn	87
1887	v ɔ l ɣ ə	*fulgēnăn	v ɔ l ɣ ə - ( - - )	vɔlɣə	volgen	517	Dutch				follow	*fulgēnăn	88
1886	f ɔ l əʊ	*fulgēnăn	f ɔ l əʊ - - ( - - )	fɔləʊ	follow	517	English				follow	*fulgēnăn	88
1885	f ɔ l ɡ ə n	*fulgēnăn	f ɔ l ɡ ə n ( - - )	fɔlɡən	folgen	517	German				follow	*fulgēnăn	88
1393	v ə r l iː z ə	*leusanăn	( v ə r ) l iː z ə - ( - - )	vərliːzə	verliezen	381	Dutch				forlorn	*leusanăn	89
1392	f ə l ɔː n	*leusanăn	( f ə - ) l ɔː - - - ( n - )	fəlɔːn	forlorn	381	English				forlorn	*leusanăn	89
1391	f ɛ r l iː r ə n	*leusanăn	( f ɛ r ) l iː r ə n ( - - )	fɛrliːrən	verlieren	381	German				forlorn	*leusanăn	89
363	v iː r	*fedwōrez	v iː ( - - - ) r ( - - )	viːr	vier	100	Dutch				four	*fedwōrez	90
362	f ɔː r	*fedwōrez	f ɔː ( - - - ) r ( - - )	fɔːr	four	100	English				four	*fedwōrez	90
361	f iː r	*fedwōrez	f iː ( - - - ) r ( - - )	fiːr	vier	100	German				four	*fedwōrez	90
1834	v oː ɣ ə l	*fuglăz	v oː ɣ ə l ( - - )	voːɣəl	vogel	502	Dutch				fowl	*fuglăz	91
1833	f aʊ l	*fuglăz	f aʊ - - l ( - - )	faʊl	fowl	502	English				fowl	*fuglăz	91
1832	f oː ɡ ə l	*fuglăz	f oː ɡ ə l ( - - )	foːɡəl	Vogel	502	German				fowl	*fuglăz	91
342	v ɔ s	*fuxsăz	v ɔ - s ( - - )	vɔs	vos	94	Dutch				fox	*fuxsăz	92
341	f ɔ k s	*fuxsăz	f ɔ k s ( - - )	fɔks	fox	94	English				fox	*fuxsăz	92
340	f ʊ k s	*fuxsăz	f ʊ k s ( - - )	fʊks	Fuchs	94	German				fox	*fuxsăz	92
926	v r iː z ə	*freusanăn	v r iː z ə - ( - - )	vriːzə	vriezen	254	Dutch				freeze	*freusanăn	93
925	f r iː z	*freusanăn	f r iː z - - ( - - )	friːz	freeze	254	English				freeze	*freusanăn	93
924	f r iː r ə n	*freusanăn	f r iː r ə n ( - - )	friːrən	frieren	254	German				freeze	*freusanăn	93
1692	v r iː n t	*frijōndz	v r iː ( - - ) n t ( - )	vriːnt	vriend	463	Dutch				friend	*frijōndz	94
1691	f r ɛ n d	*frijōndz	f r ɛ ( - - ) n d ( - )	frɛnd	friend	463	English				friend	*frijōndz	94
1690	f r ɔy n t	*frijōndz	f r ɔy ( - - ) n d ( - )	frɔynt	Freund	463	German				friend	*frijōndz	94
1482	f r aɪ t	*furxtīn	f - r aɪ - t ( - - )	fraɪt	fright	406	English				fright	*furxtīn	338
1481	f ʊ r x t	*furxtīn	f ʊ r - x t ( - - )	fʊrxt	Furcht	406	German				fright	*furxtīn	338
456	v ɔ r s t	*frustăn	v - ɔ r s t ( - - )	vɔrst	vorst	125	Dutch				frost	*frustăn	95
455	f r ɔ s t	*frustăn	f r ɔ - s t ( - - )	frɔst	frost	125	English				frost	*frustăn	95
454	f r ɔ s t	*frustăn	f r ɔ - s t ( - - )	frɔst	Frost	125	German				frost	*frustăn	95
956	v oː r	*furxō	v oː r ( - - )	voːr	voor	262	Dutch				furrow	*furxō	96
955	f ʌ r əʊ	*furxō	f ʌ r ( əʊ - )	fʌrəʊ	furrow	262	English				furrow	*furxō	96
954	f ʊ r x ə	*furxō	f ʊ r ( x ə )	fʊrxə	Furche	262	German				furrow	*furxō	96
748	x ɑ l	*gallăn	x ɑ l - ( - )	xɑl	gal	205	Dutch				gall	*gallăn	97
747	ɡ ɔː l	*gallăn	ɡ ɔː l - ( - )	ɡɔːl	gall	205	English				gall	*gallăn	97
746	ɡ a l ə	*gallăn	ɡ a l ə ( - )	ɡalə	Galle	205	German				gall	*gallăn	97
201	x ɑ ŋ	*gangăz	x ɑ ŋ - ( - - )	xɑŋ	gang	56	Dutch				gang	*gangăz	98
200	ɡ æ ŋ	*gangăz	ɡ æ ŋ - ( - - )	ɡæŋ	gang	56	English				gang	*gangăz	98
199	ɡ a ŋ	*gangăz	ɡ a ŋ - ( - - )	ɡaŋ	Gang	56	German				gang	*gangăz	98
18	ɡ əʊ s t	*gaistăz	ɡ əʊ s t ( - - )	ɡəʊst	ghost	5	English				ghost	*gaistăz	339
17	ɡ ai s t	*gaistăz	ɡ ai s t ( - - )	ɡaist	Geist	5	German				ghost	*gaistăz	339
621	x ɪ f t	*geftiz	x ɪ f t ( - - )	xɪft	gift	171	Dutch				gift	*geftiz	99
620	ɡ ɪ f t	*geftiz	ɡ ɪ f t ( - - )	ɡɪft	gift	171	English				gift	*geftiz	99
619	ɡ ɪ f t	*geftiz	ɡ ɪ f t ( - - )	ɡɪft	Gift	171	German				gift	*geftiz	99
752	x eː v ə	*gebanăn	x eː v ə - ( - - )	xeːvə	geven	206	Dutch				give	*gebanăn	100
751	ɡ ɪ v	*gebanăn	ɡ ɪ v - - ( - - )	ɡɪv	give	206	English				give	*gebanăn	100
750	ɡ eː b ə n	*gebanăn	ɡ eː b ə n ( - - )	ɡeːbən	geben	206	German				give	*gebanăn	100
1876	x ɔ t	*gud	x ɔ t	xɔt	god	514	Dutch				god	*gud	101
1875	ɡ ɔ d	*gud	ɡ ɔ d	ɡɔd	god	514	English				god	*gud	101
1874	ɡ ɔ t	*gud	ɡ ɔ t	ɡɔt	Gott	514	German				god	*gud	101
1089	x ɑu t	*gulθăn	x ɑu - t ( - - )	xɑut	goud	298	Dutch				gold	*gulθăn	102
1088	ɡ əʊ l d	*gulθăn	ɡ əʊ l d ( - - )	ɡəʊld	gold	298	English				gold	*gulθăn	102
1087	ɡ ɔ l t	*gulθăn	ɡ ɔ l d ( - - )	ɡɔlt	Gold	298	German				gold	*gulθăn	102
1294	x ɑ n s	*gansz	x ɑ n s ( - )	xɑns	gans	355	Dutch				goose	*gansz	103
1293	ɡ uː s	*gansz	ɡ uː - s ( - )	ɡuːs	goose	355	English				goose	*gansz	103
1292	ɡ a n s	*gansz	ɡ a n s ( - )	ɡans	Gans	355	German				goose	*gansz	103
791	x r ɑ s	*grasăn	x r ɑ s ( - - )	xrɑs	gras	216	Dutch				grass	*grasăn	104
790	ɡ r ɑː s	*grasăn	ɡ r ɑː s ( - - )	ɡrɑːs	grass	216	English				grass	*grasăn	104
789	ɡ r aː s	*grasăn	ɡ r aː s ( - - )	ɡraːs	Gras	216	German				grass	*grasăn	104
134	x r aː v ə	*grabanăn	x r aː v ə - ( - - )	xraːvə	graven	37	Dutch				grave	*grabanăn	105
133	ɡ r ɑː v	*grabanăn	ɡ r ɑː v - - ( - - )	ɡrɑːv	grave	37	English				grave	*grabanăn	105
132	ɡ r aː b ə n	*grabanăn	ɡ r aː b ə n ( - - )	ɡraːbən	graben	37	German				grave	*grabanăn	105
243	x r ɛɪ p ə	*grīpanăn	x r ɛɪ p ə - ( - - )	xrɛɪpə	grijpen	67	Dutch				gripe	*grīpanăn	106
242	ɡ r aɪ p	*grīpanăn	ɡ r aɪ p - - ( - - )	ɡraɪp	gripe	67	English				gripe	*grīpanăn	106
241	ɡ r ai f ə n	*grīpanăn	ɡ r ai f ə n ( - - )	ɡraifən	greifen	67	German				gripe	*grīpanăn	106
100	x r ɔ n t	*grunduz	x r ɔ n t ( - - )	xrɔnt	grond	28	Dutch				ground	*grunduz	107
99	ɡ r aʊ n d	*grunduz	ɡ r aʊ n d ( - - )	ɡraʊnd	ground	28	English				ground	*grunduz	107
98	ɡ r ʊ n t	*grunduz	ɡ r ʊ n d ( - - )	ɡrʊnt	Grund	28	German				ground	*grunduz	107
1616	x ɑ s t	*gastiz	x ɑ s t ( - - )	xɑst	gast	443	Dutch				guest	*gastiz	108
1615	ɡ ɛ s t	*gastiz	ɡ ɛ s t ( - - )	ɡɛst	guest	443	English				guest	*gastiz	108
1614	ɡ a s t	*gastiz	ɡ a s t ( - - )	ɡast	Gast	443	German				guest	*gastiz	108
1005	h aː ɣ ə l	*xaglăn	h aː ɣ ə l ( - - )	haːɣəl	hagel	275	Dutch				hail	*xaglăn	109
1004	h eɪ l	*xaglăn	h eɪ - - l ( - - )	heɪl	hail	275	English				hail	*xaglăn	109
1003	h aː ɡ ə l	*xaglăn	h aː ɡ ə l ( - - )	haːɡəl	Hagel	275	German				hail	*xaglăn	109
1344	h aː r	*xazwăz	h aː r ( - - - )	haːr	haar	368	Dutch				hair	*xazwăz	110
1343	h ɛə r	*xazwăz	h ɛə r ( - - - )	hɛər	hair	368	English				hair	*xazwăz	110
1342	h aː r	*xazwăz	h aː r ( - - - )	haːr	Haar	368	German				hair	*xazwăz	110
1783	h ɑ l	*xallō	h ɑ l -	hɑl	hal	488	Dutch				hall	*xallō	111
1782	h ɔː l	*xallō	h ɔː l -	hɔːl	hall	488	English				hall	*xallō	111
1781	h a l ə	*xallō	h a l ə	halə	Halle	488	German				hall	*xallō	111
438	h aː m ə r	*xamarăz	h aː m ə r ( - - )	haːmər	hamer	120	Dutch				hammer	*xamarăz	112
437	h æ m ə r	*xamarăz	h æ m ə r ( - - )	hæmər	hammer	120	English				hammer	*xamarăz	112
436	h a m ə r	*xamarăz	h a m ə r ( - - )	hamər	Hammer	120	German				hammer	*xamarăz	112
394	h ɑ n t	*xanduz	h ɑ n t ( - - )	hɑnt	hand	108	Dutch				hand	*xanduz	113
393	h æ n d	*xanduz	h æ n d ( - - )	hænd	hand	108	English				hand	*xanduz	113
392	h a n t	*xanduz	h a n d ( - - )	hant	Hand	108	German				hand	*xanduz	113
532	h ɑ n d ə l ə	*xandlōjanăn	h ɑ n d ə l ( ə - - - - - )	hɑndələ	handelen	145	Dutch				handle	*xandlōjanăn	114
531	h æ n d ə l	*xandlōjanăn	h æ n d ə l ( - - - - - - )	hændḷ	handle	145	English				handle	*xandlōjanăn	114
530	h a n d ə l n	*xandlōjanăn	h a n d ə l ( - n - - - - )	handəln	handeln	145	German				handle	*xandlōjanăn	114
452	h ɑː m	*xarmăz	h ɑː - m ( - - )	hɑːm	harm	124	English				harm	*xarmăz	340
451	h a r m	*xarmăz	h a r m ( - - )	harm	Harm	124	German				harm	*xarmăz	340
1531	h ɛ r f s t	*xarbistuz	h ɛ r f - s t ( - - )	hɛrfst	herfst	419	Dutch				harvest	*xarbistuz	115
1530	h ɑː v ɪ s t	*xarbistuz	h ɑː - v ɪ s t ( - - )	hɑːvɪst	harvest	419	English				harvest	*xarbistuz	115
1529	h ɛ r p s t	*xarbistuz	h ɛ r p - s t ( - - )	hɛrpst	Herbst	419	German				harvest	*xarbistuz	115
1337	h ɛ b ə	*xabēnăn	h ɛ b ə - ( - - )	hɛbə	hebben	366	Dutch				have	*xabēnăn	116
1336	h æ v	*xabēnăn	h æ v - - ( - - )	hæv	have	366	English				have	*xabēnăn	116
1335	h aː b ə n	*xabēnăn	h aː b ə n ( - - )	haːbən	haben	366	German				have	*xabēnăn	116
756	h aː x	*xagōn	h aː x ( - - )	haːx	haag	207	Dutch				haw	*xagōn	117
755	h ɔː	*xagōn	h ɔː - ( - - )	hɔː	haw	207	English				haw	*xagōn	117
754	h aː k	*xagōn	h aː k ( - - )	haːk	Hag	207	German				haw	*xagōn	117
1797	h aː v ɪ k	*xabukăz	h aː v ɪ k ( - - )	haːvɪk	havik	492	Dutch				hawk	*xabukăz	118
1796	h ɔː k	*xabukăz	h ɔː - - k ( - - )	hɔːk	hawk	492	English				hawk	*xabukăz	118
1795	h aː b ɪ x t	*xabukăz	h aː b ɪ x ( - t )	haːbɪxt	Habicht	492	German				hawk	*xabukăz	118
811	h oː j	*xawwjăn	h oː - ( j - - )	hoːj	hooi	222	Dutch				hay	*xawwjăn	119
810	h eɪ	*xawwjăn	h eɪ - ( - - - )	heɪ	hay	222	English				hay	*xawwjăn	119
809	h ɔy	*xawwjăn	h ɔy - ( - - - )	hɔy	Heu	222	German				hay	*xawwjăn	119
491	h aː z ə l aː r	*xaslăz	h aː z ə l ( aː r )	haːzəlaːr	hazelaar	134	Dutch				hazel	*xaslăz	120
490	h eɪ z ə l	*xaslăz	h eɪ z ə l ( - - )	heɪzḷ	hazel	134	English				hazel	*xaslăz	120
489	h aː z ə l	*xaslăz	h aː z ə l ( - - )	haːzəl	Hasel	134	German				hazel	*xaslăz	120
254	h oː f t	*xaubudăn	h oː f ( - ) t ( - - )	hoːft	hoofd	70	Dutch				head	*xaubudăn	121
253	h ɛ d	*xaubudăn	h ɛ - ( - ) d ( - - )	hɛd	head	70	English				head	*xaubudăn	121
252	h au p t	*xaubudăn	h au p ( - ) t ( - - )	haupt	Haupt	70	German				head	*xaubudăn	121
189	h eː l ə	*xailjanăn	h eː l - ə - ( - - )	heːlə	helen	53	Dutch				heal	*xailjanăn	122
188	h iː l	*xailjanăn	h iː l - - - ( - - )	hiːl	heal	53	English				heal	*xailjanăn	122
187	h ai l ə n	*xailjanăn	h ai l - ə n ( - - )	hailən	heilen	53	German				heal	*xailjanăn	122
114	h ɑ r t	*xertōn	h ɑ r t ( - - )	hɑrt	hart	32	Dutch				heart	*xertōn	123
113	h ɑː t	*xertōn	h ɑː - t ( - - )	hɑːt	heart	32	English				heart	*xertōn	123
112	h ɛ r ts	*xertōn	h ɛ r ts ( - - )	hɛrt͡s	Herz	32	German				heart	*xertōn	123
1512	h aː r t	*xerθăz	h aː r t ( - - )	haːrt	haard	414	Dutch				hearth	*xerθăz	124
1511	h ɑː θ	*xerθăz	h ɑː - θ ( - - )	hɑːθ	hearth	414	English				hearth	*xerθăz	124
1510	h eː r t	*xerθăz	h eː r d ( - - )	heːrt	Herd	414	German				hearth	*xerθăz	124
567	h iː θ	*xaiθiz	h iː θ - ( - )	hiːθ	heath	155	English				heath	*xaiθiz	341
566	h ai d ə	*xaiθiz	h ai d ə ( - )	haidə	Heide	155	German				heath	*xaiθiz	341
1074	h eː m ə l	*xemenăz	h eː m ə ( l - - )	heːməl	hemel	294	Dutch				heaven	*xemenăz	125
1073	h ɛ v ə n	*xemenăz	h ɛ v ə ( n - - )	hɛvṇ	heaven	294	English				heaven	*xemenăz	125
1072	h ɪ m ə l	*xemenăz	h ɪ m ə ( l - - )	hɪməl	Himmel	294	German				heaven	*xemenăz	125
386	h ɛ x	*xagjăz	h ɛ x - ( - - )	hɛx	heg	106	Dutch				hedge	*xagjăz	126
385	h ɛ ʤ	*xagjăz	h ɛ ʤ - ( - - )	hɛʤ	hedge	106	English				hedge	*xagjăz	126
384	h ɛ k ə	*xagjăz	h ɛ k - ( ə - )	hɛkə	Hecke	106	German				hedge	*xagjăz	126
633	h ɛ l m	*xelmăz	h ɛ l m ( - - )	hɛlm	helm	174	Dutch				helm	*xelmăz	127
632	h ɛ l m	*xelmăz	h ɛ l m ( - - )	hɛlm	helm	174	English				helm	*xelmăz	127
631	h ɛ l m	*xelmăz	h ɛ l m ( - - )	hɛlm	Helm	174	German				helm	*xelmăz	127
1446	h ɛ l p ə	*xelpanăn	h ɛ l p ə - ( - - )	hɛlpə	helpen	395	Dutch				help	*xelpanăn	128
479	h ʉ l p	*xelpō	h ʉ l p -	hʉlp	hulp	131	Dutch				help	*xelpō	128
1445	h ɛ l p	*xelpanăn	h ɛ l p - - ( - - )	hɛlp	help	395	English				help	*xelpanăn	128
478	h ɛ l p	*xelpō	h ɛ l p -	hɛlp	help	131	English				help	*xelpō	128
1444	h ɛ l f ə n	*xelpanăn	h ɛ l f ə n ( - - )	hɛlfən	helfen	395	German				help	*xelpanăn	128
477	h ɪ l f ə	*xelpō	h ɪ l f ə	hɪlfə	Hilfe	131	German				help	*xelpō	128
345	h ɜː d	*xerdō	h ɜː - d ( - )	hɜːd	herd	95	English				herd	*xerdō	342
344	h eː r d ə	*xerdō	h eː r t ( ə )	heːrdə	Herde	95	German	BOR			herd	*xerdō	342
93	h ɑu ʋ ə	*xawwanăn	h - ɑu ʋ ə - ( - - )	hɑuʋə	houwen	26	Dutch				hew	*xawwanăn	129
92	h j uː	*xawwanăn	h j uː - - - ( - - )	hjuː	hew	26	English				hew	*xawwanăn	129
91	h au ə n	*xawwanăn	h - au - ə n ( - - )	hauən	hauen	26	German				hew	*xawwanăn	129
487	h ɪ n d ə	*xendjō	h ɪ n d - ə	hɪndə	hinde	133	Dutch				hind	*xendjō	130
486	h aɪ n d	*xendjō	h aɪ n d - -	haɪnd	hind	133	English				hind	*xendjō	130
485	h ɪ n d ə	*xendjō	h ɪ n d - ə	hɪndə	Hinde	133	German				hind	*xendjō	130
597	h ɔː d	*xuzdăn	h ɔː - d ( - - )	hɔːd	hoard	164	English				hoard	*xuzdăn	343
596	h ɔ r t	*xuzdăn	h ɔ r t ( - - )	hɔrt	Hort	164	German				hoard	*xuzdăn	343
1251	h ɑu d ə	*xaldanăn	h ɑu - d ə - ( - - )	hɑudə	houden	343	Dutch				hold	*xaldanăn	131
1250	h əʊ l d	*xaldanăn	h əʊ l d - - ( - - )	həʊld	hold	343	English				hold	*xaldanăn	131
1249	h a l t ə n	*xaldanăn	h a l t ə n ( - - )	haltən	halten	343	German				hold	*xaldanăn	131
12	h eː m	*xaimăz	h eː m ( - - )	heːm	heem	532	Dutch				home	*xaimăz	132
11	h əʊ m	*xaimăz	h əʊ m ( - - )	həʊm	home	532	English				home	*xaimăz	132
10	h ai m	*xaimăz	h ai m ( - - )	haim	Heim	532	German				home	*xaimăz	132
375	h oː n ɪ ŋ	*xunagăn	h oː n ɪ - ( - ŋ )	hoːnɪŋ	honing	103	Dutch				honey	*xunagăn	133
374	h ʌ n ɪ	*xunagăn	h ʌ n ɪ - ( - - )	hʌnɪ	honey	103	English				honey	*xunagăn	133
373	h oː n ɪ x	*xunagăn	h oː n ɪ x ( - - )	hoːnɪx	Honig	103	German				honey	*xunagăn	133
153	h ʊ d	*xattuz	h ʊ d ( - - )	hʊd	hood	43	English				hood	*xattuz	344
152	h uː t	*xattuz	h uː t ( - - )	huːt	Hut	43	German				hood	*xattuz	344
1891	h uː f	*xōfăz	h uː f ( - - )	huːf	hoef	518	Dutch				hoof	*xōfăz	134
1890	h uː f	*xōfăz	h uː f ( - - )	huːf	hoof	518	English				hoof	*xōfăz	134
1889	h uː f	*xōfăz	h uː f ( - - )	huːf	Huf	518	German				hoof	*xōfăz	134
625	h oː r n	*xurnăn	h oː r n ( - - )	hoːrn	hoorn	172	Dutch				horn	*xurnăn	135
624	h ɔː n	*xurnăn	h ɔː - n ( - - )	hɔːn	horn	172	English				horn	*xurnăn	135
623	h ɔ r n	*xurnăn	h ɔ r n ( - - )	hɔrn	Horn	172	German				horn	*xurnăn	135
338	h ɔ n t	*xundăz	h ɔ n t ( - - )	hɔnt	hond	93	Dutch				hound	*xundăz	136
337	h aʊ n d	*xundăz	h aʊ n d ( - - )	haʊnd	hound	93	English				hound	*xundăz	136
336	h ʊ n t	*xundăz	h ʊ n d ( - - )	hʊnt	Hund	93	German				hound	*xundăz	136
1838	k n eː d ə	*knedanăn	k n eː d ə - ( - - )	kneːdə	kneden	503	Dutch				knead	*knedanăn	137
1837	n iː d	*knedanăn	- n iː d - - ( - - )	niːd	knead	503	English				knead	*knedanăn	137
1836	k n eː t ə n	*knedanăn	k n eː t ə n ( - - )	kneːtən	kneten	503	German				knead	*knedanăn	137
908	k n iː	*knewăn	k n iː ( - - - )	kniː	knie	249	Dutch				knee	*knewăn	138
907	n iː	*knewăn	- n iː ( - - - )	niː	knee	249	English				knee	*knewăn	138
906	k n iː	*knewăn	k n iː ( - - - )	kniː	Knie	249	German				knee	*knewăn	138
771	k n ɛ x t	*knakkăz	k n ɛ x - t	knɛxt	knecht	211	Dutch				knight	*knakkăz	139
770	n aɪ t	*knakkăz	- n aɪ - - t	naɪt	knight	211	English				knight	*knakkăz	139
769	k n ɛ x t	*knakkăz	k n ɛ x - t	knɛxt	Knecht	211	German				knight	*knakkăz	139
539	k n oː p	*knuppăz	k n oː p ( - - )	knoːp	knoop	147	Dutch				knob	*knuppăz	140
538	n ɔ b	*knuppăz	- n ɔ b ( - - )	nɔb	knob	147	English				knob	*knuppăz	140
537	k n ɔ pf	*knuppăz	k n ɔ pf ( - - )	knɔp͡f	Knopf	147	German				knob	*knuppăz	140
405	l aː d ə	*laθōjanăn	l aː d ( - ) - ə - ( - - )	laːdə	laden	111	Dutch				lade	*laθōjanăn	141
404	l eɪ d	*laθōjanăn	l eɪ d ( - ) - - - ( - - )	leɪd	lade	111	English				lade	*laθōjanăn	141
403	l aː d ə n	*laθōjanăn	l aː d ( - ) - ə n ( - - )	laːdən	laden	111	German				lade	*laθōjanăn	141
1355	l ɑ n t	*landăn	l ɑ n t ( - - )	lɑnt	land	371	Dutch				land	*landăn	142
1354	l æ n d	*landăn	l æ n d ( - - )	lænd	land	371	English				land	*landăn	142
1353	l a n t	*landăn	l a n d ( - - )	lant	Land	371	German				land	*landăn	142
1554	l ɑ p	*labbăz	l ɑ p ( - - )	lɑp	lap	426	Dutch				lap	*labbăz	143
1553	l æ p	*labbăz	l æ p ( - - )	læp	lap	426	English				lap	*labbăz	143
1552	l a p ə n	*labbăz	l a p ( ə n )	lapən	Lappen	426	German				lap	*labbăz	143
535	l ɑː s t	*laistjanăn	l ɑː s t - - - ( - - )	lɑːst	last	146	English				last	*laistjanăn	345
534	l ai s t ə n	*laistjanăn	l ai s t - ə n ( - - )	laistən	leisten	146	German				last	*laistjanăn	345
1063	l ɑ x ə	*lakanăn	l ɑ x ə - ( - - )	lɑxə	lachen	291	Dutch				laugh	*lakanăn	144
1062	l ɑː f	*lakanăn	l ɑː f - - ( - - )	lɑːf	laugh	291	English				laugh	*lakanăn	144
1061	l a x ə n	*lakanăn	l a x ə n ( - - )	laxən	lachen	291	German				laugh	*lakanăn	144
1746	l ɛɪ d ə	*laidjanăn	l ɛɪ d - ə - ( - - )	lɛɪdə	leiden	478	Dutch				lead	*laidjanăn	145
1745	l iː d	*laidjanăn	l iː d - - - ( - - )	liːd	lead	478	English				lead	*laidjanăn	145
1744	l ai t ə n	*laidjanăn	l ai t - ə n ( - - )	laitən	leiten	478	German				lead	*laidjanăn	145
664	l oː f	*laubăn	l oː f ( - - )	loːf	loof	182	Dutch				leaf	*laubăn	146
663	l iː f	*laubăn	l iː f ( - - )	liːf	leaf	182	English				leaf	*laubăn	146
662	l au p	*laubăn	l au b ( - - )	laup	Laub	182	German				leaf	*laubăn	146
1595	l ɜː n	*liznōjanăn	l ɜː - n ( - ) - - - ( - - )	lɜːn	learn	437	English				learn	*liznōjanăn	346
1594	l ɛ r n ə n	*liznōjanăn	l ɛ r n ( - ) - ə n ( - - )	lɛrnən	lernen	437	German				learn	*liznōjanăn	346
47	l ɛ ð ə r	*leθrăn	l ɛ ð ə r ( - - )	lɛðər	leather	13	English				leather	*leθrăn	347
46	l eː d ə r	*leθrăn	l eː d ə r ( - - )	leːdər	Leder	13	German				leather	*leθrăn	347
787	l uː k	*laukăz	l uː k ( - - )	luːk	look	215	Dutch				leek	*laukăz	147
786	l iː k	*laukăz	l iː k ( - - )	liːk	leek	215	English				leek	*laukăz	147
785	l au x	*laukăz	l au x ( - - )	laux	Lauch	215	German				leek	*laukăz	147
922	l aː t ə	*lētanăn	l aː t ə - ( - - )	laːtə	laten	253	Dutch				let	*lētanăn	148
921	l ɛ t	*lētanăn	l ɛ t - - ( - - )	lɛt	let	253	English				let	*lētanăn	148
920	l a s ə n	*lētanăn	l a s ə n ( - - )	lasən	lassen	253	German				let	*lētanăn	148
1599	l ɪ k ə	*likkōjanăn	l ɪ k ( - ) - ə - ( - - )	lɪkə	likken	438	Dutch				lick	*likkōjanăn	149
1598	l ɪ k	*likkōjanăn	l ɪ k ( - ) - - - ( - - )	lɪk	lick	438	English				lick	*likkōjanăn	149
1597	l ɛ k ə n	*likkōjanăn	l ɛ k ( - ) - ə n ( - - )	lɛkən	lecken	438	German				lick	*likkōjanăn	149
1641	l ɪ t	*liθuz	l ɪ t ( - - )	lɪt	lid	450	Dutch				lid	*liθuz	150
1640	l ɪ d	*liθuz	l ɪ d ( - - )	lɪd	lid	450	English				lid	*liθuz	150
