ID	TOKENS	PROTOFORM	ALIGNMENT	IPA	COUNTERPART	COGID	DOCULECT	NOTE	STRUCTURE	BORROWING	CONCEPT	PROTO
835	s p aː r ə	*sparēnăn	s p aː r ə - ( - - )	spaːrə	sparen	229	Dutch				spare	*sparēnăn
367	s p eː r	*speru	s p eː r ( - )	speːr	speer	101	Dutch				spear	*speru
303	s p ɪ n ə	*spennanăn	s p ɪ n ə - ( - - )	spɪnə	spinnen	84	Dutch				spin	*spennanăn
181	s p ɪ l	*spennilō	s p ɪ - - - l ( - )	spɪl	spil	51	Dutch				spindle	*spennilō
417	s p aː n	*spēnuz	s p aː n ( - - )	spaːn	spaan	114	Dutch				spoon	*spēnuz
1504	s p r ɛɪ d ə	*spraidjanăn	s p r ɛɪ d - ə - ( - - )	sprɛɪdə	spreiden	412	Dutch				spread	*spraidjanăn
71	s p oː r	*spurăn	s p oː r ( - - )	spoːr	spoor	20	Dutch				spur	*spurăn
1405	s t ɑ f	*stabiz	s t ɑ f ( - - )	stɑf	staf	384	Dutch				staff	*stabiz
30	s t aː r t	*stertăz	s t aː r t ( - - )	staːrt	staart	8	Dutch				start	*stertăz
322	s t ɛ r v ə	*sterbanăn	s t ɛ r v ə - - -	stɛrvə	sterven	89	Dutch				starve	*sterbanăn
460	s t eː l ə	*stelanăn	s t eː l ə - ( - - )	steːlə	stelen	126	Dutch				steal	*stelanăn
1627	s t ɑ m	*stamnăz	s t ɑ m ( - - - )	stɑm	stam	446	Dutch				stem	*stamnăz
1397	s t ɪ l ə	*stelljanăn	s t ɪ l - ə - ( - - )	stɪlə	stillen	382	Dutch				still	*stelljanăn
449	s t ɛ l t	*steltjōn	s t ɛ l t - - ( - )	stɛlt	stelt	123	Dutch				stilt	*steltjōn
1902	s t ɔ k	*stukkăz	s t ɔ k ( - - )	stɔk	stok	521	Dutch				stock	*stukkăz
1416	s t eː n	*stainăz	s t eː n ( - - )	steːn	steen	387	Dutch				stone	*stainăz
1895	s t uː l	*stōlăz	s t uː l ( - - )	stuːl	stoel	519	Dutch				stool	*stōlăz
672	s t ɔ r m	*sturmăz	s t ɔ r m ( - - )	stɔrm	storm	184	Dutch				storm	*sturmăz
1255	s t r oː	*strawą	s t r oː ( - - - )	stroː	stro	344	Dutch				straw	*strawăn
1363	s t r oː m	*straumăz	s t r oː m ( - - )	stroːm	stroom	373	Dutch				stream	*straumăz
733	s t r ɛ k ə	*strakkjanăn	s t r ɛ k - ə - ( - - )	strɛkə	strekken	201	Dutch				stretch	*strakkjanăn
359	s t r oː j ə	*strawjanăn	s t r oː - j ə - ( - - )	stroːjə	strooien	99	Dutch				strew	*strawjanăn
495	s t r ɛ ŋ	*strangiz	s t r ɛ ŋ - ( - - )	strɛŋ	streng	135	Dutch				string	*strangiz
1872	z oː m ə r	*sumerăz	z oː m ə r ( - - )	zoːmər	zomer	513	Dutch				summer	*sumerăz
1758	z ɔ n	*sunnōn	z ɔ n ( - - )	zɔn	zon	481	Dutch				sun	*sunnōn
1656	ɑ f s ɔ n d ə r ə	*sundrōjanăn	( ɑ f ) s ɔ n d ə r ( ə - - - - - )	ɑfsɔndərə	afzonderen	454	Dutch				sunder	*sundrōjanăn
1367	z œy p ə	*sūpanăn	z œy p ə - ( - - )	zœypə	zuipen	374	Dutch				sup	*sūpanăn
1283	z ʋ aː l yː ʋ	*swalgwōn	z ʋ aː l ( yː ʋ - - )	zʋaːlyːʋ	zwaluw	352	Dutch				swallow	*swalgwōn
985	z ʋ ɛ m ə	*swemmanăn	z ʋ ɛ m ə - ( - - )	zʋɛmə	zwemmen	270	Dutch				swim	*swemmanăn
1078	z ʋ ɛɪ n	*swīnăn	z ʋ ɛɪ n ( - - )	zʋɛɪn	zwijn	295	Dutch				swine	*swīnăn
209	z ʋ aː r t	*swerdą	z ʋ aː r t ( - - )	zʋaːrt	zwaard	58	Dutch				sword	*swerdăn
330	t ɑ p	*tappōn	t ɑ p - ( - )	tɑp	tap	91	Dutch				tap	*tappōn
1389	t oː m	*tauxmăz	t oː - m ( - - )	toːm	toom	380	Dutch				team	*tauxmăz
863	t iː n	*texun	t iː - - n	tiːn	tien	237	Dutch				ten	*texun
1198	d ɑ ŋ k	*θankăz	d ɑ ŋ k ( - - )	dɑŋk	dank	328	Dutch	!			thanks	*θankăz
952	d ɑ k	*θaką	d ɑ k ( - - )	dɑk	dak	261	Dutch				thatch	*θakăn
652	d iː f	*θeubăz	d iː f ( - - )	diːf	dief	179	Dutch				thief	*θeubăz
715	d ɪ ŋ	*θengăz	d ɪ ŋ - ( - - )	dɪŋ	ding	196	Dutch				thing	*θengăz
355	d ɛ ŋ k ə	*θankăz	d ɛ ŋ k ( ə - )	dɛŋkə	denken	98	Dutch	!			think	*θankăz
67	d ɔ r s t	*θurstuz	d ɔ r s t ( - - )	dɔrst	dorst	19	Dutch				thirst	*θurstuz
1716	d ɪ s t ə l	*θestilăz	d ɪ s t ə l ( - - )	dɪstəl	distel	470	Dutch				thistle	*θestilăz
1660	d oː r n	*θurnuz	d oː r n ( - - )	doːrn	doorn	455	Dutch				thorn	*θurnuz
427	d œy z ə n t	*θūs-undī	d œy z ( - ) ə n t ( - )	dœyzənt	duizend	117	Dutch				thousand	*θūs-undī
1351	d ɔ r s ə	*θreskanăn	d ɔ r - s - ə - ( - - )	dɔrsə	dorsen	370	Dutch				thrash	*θreskanăn
228	d r iː	*θrejez	d r iː - ( - - )	driː	drie	63	Dutch				three	*θrejez
550	d ɔ n d ə r	*θunrăz	d ɔ n d ə r ( - - )	dɔndər	donder	150	Dutch				thunder	*θunrăz
981	t eː k	*tikkōn	t eː k ( - - )	teːk	teek	269	Dutch				tick	*tikkōn
960	t ɛɪ t	*tīdiz	t ɛɪ t ( - - )	tɛɪt	tijd	263	Dutch				tide	*tīdiz
1723	t eː n	*taixwō	t eː ( - - n )	teːn	teen	472	Dutch				toe	*taixwō
1592	t eː k ə	*taiknăn	t eː k ə - ( - - )	teːkə	teken	436	Dutch				token	*taiknăn
1205	t ɑ ŋ	*tangō	t ɑ ŋ - ( - - )	tɑŋ	tang	330	Dutch				tongs	*tangō
1676	t ɔ ŋ	*tungōn	t ɔ ŋ - - ( - )	tɔŋ	tong	459	Dutch				tongue	*tungōn
1742	t œy n	*tūnăn	t œy n ( - - )	tœyn	tuin	477	Dutch				town	*tūnăn
1684	t r eː d ə	*tredanăn	t r eː d ə - ( - - )	treːdə	treden	461	Dutch				tread	*tredanăn
656	ʋ aː d ə	*wadanăn	ʋ aː d ə - ( - - )	ʋaːdə	waden	180	Dutch				wade	*wadanăn
637	ʋ aː ɣ ə	*wagnăz	ʋ aː ɣ ə - ( - - )	ʋaːɣə	wagen	175	Dutch				wain	*wagnăz
1041	ʋ aː k ə	*wakēnăn	ʋ aː k ə - ( - - )	ʋaːkə	waken	285	Dutch				wake	*wakēnăn
1769	ʋ ɛ r f	*warpą	ʋ ɛ r f ( - - )	ʋɛrf	werf	484	Dutch				warp	*warpăn
1562	ʋ ɛ r p ə	*werpanăn	ʋ ɛ r p ə - ( - - )	ʋɛrpə	werpen	428	Dutch				warp	*werpanăn
1173	ʋ r ɑ t	*warto	ʋ - r ɑ t -	ʋrɑt	wrat	321	Dutch				wart	*warto
1001	ʋ ɑ s ə	*waskanăn	ʋ ɑ s - ə - ( - - )	ʋɑsə	wassen	274	Dutch				wash	*waskanăn
1279	ʋ ɛ s p	*wabsăz	ʋ ɛ s p - ( - - )	ʋɛsp	wesp	351	Dutch				wasp	*wabsăz
1132	ʋ aː t ə r	*watną	ʋ aː t ə r	ʋaːtər	water	310	Dutch				water	*watnăn
849	ʋ ɑ s	*waxsą	ʋ ɑ - s ( - - )	ʋɑs	was	233	Dutch				wax	*waxsăn
696	ʋ ɑ s ə	*waxsanăn	ʋ ɑ - s ə - ( - - )	ʋɑsə	wassen	191	Dutch				wax	*waxsanăn
1883	ʋ ɛ x	*wegăz	ʋ ɛ x ( - - )	ʋɛx	weg	516	Dutch				way	*wegăz
676	ʋ aː p ə	*wēpnăn	ʋ aː p - ə -	ʋaːpə	wapen	185	Dutch				weapon	*wēpnăn
1494	ʋ eː z ə l	*weslon	ʋ eː z ə l ( - - )	ʋeːzəl	wezel	409	Dutch				weasel	*weslon
660	ʋ eː d ə r	*wedrą	ʋ eː d ə r ( - - )	ʋeːdər	weder	181	Dutch				weather	*wedrăn
1932	ʋ eː v ə	*webanăn	ʋ eː v ə - ( - - )	ʋeːvə	weven	530	Dutch				weave	*webanăn
1321	ʋ ɛ s t ə	*westănē	ʋ ɛ s t ə - ( - )	ʋɛstə	westen	362	Dutch				west	*westănē
1121	ʋ eː d ə r	*wiθră	ʋ eː d ə r ( - )	ʋeːdər	weder	307	Dutch				wether	*wiθră
413	ʋ ɑ l	*walăz	ʋ ɑ l ( - - )	ʋɑl	wal	113	Dutch				whale	*walăz
1787	ʋ ɛɪ l	*xwīlō	ʋ ɛɪ l ( - )	ʋɛɪl	wijl	489	Dutch				while	*xwīlō
1236	h uː r	*xōrōn	h uː r - ( - )	huːr	hoer	339	Dutch				whore	*xōrōn
197	ʋ eː d yː ʋ ə	*widuwōn	ʋ eː d yː ʋ ə ( - )	ʋeːdyːʋə	weduwe	55	Dutch				widow	*widuwōn
4	ʋ ɛɪ f	*wībą	ʋ ɛɪ f ( - - )	ʋɛɪf	wijf	538	Dutch				wife	*wībăn
1664	ʋ ɪ l ə	*waljanăn	ʋ ɪ l - ə - ( - - )	ʋɪlə	willen	456	Dutch				will	*waljanăn
217	ʋ ɪ l	*weljōn	ʋ ɪ l - - ( - )	ʋɪl	wil	60	Dutch				will	*weljōn
900	ʋ ɪ n d ə	*wendanăn	ʋ ɪ n d ə - ( - - )	ʋɪndə	winden	247	Dutch				wind	*wendanăn
277	ʋ ɪ n t ə r	*wentruz	ʋ ɪ n t ə r ( - - )	ʋɪntər	winter	76	Dutch				winter	*wentruz
1272	ʋ ɛɪ d ə	*waiθiz	ʋ ɛɪ d ( ə - )	ʋɛɪdə	weide	349	Dutch				withy	*waiθiz
704	ʋ ɑu t	*walθuz	ʋ ɑu - t ( - - )	ʋɑut	woud	193	Dutch				wold	*walθuz
1527	ʋ ɔ l f	*wulfăz	ʋ ɔ l f ( - - )	ʋɔlf	wolf	418	Dutch				wolf	*wulfăz
1051	ʋ ɔ n d ə r	*wundrą	ʋ ɔ n d ə r ( - - )	ʋɔndər	wonder	288	Dutch	MT			wonder	*wundrăn
1486	ʋ ɔ l	*wullo	ʋ ɔ l -	ʋɔl	wol	407	Dutch				wool	*wullo
235	ʋ oː r t	*wurdą	ʋ oː r t ( - - )	ʋoːrt	woord	65	Dutch				word	*wurdăn
1558	ʋ eː r ə l t	*wira-aldiz	ʋ eː r ə l t ( - - )	ʋeːrəlt	wereld	427	Dutch				world	*wira-aldiz
1128	ʋ ɔ r m	*wurmaz/wurmiz	ʋ ɔ r m ( - - )	ʋɔrm	worm	309	Dutch				worm	*wurmaz/wurmiz
997	ʋ r ɪ ŋ ə	*wrenganăn	ʋ r ɪ ŋ - ə - ( - - )	ʋrɪŋə	wringen	273	Dutch				wring	*wrenganăn
564	x aː r ə	*garnăn	x aː r - ( ə - )	xaːrə	garen	154	Dutch				yarn	*garnăn
1022	j aː r	*jērą	j aː r ( - - )	jaːr	jaar	280	Dutch				year	*jērăn
831	j ʉ k	*juką	j ʉ k ( - - )	jʉk	juk	228	Dutch				yoke	*jukăn
870	j øː x t	*jugunθiz	j øː x - - t ( - - )	jøːxt	jeugd	239	Dutch				youth	*jugunθiz
509	æ d ə r	*utrăz	æ d ə r ( - - )	ædər	adder	139	English				adder	*utrăz
1430	b eɪ k	*bakanăn	b eɪ k - - ( - - )	beɪk	bake	391	English				bake	*bakanăn
313	b ɔː l	*balluz	b ɔː l ( - - )	bɔːl	ball	87	English				ball	*balluz
520	b æ n	*bannăn	b æ n ( - - )	bæn	ban	142	English				ban	*bannăn
220	b æ r əʊ	*bergą	b æ r əʊ ( - - )	bærəʊ	barrow	61	English				barrow	*bergăn
1633	b æ s t	*bastą	b æ s t ( - - )	bæst	bast	448	English				bast	*bastăn
1312	b ɑː θ	*baθą	b ɑː θ ( - - )	bɑːθ	bath	360	English				bath	*baθăn
1176	b ɪə d	*bardăz	b ɪə - d ( - - )	bɪəd	beard	322	English				beard	*bardăz
1853	b iː v ə r	*bebruz	b iː v ə r ( - - )	biːvər	beaver	508	English				beaver	*bebruz
1864	b iː ʧ	*bōkō	b iː ʧ ( - - - - )	biːʧ	beech	511	English				beech	*bōkō
1153	b ɪ ɡ ɪ n	*gennanăn	( b ɪ ) ɡ ɪ n - - ( - - )	bɪɡɪn	begin	316	English				begin	*gennanăn
265	b ɪ l iː v	*laubjanăn	( b ɪ ) l iː v - - - ( - - )	bɪliːv	believe	73	English				believe	*laubjanăn
1687	b ɛ l ɪ	*balgiz	b ɛ l ɪ ( - - )	bɛlɪ	belly	462	English				belly	*balgiz
261	b ɛ r ɪ	*bazją	b ɛ r - ( ɪ - )	bɛrɪ	berry	72	English				berry	*bazjăn
545	b ɪ d	*beudanăn	b ɪ d - - ( - - )	bɪd	bid	149	English				bid	*beudanăn
1452	b ɪ d	*bidjanăn	b ɪ d - - - ( - - )	bɪd	bid	397	English				bid	*bidjanăn
471	b ɪə r	*barwōn	b ɪə r ( - - - )	bɪər	bier	129	English				bier	*barwōn
583	b aɪ n d	*bendanăn	b aɪ n d - - ( - - )	baɪnd	bind	160	English				bind	*bendanăn
389	b ɜː θ	*burdiz	( - - ) b ɜː - θ ( - - )	bɜːθ	birth	107	English				birth	*burdiz
855	b l ʌ d	*blōdą	b l ʌ d ( - - )	blʌd	blood	235	English				blood	*blōdăn
1301	b ɔː d	*burdą	b ɔː - d ( - - )	bɔːd	board	357	English				board	*burdăn
1036	b əʊ n	*bainăn	b əʊ n ( - - )	bəʊn	bone	284	English				bone	*bainăn
936	b ʊ k	*bōkz	b ʊ k ( - )	bʊk	book	257	English				book	*bōkz
381	b ɔː r	*burōjanăn	b ɔː r ( - ) - - - ( - - )	bɔːr	bore	105	English				bore	*burōjanăn
25	b ʊ z ə m	*bōsmăz	b ʊ z ə m ( - - )	bʊzəm	bosom	7	English				bosom	*bōsmăz
640	b əʊ θ	*bō	b əʊ ( θ - )	bəʊθ	both	176	English				both	*bō
817	b ɔ t ə m	*budmăz	b ɔ t ə m ( - - )	bɔtəm	bottom	224	English				bottom	*budmăz
224	b aʊ	*bōguz	b aʊ - ( - - )	baʊ	bough	62	English				bough	*bōguz
1297	b əʊ	*baugjanăn	b əʊ - - - - ( - - )	bəʊ	bow	356	English				bow	*baugjanăn
929	b əʊ	*beuganăn	b əʊ - - - ( - - )	bəʊ	bow	255	English				bow	*beuganăn
1419	b əʊ	*bugōn	b əʊ - - -	bəʊ	bow	388	English				bow	*bugōn
1032	b aʊ ə r	*būrą	b aʊ ə r ( - - )	baʊər	bower	283	English				bower	*būrăn
797	b r æ n d	*brandăz	b r æ n d ( - - )	brænd	brand	218	English				brand	*brandăz
1157	b r ɛ d	*braudą	b r ɛ d ( - - )	brɛd	bread	317	English				bread	*braudăn
502	b r eɪ k	*brekanăn	b r eɪ k - - ( - - )	breɪk	break	137	English				break	*brekanăn
1772	b r ɛ s t	*brustz	b - r ɛ s t ( - )	brɛst	breast	485	English				breast	*brustz
1515	b r ʊ k	*brekăną	b r ʊ k ( - - )	brʊk	breeches	415	English				breeches	*brekanăn
295	b r aɪ d	*brūdiz	b r aɪ d ( - - )	braɪd	bride	82	English				bride	*brūdiz
1651	b r ɪ ŋ	*brenganăn	b r ɪ ŋ - - - ( - - )	brɪŋ	bring	453	English				bring	*brenganăn
1135	b r ʊ k	*brūkanăn	( - - ) b r ʊ k - - ( - - )	brʊk	brook	311	English				brook	*brūkanăn
33	b ʌ k	*bukkăz	b ʌ k ( - - )	bʌk	buck	9	English				buck	*bukkăz
1753	b ɜː s t	*brestanăn	b ɜː - - s t - - ( - - )	bɜːst	burst	480	English				burst	*brestanăn
192	k ɑː f	*kalbăz	k ɑː - f ( - - )	kɑːf	calf	54	English				calf	*kalbăz
992	ʧ uː	*kewwanăn	ʧ uː - - - ( - - )	ʧuː	chew	272	English				chew	*kewwanăn
556	k l aɪ m	*klembanăn	k l aɪ m - - - ( - - )	klaɪm	climb	152	English				climb	*klembanăn
1679	k əʊ m	*kambăz	k əʊ m - ( - - )	kəʊm	comb	460	English				comb	*kambăz
7	k ɔː n	*kurnăn	k ɔː - n ( - - )	kɔːn	corn	533	English				corn	*kurnăn
1092	k aʊ	*kōwz	k aʊ ( - - )	kaʊ	cow	299	English				cow	*kōwz
1507	k r ɑː f t	*kraftiz	k r ɑː f t ( - - )	krɑːft	craft	413	English				craft	*kraftiz
880	k r ɔ p	*kruppăz	k r ɔ p ( - - )	krɔp	crop	242	English				crop	*kruppăz
1246	k ʌ d	*kwiθuz	k ʌ d ( - - )	kʌd	cud	342	English				cud	*kwiθuz
1183	d eɪ l	*dalăz	d eɪ l ( - - )	deɪl	dale	324	English				dale	*dalăz
782	d eɪ	*dagăz	d eɪ - ( - - )	deɪ	day	214	English				day	*dagăz
1084	d iː l	*dailiz	d iː l ( - - )	diːl	deal	297	English				deal	*dailiz
579	d iː d	*dēdiz	d iː d ( - - )	diːd	deed	159	English				deed	*dēdiz
408	d ɪə r	*deuzą	d ɪə r ( - - )	dɪər	deer	112	English				deer	*deuzăn
1519	d j uː	*dawwō	d j uː - ( - )	djuː	dew	416	English				dew	*dawwō
895	d ɪ l	*deljăz	d ɪ l ( - - - )	dɪl	dill	246	English				dill	*deljăz
1583	d uː	*dōnăn	d uː - - ( - - )	duː	do	434	English				do	*dōnăn
103	d ɔː r	*durą	d ɔː r ( - - )	dɔːr	door	29	English				door	*durăn
763	d əʊ	*daigăz	d əʊ - ( - - )	dəʊ	dough	209	English				dough	*daigăz
56	d ʌ v	*dūbōn	d ʌ v - ( - )	dʌv	dove	16	English				dove	*dūbōn
397	d r iː m	*draumăz	d r iː m ( - - )	driːm	dream	109	English				dream	*draumăz
743	d r ɛ n ʧ	*dranką	d r ɛ n ʧ ( - - )	drɛnʧ	drench	204	English				drench	*drankăn
21	d r ɪ ŋ k	*drenkanăn	d r ɪ ŋ k - - ( - - )	drɪŋk	drink	6	English				drink	*drenkanăn
1242	d r aɪ v	*drībanăn	d r aɪ v - - ( - - )	draɪv	drive	341	English				drive	*drībanăn
88	ɜː θ	*erθo	ɜː - θ -	ɜːθ	earth	25	English				earth	*erθo
1332	iː t	*etanăn	iː t - - ( - - )	iːt	eat	365	English				eat	*etanăn
774	iː l	*ēlăz	iː l ( - - )	iːl	eel	212	English				eel	*ēlăz
249	f ɔː l	*fallanăn	f ɔː l - - ( - - )	fɔːl	fall	69	English				fall	*fallanăn
204	f ɛə r	*faranăn	f ɛə r - - ( - - )	fɛər	fare	57	English				fare	*faranăn
1316	f ɑː s t	*fastēnăn	f ɑː s t - - ( - - )	fɑːst	fast	361	English				fast	*fastēnăn
911	f ɑː ð ə r	*fadēr	f ɑː ð ə r	fɑːðər	father	250	English				father	*fadēr
117	f iː	*fexu	f iː ( - - )	fiː	fee	33	English				fee	*fexu
1800	f ɛ l	*fellą	f ɛ l ( - - )	fɛl	fell	493	English				fell	*fellăn
463	f ɜː n	*farnăn	f ɜː - n ( - - )	fɜːn	fern	127	English				fern	*farnăn
699	f iː l d	*felθuz	f iː l d ( - - )	fiːld	field	192	English				field	*felθuz
159	f aɪ t	*fextanăn	f aɪ - t - - ( - - )	faɪt	fight	45	English				fight	*fextanăn
1761	f aɪ n d	*fenθanăn	f aɪ n d - - ( - - )	faɪnd	find	482	English				find	*fenθanăn
1701	f ɪ ŋ ɡ ə r	*fengrăz	f ɪ ŋ ɡ ə r ( - - )	fɪŋɡər	finger	466	English				finger	*fengrăz
1587	f aɪ ə r	*fuwer	f aɪ - ə r	faɪər	fire	435	English				fire	*fuwer
1261	f ɪ ʃ	*fiskăz	f ɪ ʃ - ( - - )	fɪʃ	fish	346	English				fish	*fiskăz
1829	f ɪ s t	*funxwstiz	f ɪ ( - - ) s t ( - - )	fɪst	fist	501	English				fist	*funxwstiz
50	f l ɑː s k	*flaskō	f l ɑː s k -	flɑːsk	flask	14	English				flask	*flaskō
1810	f l æ k s	*flaxsą	f l æ k s ( - - )	flæks	flax	496	English				flax	*flaxsăn
972	f l iː	*flauxz	f l iː - ( - )	fliː	flea	267	English				flea	*flauxz
1227	f l iː	*fleuxanăn	f l iː - - - ( - - )	fliː	flee	337	English				flee	*fleuxanăn
1028	f l ɛ ʃ	*flaiskăz	f l ɛ ʃ - ( - - )	flɛʃ	flesh	282	English				flesh	*flaiskăz
1411	f l ʌ d	*flōduz	f l ʌ d ( - - )	flʌd	flood	386	English				flood	*flōduz
1109	f l aɪ	*fleuganăn	f l aɪ - - - ( - - )	flaɪ	fly	304	English				fly	*fleuganăn
1449	f əʊ l	*fulōn	f əʊ l ( - - )	fəʊl	foal	396	English				foal	*fulōn
887	f ɔ d ə r	*fōdrą	f ɔ d ə r ( - - )	fɔdər	fodder	244	English				fodder	*fōdrăn
444	f əʊ l d	*falθanăn	f əʊ l d - - ( - - )	fəʊld	fold	122	English				fold	*falθanăn
778	f əʊ k	*fulką	f əʊ - k ( - - )	fəʊk	folk	213	English				folk	*fulkăn
1886	f ɔ l əʊ	*fulgēnăn	f ɔ l əʊ - - ( - - )	fɔləʊ	follow	517	English				follow	*fulgēnăn
1392	f ə l ɔː n	*leusanăn	( f ə - ) l ɔː - - - ( n - )	fəlɔːn	forlorn	381	English				forlorn	*leusanăn
362	f ɔː r	*fedwōrez	f ɔː ( - - - ) r ( - - )	fɔːr	four	100	English				four	*fedwōrez
1833	f aʊ l	*fuglăz	f aʊ - - l ( - - )	faʊl	fowl	502	English				fowl	*fuglăz
341	f ɔ k s	*fuxsăz	f ɔ k s ( - - )	fɔks	fox	94	English				fox	*fuxsăz
925	f r iː z	*freusanăn	f r iː z - - ( - - )	friːz	freeze	254	English				freeze	*freusanăn
1691	f r ɛ n d	*frijōndz	f r ɛ ( - - ) n d ( - )	frɛnd	friend	463	English				friend	*frijōndz
1482	f r aɪ t	*furxtīn	f - r aɪ - t ( - - )	fraɪt	fright	406	English				fright	*furxtīn
455	f r ɔ s t	*frustą	f r ɔ - s t ( - - )	frɔst	frost	125	English				frost	*frustăn
955	f ʌ r əʊ	*furx	f ʌ r ( əʊ - )	fʌrəʊ	furrow	262	English				furrow	*furx
747	ɡ ɔː l	*gallą	ɡ ɔː l - ( - )	ɡɔːl	gall	205	English				gall	*gallăn
200	ɡ æ ŋ	*gangăz	ɡ æ ŋ - ( - - )	ɡæŋ	gang	56	English				gang	*gangăz
18	ɡ əʊ s t	*gaistăz	ɡ əʊ s t ( - - )	ɡəʊst	ghost	5	English				ghost	*gaistăz
620	ɡ ɪ f t	*geftiz	ɡ ɪ f t ( - - )	ɡɪft	gift	171	English				gift	*geftiz
751	ɡ ɪ v	*gebanăn	ɡ ɪ v - - ( - - )	ɡɪv	give	206	English				give	*gebanăn
1875	ɡ ɔ d	*gud	ɡ ɔ d	ɡɔd	god	514	English				god	*gud
1088	ɡ əʊ l d	*gulθą	ɡ əʊ l d ( - - )	ɡəʊld	gold	298	English				gold	*gulθăn
1293	ɡ uː s	*gansz	ɡ uː - s ( - )	ɡuːs	goose	355	English				goose	*gansz
790	ɡ r ɑː s	*grasą	ɡ r ɑː s ( - - )	ɡrɑːs	grass	216	English				grass	*grasăn
133	ɡ r ɑː v	*grabanăn	ɡ r ɑː v - - ( - - )	ɡrɑːv	grave	37	English				grave	*grabanăn
242	ɡ r aɪ p	*grīpanăn	ɡ r aɪ p - - ( - - )	ɡraɪp	gripe	67	English				gripe	*grīpanăn
99	ɡ r aʊ n d	*grunduz	ɡ r aʊ n d ( - - )	ɡraʊnd	ground	28	English				ground	*grunduz
1615	ɡ ɛ s t	*gastiz	ɡ ɛ s t ( - - )	ɡɛst	guest	443	English				guest	*gastiz
1004	h eɪ l	*xaglą	h eɪ - - l ( - - )	heɪl	hail	275	English				hail	*xaglăn
1343	h ɛə r	*xazwăz	h ɛə r ( - - - )	hɛər	hair	368	English				hair	*xazwăz
1782	h ɔː l	*xallō	h ɔː l -	hɔːl	hall	488	English				hall	*xallō
437	h æ m ə r	*xamarăz	h æ m ə r ( - - )	hæmər	hammer	120	English				hammer	*xamarăz
393	h æ n d	*xanduz	h æ n d ( - - )	hænd	hand	108	English				hand	*xanduz
531	h æ n d ə l	*xandlōjanăn	h æ n d ə l ( - - - - - - )	hændḷ	handle	145	English				handle	*xandlōjanăn
452	h ɑː m	*xarmăz	h ɑː - m ( - - )	hɑːm	harm	124	English				harm	*xarmăz
1530	h ɑː v ɪ s t	*xarbistuz	h ɑː - v ɪ s t ( - - )	hɑːvɪst	harvest	419	English				harvest	*xarbistuz
1336	h æ v	*xabēnăn	h æ v - - ( - - )	hæv	have	366	English				have	*xabēnăn
755	h ɔː	*xagōn	h ɔː - ( - - )	hɔː	haw	207	English				haw	*xagōn
1796	h ɔː k	*xabukăz	h ɔː - - k ( - - )	hɔːk	hawk	492	English				hawk	*xabukăz
810	h eɪ	*xawwją	h eɪ - ( - - - )	heɪ	hay	222	English				hay	*xawwjăn
490	h eɪ z ə l	*xaslăz	h eɪ z ə l ( - - )	heɪzḷ	hazel	134	English				hazel	*xaslăz
253	h ɛ d	*xaubudą	h ɛ - ( - ) d ( - - )	hɛd	head	70	English				head	*xaubudăn
188	h iː l	*xailjanăn	h iː l - - - ( - - )	hiːl	heal	53	English				heal	*xailjanăn
113	h ɑː t	*xertōn	h ɑː - t ( - - )	hɑːt	heart	32	English				heart	*xertōn
1511	h ɑː θ	*xerθăz	h ɑː - θ ( - - )	hɑːθ	hearth	414	English				hearth	*xerθăz
567	h iː θ	*xaiθiz	h iː θ - ( - )	hiːθ	heath	155	English				heath	*xaiθiz
1073	h ɛ v ə n	*xemenăz	h ɛ v ə ( n - - )	hɛvṇ	heaven	294	English				heaven	*xemenăz
385	h ɛ ʤ	*xagjăz	h ɛ ʤ - ( - - )	hɛʤ	hedge	106	English				hedge	*xagjăz
632	h ɛ l m	*xelmăz	h ɛ l m ( - - )	hɛlm	helm	174	English				helm	*xelmăz
1445	h ɛ l p	*xelpanăn	h ɛ l p - - ( - - )	hɛlp	help	395	English				help	*xelpanăn
478	h ɛ l p	*xelpō	h ɛ l p -	hɛlp	help	131	English				help	*xelpō
345	h ɜː d	*xerdō	h ɜː - d ( - )	hɜːd	herd	95	English				herd	*xerdō
92	h j uː	*xawwanăn	h j uː - - - ( - - )	hjuː	hew	26	English				hew	*xawwanăn
486	h aɪ n d	*xendjō	h aɪ n d - -	haɪnd	hind	133	English				hind	*xendjō
597	h ɔː d	*xuzdą	h ɔː - d ( - - )	hɔːd	hoard	164	English				hoard	*xuzdăn
1250	h əʊ l d	*xaldanăn	h əʊ l d - - ( - - )	həʊld	hold	343	English				hold	*xaldanăn
11	h əʊ m	*xaimăz	h əʊ m ( - - )	həʊm	home	532	English				home	*xaimăz
374	h ʌ n ɪ	*xunăgą	h ʌ n ɪ - ( - - )	hʌnɪ	honey	103	English				honey	*xunagăn
153	h ʊ d	*xattuz	h ʊ d ( - - )	hʊd	hood	43	English				hood	*xattuz
1890	h uː f	*xōfăz	h uː f ( - - )	huːf	hoof	518	English				hoof	*xōfăz
624	h ɔː n	*xurnăn	h ɔː - n ( - - )	hɔːn	horn	172	English				horn	*xurnăn
337	h aʊ n d	*xundăz	h aʊ n d ( - - )	haʊnd	hound	93	English				hound	*xundăz
1837	n iː d	*knedanăn	- n iː d - - ( - - )	niːd	knead	503	English				knead	*knedanăn
907	n iː	*knewą	- n iː ( - - - )	niː	knee	249	English				knee	*knewăn
