emission_id	representative_occurrence_id	emission_path	site	index_command	language	variety	display	sort_key	form_role	source_scope	source_ref	source_occurrence_count	source_occurrence_ids
Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25:1	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!dor@\iventry{dor}{}}	oe		dor	dor	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25	1	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25:1
Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25:4	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25:4	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!dor@\iventry{dor}{}}	oe		dor	dor	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25	1	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25:4
Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25:2	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25:2	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!duru@\iventry{duru}{}}	oe		duru	duru	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25	1	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25:2
Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25:3	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25:3	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!duru@\iventry{duru}{}}	oe		duru	duru	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25	1	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25:3
Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25:5	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25:5	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!duru@\iventry{duru}{}}	oe		duru	duru	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25	1	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25:5
Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:29:1	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:29:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:29	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!dor@\iventry{dor}{}}	oe		dor	dor	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:29	1	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:29:1
Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:29:2	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:29:2	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:29	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!duru@\iventry{duru}{}}	oe		duru	duru	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:29	1	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:29:2
Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md:25:3	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md:25:3	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md:25	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!faerd@\iventry{færð}{}}	oe		færð	faerd	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md:25	1	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md:25:3
Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md:25:1	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md:25:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md:25	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!faere@\iventry{fære}{}}	oe		fære	faere	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md:25	1	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md:25:1
Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md:25:2	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md:25:2	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md:25	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!faerst@\iventry{færst}{}}	oe		færst	faerst	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md:25	1	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md:25:2
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:21:1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:21:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:21	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fastu@\iventry{*fastu-}{}}	pgmc		*fastu-	fastu	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:21	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:21:1
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:22:1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:22:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:22	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fasten@\iventry{*fasten-}{}}	pgmc		*fasten-	fasten	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:22	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:22:1
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:27:1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:27:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:27	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fastijana@\iventry{*fástijaną}{}}	pgmc		*fástijaną	fastijana	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:27	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:27:1
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:28:1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:28:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:28	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fastena@\iventry{*fastēną}{}}	pgmc		*fastēną	fastena	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:28	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:28:1
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:33:1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:33:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:33	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!festan@\iventry{festan}{}}	oe		festan	festan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:33	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:33:1
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34:1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!faestan@\iventry{fæstan}{}}	oe		fæstan	faestan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34:1
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34:2	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34:2	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!faestan@\iventry{fǣstan}{}}	oe		fǣstan	faestan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34:2
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34:3	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34:3	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!festan@\iventry{festan}{}}	oe		festan	festan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34:3
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:39:1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:39:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:39	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!faest@\iventry{fæst}{}}	oe		fæst	faest	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:39	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:39:1
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:39:2	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:39:2	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:39	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!festan@\iventry{festan}{}}	oe		festan	festan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:39	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:39:2
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:44:1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:44:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:44	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fastijana@\iventry{*fástijaną}{}}	pgmc		*fástijaną	fastijana	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:44	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:44:1
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:45:1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:45:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:45	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!festan@\iventry{festan}{}}	oe		festan	festan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:45	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:45:1
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:48:1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:48:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:48	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!festan@\iventry{festan}{}}	oe		festan	festan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:48	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:48:1
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:50:1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:50:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:50	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fasten@\iventry{*fastēn-}{}}	pgmc		*fastēn-	fasten	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:50	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:50:1
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:59:1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:59:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:59	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fastena@\iventry{*fastēną}{}}	pgmc		*fastēną	fastena	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:59	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:59:1
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:59:2	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:59:2	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:59	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!festan@\iventry{festan}{}}	oe		festan	festan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:59	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:59:2
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:60:1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:60:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:60	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fastijana@\iventry{*fástijaną}{}}	pgmc		*fástijaną	fastijana	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:60	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:60:1
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:60:3	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:60:3	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:60	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!festan@\iventry{festan}{}}	oe		festan	festan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:60	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:60:3
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61:1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!faest@\iventry{fæst}{}}	oe		fæst	faest	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61:1
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61:2	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61:2	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!faestan@\iventry{fæstan}{}}	oe		fæstan	faestan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61:2
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61:3	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61:3	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!faestan@\iventry{fǣstan}{}}	oe		fǣstan	faestan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61:3
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:63:1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:63:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:63	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!festan@\iventry{festan}{}}	oe		festan	festan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:63	1	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:63:1
Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:21:1	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:21:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:21	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fell@\iventry{fell}{}}	oe		fell	fell	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:21	1	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:21:1
Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:21:2	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:21:2	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:21	\index[iv]{15dutch@\ivlangheader{Dutch}{}!vel@\iventry{vel}{}}	dutch		vel	vel	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:21	1	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:21:2
Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:25:1	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:25:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:25	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fell@\iventry{fell}{}}	oe		fell	fell	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:25	1	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:25:1
Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:25:2	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:25:2	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:25	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fell@\iventry{fell}{}}	oe		fell	fell	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:25	1	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:25:2
Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:25:3	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:25:3	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:25	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fell@\iventry{fell}{}}	oe		fell	fell	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:25	1	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:25:3
Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:29:1	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:29:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:29	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fell@\iventry{fell}{}}	oe		fell	fell	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:29	1	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:29:1
Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:21:1	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:21:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:21	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fearn@\iventry{fearn}{}}	oe		fearn	fearn	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:21	1	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:21:1
Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25:1	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fearn@\iventry{fearn}{}}	oe		fearn	fearn	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25	1	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25:1
Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25:2	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25:2	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fearn@\iventry{fearn}{}}	oe		fearn	fearn	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25	1	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25:2
Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25:4	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25:4	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fearn@\iventry{fearn}{}}	oe		fearn	fearn	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25	1	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25:4
Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25:3	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25:3	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fern@\iventry{fern}{}}	oe		fern	fern	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25	1	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25:3
Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:29:1	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:29:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:29	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fearn@\iventry{fearn}{}}	oe		fearn	fearn	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:29	1	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:29:1
Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:21:1	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:21:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:21	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!feld@\iventry{feld}{}}	oe		feld	feld	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:21	1	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:21:1
Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:25:1	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:25:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:25	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!feld@\iventry{feld}{}}	oe		feld	feld	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:25	1	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:25:1
Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:25:2	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:25:2	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:25	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!feld@\iventry{feld}{}}	oe		feld	feld	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:25	1	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:25:2
Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:29:1	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:29:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:29	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!feld@\iventry{feld}{}}	oe		feld	feld	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:29	1	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:29:1
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:21:1	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:21:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:21	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!finthana@\iventry{*fínθaną}{}}	pgmc		*fínθaną	finthana	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:21	1	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:21:1
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:22:1	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:22:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:22	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!findan@\iventry{findan}{}}	oe		findan	findan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:22	1	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:22:1
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:22:2	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:22:2	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:22	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fundhano@\iventry{*fúnðanǭ}{}}	pgmc		*fúnðanǭ	fundhano	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:22	1	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:22:2
