source_path	form	language	context_heading	previous_semantic_markup	final_semantic_markup	index_role_if_promoted	reason
Germanic/docs/lexeme_reports/model_entries/2124-meed-meorde.model.md	meord	oe	Reconstruction and comparative evidence	[meord]{.lex lang=oe}	[`meord`]{.iv lang=oe sort=meord role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2124-meed-meorde.model.md	mēd	oe	Reconstruction and comparative evidence	[mēd]{.lex lang=oe}	[`mēd`]{.iv lang=oe sort=med role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2124-meed-meorde.model.md	mēd	oe	Development to Old English	[mēd]{.lex lang=oe}	[`mēd`]{.iv lang=oe sort=med role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2126-milk-meoloc.model.md	meoloc	oe	Old English evidence	[meoloc]{.lex lang=oe}	[`meoloc`]{.iv lang=oe sort=meoloc role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2126-milk-meoloc.model.md	meoloc	oe	Development to Old English	[meoloc]{.lex lang=oe}	[`meoloc`]{.iv lang=oe sort=meoloc role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md	hnecca	oe	Reconstruction and comparative evidence	[hnecca]{.lex lang=oe}	[`hnecca`]{.iv lang=oe sort=hnecca role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md	hnecca	oe	Old English evidence	[hnecca]{.lex lang=oe}	[`hnecca`]{.iv lang=oe sort=hnecca role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md	hnecca	oe	Old English evidence	[hnecca]{.lex lang=oe}	[`hnecca`]{.iv lang=oe sort=hnecca role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2138-net-nett.model.md	nett	oe	Reconstruction and comparative evidence	[nett]{.lex lang=oe}	[`nett`]{.iv lang=oe sort=nett role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2138-net-nett.model.md	nett	oe	Old English evidence	[nett]{.lex lang=oe}	[`nett`]{.iv lang=oe sort=nett role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2138-net-nett.model.md	nett	oe	Development to Old English	[nett]{.lex lang=oe}	[`nett`]{.iv lang=oe sort=nett role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2138-net-nett.model.md	nett	oe	Form note	[nett]{.lex lang=oe}	[`nett`]{.iv lang=oe sort=nett role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md	neaht	oe	Old English evidence	[neaht]{.lex lang=oe}	[`neaht`]{.iv lang=oe sort=neaht role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md	neaht	oe	Development to Old English	[neaht]{.lex lang=oe}	[`neaht`]{.iv lang=oe sort=neaht role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2143-nose-nosu.model.md	nasu	oe	Old English evidence	[nasu]{.lex lang=oe}	[`nasu`]{.iv lang=oe sort=nasu role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2143-nose-nosu.model.md	nasu	oe	Old English evidence	[nasu]{.lex lang=oe}	[`nasu`]{.iv lang=oe sort=nasu role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2143-nose-nosu.model.md	nasu	oe	Development to Old English	[nasu]{.lex lang=oe}	[`nasu`]{.iv lang=oe sort=nasu role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md	rust	oe	Reconstruction and comparative evidence	[rust]{.lex lang=oe}	[`rust`]{.iv lang=oe sort=rust role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md	rūst	oe	Old English evidence	[rūst]{.lex lang=oe}	[`rūst`]{.iv lang=oe sort=rust role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md	rúst	oe	Old English evidence	[rúst]{.lex lang=oe}	[`rúst`]{.iv lang=oe sort=rúst role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md	rust	oe	Old English evidence	[rust]{.lex lang=oe}	[`rust`]{.iv lang=oe sort=rust role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md	rust	oe	Development to Old English	[rust]{.lex lang=oe}	[`rust`]{.iv lang=oe sort=rust role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md	rust	oe	Development to Old English	[rust]{.lex lang=oe}	[`rust`]{.iv lang=oe sort=rust role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md	rust	oe	Development to Old English	[rust]{.lex lang=oe}	[`rust`]{.iv lang=oe sort=rust role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md	sap	oe	Old English evidence	[sap]{.lex lang=oe}	[`sap`]{.iv lang=oe sort=sap role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2181-shilling-sċilling.model.md	scilling	oe	Reconstruction and comparative evidence	[scilling]{.lex lang=oe}	[`scilling`]{.iv lang=oe sort=scilling role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md	schulder	mlg	Reconstruction and comparative evidence	[schulder]{.lex lang=mlg}	[schulder]{.iv lang=mlg sort=schulder role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md	sċuldrum	oe	Development to Old English	[sċuldrum]{.lex lang=oe}	[`sċuldrum`]{.iv lang=oe sort=sculdrum role=target_form}	target_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2184-shove-sċēaf.model.md	sċēaf	oe	Development to Old English	[sċēaf]{.lex lang=oe}	[sċēaf]{.iv lang=oe sort=sceaf role=target_form}	target_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2184-shove-sċēaf.model.md	sċēaf	oe	Paradigm comparison	[sċēaf]{.lex lang=oe}	[`sċēaf`]{.iv lang=oe sort=sceaf role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2184-shove-sċēaf.model.md	sċēaf	oe	Paradigm comparison	[sċēaf]{.lex lang=oe}	[`sċēaf`]{.iv lang=oe sort=sceaf role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2196-sleep-slǣpan.model.md	slæpan	oe	Old English evidence	[slæpan]{.lex lang=oe}	[`slæpan`]{.iv lang=oe sort=slaepan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2196-sleep-slǣpan.model.md	slæpan	oe	Old English evidence	[slæpan]{.lex lang=oe}	[`slæpan`]{.iv lang=oe sort=slaepan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2196-sleep-slǣpan.model.md	slāpan	oe	Old English evidence	[slāpan]{.lex lang=oe}	[`slāpan`]{.iv lang=oe sort=slapan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2196-sleep-slǣpan.model.md	slæpan	oe	Development to Old English	[slæpan]{.lex lang=oe}	[`slæpan`]{.iv lang=oe sort=slaepan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2196-sleep-slǣpan.model.md	slāpan	oe	Development to Old English	[slāpan]{.lex lang=oe}	[`slāpan`]{.iv lang=oe sort=slapan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2196-sleep-slǣpan.model.md	slēpan	oe	Development to Old English	[slēpan]{.lex lang=oe}	[`slēpan`]{.iv lang=oe sort=slepan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2196-sleep-slǣpan.model.md	slǣpan	oe	Development to Old English	[slǣpan]{.lex lang=oe}	[`slǣpan`]{.iv lang=oe sort=slaepan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md	smierwan	oe	Reconstruction and comparative evidence	[smierwan]{.lex lang=oe}	[`smierwan`]{.iv lang=oe sort=smierwan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md	smirwan	oe	Reconstruction and comparative evidence	[smirwan]{.lex lang=oe}	[`smirwan`]{.iv lang=oe sort=smirwan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md	smierwan	oe	Old English evidence	[smierwan]{.lex lang=oe}	[`smierwan`]{.iv lang=oe sort=smierwan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md	smirwan	oe	Old English evidence	[smirwan]{.lex lang=oe}	[`smirwan`]{.iv lang=oe sort=smirwan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md	smierwan	oe	Development to Old English	[smierwan]{.lex lang=oe}	[`smierwan`]{.iv lang=oe sort=smierwan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md	smirwan	oe	Development to Old English	[smirwan]{.lex lang=oe}	[`smirwan`]{.iv lang=oe sort=smirwan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md	smierwan	oe	Dialect note	[smierwan]{.lex lang=oe}	[`smierwan`]{.iv lang=oe sort=smierwan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md	smirwan	oe	Dialect note	[smirwan]{.lex lang=oe}	[`smirwan`]{.iv lang=oe sort=smirwan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2202-span-spannan.model.md	spannan	oe	Reconstruction and comparative evidence	[spannan]{.lex lang=oe}	[`spannan`]{.iv lang=oe sort=spannan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2202-span-spannan.model.md	spannan	oe	Old English evidence	[spannan]{.lex lang=oe}	[`spannan`]{.iv lang=oe sort=spannan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2202-span-spannan.model.md	spannan	oe	Development to Old English	[spannan]{.lex lang=oe}	[`spannan`]{.iv lang=oe sort=spannan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2202-span-spannan.model.md	spannan	oe	Form note	[spannan]{.lex lang=oe}	[`spannan`]{.iv lang=oe sort=spannan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2204-spar-spearra.model.md	sparro	oe	Reconstruction and comparative evidence	[sparro]{.lex lang=oe}			legacy .lex removed or rewritten in revised prose
Germanic/docs/lexeme_reports/model_entries/2204-spar-spearra.model.md	spearra	oe	Old English evidence	[spearra]{.lex lang=oe}	[`spearra`]{.iv lang=oe sort=spearra role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2204-spar-spearra.model.md	spearra	oe	Development to Old English	[spearra]{.lex lang=oe}	[`spearra`]{.iv lang=oe sort=spearra role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2204-spar-spearra.model.md	spearra	oe	Form note	[spearra]{.lex lang=oe}	[`spearra`]{.iv lang=oe sort=spearra role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2212-staff-stæf.model.md	stefe	oe	Development to Old English	[stefe]{.lex lang=oe}	[`stefe`]{.iv lang=oe sort=stefe role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2216-stem-stefn.model.md	stefn	oe	Reconstruction and comparative evidence	[stefn]{.lex lang=oe}	[stefn]{.lex lang=oe}		retained as lexical typography only (non-index)
Germanic/docs/lexeme_reports/model_entries/2216-stem-stefn.model.md	stemn	oe	Reconstruction and comparative evidence	[stemn]{.lex lang=oe}	[stemn]{.lex lang=oe}		retained as lexical typography only (non-index)
Germanic/docs/lexeme_reports/model_entries/2216-stem-stefn.model.md	stefn	oe	Old English evidence	[stefn]{.lex lang=oe}	[`stefn`]{.iv lang=oe sort=stefn role=target_form}	target_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2216-stem-stefn.model.md	stemn	oe	Old English evidence	[stemn]{.lex lang=oe}	[stemn]{.lex lang=oe}		retained as lexical typography only (non-index)
Germanic/docs/lexeme_reports/model_entries/2216-stem-stefn.model.md	stefn	oe	Old English evidence	[stefn]{.lex lang=oe}	[stefn]{.lex lang=oe}		retained as lexical typography only (non-index)
Germanic/docs/lexeme_reports/model_entries/2216-stem-stefn.model.md	stemn	oe	Old English evidence	[stemn]{.lex lang=oe}	[stemn]{.lex lang=oe}		retained as lexical typography only (non-index)
Germanic/docs/lexeme_reports/model_entries/2216-stem-stefn.model.md	heofon	oe	Development to Old English	[heofon]{.lex lang=oe}	[`heofon`]{.iv lang=oe sort=heofon role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2216-stem-stefn.model.md	stefn	oe	Homonym note	[stefn]{.lex lang=oe}	[stefn]{.lex lang=oe}		retained as lexical typography only (non-index)
Germanic/docs/lexeme_reports/model_entries/2217-still-stillan.model.md	still	oe	Reconstruction and comparative evidence	[still]{.lex lang=oe}	[`still`]{.iv lang=oe sort=still role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2217-still-stillan.model.md	stille	oe	Old English evidence	[stille]{.lex lang=oe}	[`stille`]{.iv lang=oe sort=stille role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2217-still-stillan.model.md	stille	oe	Form note	[stille]{.lex lang=oe}	[`stille`]{.iv lang=oe sort=stille role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md	strēzan	oe	Reconstruction and comparative evidence	[strēzan]{.lex lang=oe}	[`strēzan`]{.iv lang=oe sort=strezan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md	ciezan	oe	Reconstruction and comparative evidence	[ciezan]{.lex lang=oe}	[`ciezan`]{.iv lang=oe sort=ciezan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md	hīez	oe	Reconstruction and comparative evidence	[hīez]{.lex lang=oe}	[`hīez`]{.iv lang=oe sort=hiez role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md	strēgan	oe	Old English evidence	[strēgan]{.lex lang=oe}	[`strēgan`]{.iv lang=oe sort=stregan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md	streowian	oe	Old English evidence	[streowian]{.lex lang=oe}	[`streowian`]{.iv lang=oe sort=streowian role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md	strewian	oe	Old English evidence	[strewian]{.lex lang=oe}	[`strewian`]{.iv lang=oe sort=strewian role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md	strēawian	oe	Old English evidence	[strēawian]{.lex lang=oe}	[`strēawian`]{.iv lang=oe sort=streawian role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md	strēgan	oe	Development to Old English	[strēgan]{.lex lang=oe}	[`strēgan`]{.iv lang=oe sort=stregan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md	streowian	oe	Development to Old English	[streowian]{.lex lang=oe}	[`streowian`]{.iv lang=oe sort=streowian role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md	strewian	oe	Development to Old English	[strewian]{.lex lang=oe}	[`strewian`]{.iv lang=oe sort=strewian role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md	strēawian	oe	Development to Old English	[strēawian]{.lex lang=oe}	[`strēawian`]{.iv lang=oe sort=streawian role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	sumer	oe	Old English evidence	[sumer]{.lex lang=oe}	[`sumer`]{.iv lang=oe sort=sumer role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	sumera	oe	Old English evidence	[sumera]{.lex lang=oe}	[`sumera`]{.iv lang=oe sort=sumera role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	sumere	oe	Old English evidence	[sumere]{.lex lang=oe}	[`sumere`]{.iv lang=oe sort=sumere role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	sumeres	oe	Old English evidence	[sumeres]{.lex lang=oe}	[`sumeres`]{.iv lang=oe sort=sumeres role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	sumeres	oe	Old English evidence	[sumeres]{.lex lang=oe}	[`sumeres`]{.iv lang=oe sort=sumeres role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	sumor	oe	Old English evidence	[sumor]{.lex lang=oe}	[`sumor`]{.iv lang=oe sort=sumor role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	sumor	oe	Old English evidence	[sumor]{.lex lang=oe}	[`sumor`]{.iv lang=oe sort=sumor role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	sumer	oe	Development to Old English	[sumer]{.lex lang=oe}	[`sumer`]{.iv lang=oe sort=sumer role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	sumor	oe	Development to Old English	[sumor]{.lex lang=oe}	[`sumor`]{.iv lang=oe sort=sumor role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	sumer	oe	Form note	[sumer]{.lex lang=oe}	[`sumer`]{.iv lang=oe sort=sumer role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	sumere	oe	Form note	[sumere]{.lex lang=oe}	[`sumere`]{.iv lang=oe sort=sumere role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	sumeres	oe	Form note	[sumeres]{.lex lang=oe}	[`sumeres`]{.iv lang=oe sort=sumeres role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	sumor	oe	Form note	[sumor]{.lex lang=oe}	[`sumor`]{.iv lang=oe sort=sumor role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	sumor	oe	Form note	[sumor]{.lex lang=oe}	[`sumor`]{.iv lang=oe sort=sumor role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md	sundor	oe	Reconstruction and comparative evidence	[sundor]{.lex lang=oe}	[`sundor`]{.iv lang=oe sort=sundor role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md	syndrian	oe	Reconstruction and comparative evidence	[syndrian]{.lex lang=oe}	[`syndrian`]{.iv lang=oe sort=syndrian role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md	gesundrian	oe	Reconstruction and comparative evidence	[gesundrian]{.lex lang=oe}	[`gesundrian`]{.iv lang=oe sort=gesundrian role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md	sondern	german	Reconstruction and comparative evidence	[sondern]{.lex lang=german}	[`sondern`]{.iv lang=german sort=sondern role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md	syndrian	oe	Development to Old English	[syndrian]{.lex lang=oe}	[`syndrian`]{.iv lang=oe sort=syndrian role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md	sundor	oe	Form note	[sundor]{.lex lang=oe}	[`sundor`]{.iv lang=oe sort=sundor role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md	syndrian	oe	Form note	[syndrian]{.lex lang=oe}	[`syndrian`]{.iv lang=oe sort=syndrian role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md	swalwe	oe	Reconstruction and comparative evidence	[swalwe]{.lex lang=oe}	[`swalwe`]{.iv lang=oe sort=swalwe role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md	swealwe	oe	Reconstruction and comparative evidence	[swealwe]{.lex lang=oe}	[`swealwe`]{.iv lang=oe sort=swealwe role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2238-swine-swīn.model.md	swīn	oe	Development to Old English	[swīn]{.lex lang=oe}	[`swīn`]{.iv lang=oe sort=swin role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md	botm	oe	Development to Old English	[botm]{.lex lang=oe}	[`botm`]{.iv lang=oe sort=botm role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md	tacn	oe	Development to Old English	[tacn]{.lex lang=oe}	[`tacn`]{.iv lang=oe sort=tacn role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md	wépn	oe	Development to Old English	[wépn]{.lex lang=oe}	[`wépn`]{.iv lang=oe sort=wépn role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2266-wade-wadan.model.md	wadan	oe	Reconstruction and comparative evidence	[wadan]{.lex lang=oe}	[`wadan`]{.iv lang=oe sort=wadan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2266-wade-wadan.model.md	wadan	oe	Old English evidence	[wadan]{.lex lang=oe}	[`wadan`]{.iv lang=oe sort=wadan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2266-wade-wadan.model.md	wadan	oe	Development to Old English	[wadan]{.lex lang=oe}	[`wadan`]{.iv lang=oe sort=wadan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	wasp	oe	Reconstruction and comparative evidence	[wasp]{.lex lang=oe}	[`wasp`]{.iv lang=oe sort=wasp role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md	wætera	oe	Old English evidence	[wætera]{.lex lang=oe}	[`wætera`]{.iv lang=oe sort=waetera role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md	wætere	oe	Old English evidence	[wætere]{.lex lang=oe}	[`wætere`]{.iv lang=oe sort=waetere role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md	wæteres	oe	Old English evidence	[wæteres]{.lex lang=oe}	[`wæteres`]{.iv lang=oe sort=waeteres role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md	wæterum	oe	Old English evidence	[wæterum]{.lex lang=oe}	[`wæterum`]{.iv lang=oe sort=waeterum role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md	hwæl	oe	Development to Old English	[hwæl]{.lex lang=oe}	[`hwæl`]{.iv lang=oe sort=hwael role=target_form}	target_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2293-will-willa.model.md	willan	oe	Old English evidence	[willan]{.lex lang=oe}	[`willan`]{.iv lang=oe sort=willan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2293-will-willa.model.md	willa	oe	Development to Old English	[willa]{.lex lang=oe}	[`willa`]{.iv lang=oe sort=willa role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2293-will-willa.model.md	willan	oe	Lexical note	[willan]{.lex lang=oe}	[`willan`]{.iv lang=oe sort=willan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2294-wind-windan.model.md	windan	oe	Old English evidence	[windan]{.lex lang=oe}	[`windan`]{.iv lang=oe sort=windan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
