occurrence_id	disposition	emission_id	index_command	exclusion_reason	language	variety	form	display	sort_key	form_role	source_scope	source_ref
Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md:34:1	emit	Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md:34:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!bodan@\iventry{bodan}{}}		oe		bodan	bodan	bodan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md:34
Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md:34:2	emit	Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md:34:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!botm@\iventry{botm}{}}		oe		botm	botm	botm	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md:34
Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md:41:1	emit	Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md:41:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!botm@\iventry{botm}{}}		oe		botm	botm	botm	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md:41
Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:21:1	emit	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:21:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!brandaz@\iventry{*brándaz}{}}		pgmc		brándaz	*brándaz	brandaz	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:21
Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:22:1	emit	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:22:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!brand@\iventry{brand}{}}		oe		brand	brand	brand	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:22
Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:23:1	emit	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:23:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!brandas@\iventry{*brándas}{}}		pgmc		brándas	*brándas	brandas	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:23
Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:31:1	emit	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:31:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!brand@\iventry{brand}{}}		oe		brand	brand	brand	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:31
Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:33:1	emit	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:33:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!brandas@\iventry{brandas}{}}		oe		brandas	brandas	brandas	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:33
Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:33:2	emit	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:33:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!branda@\iventry{branda}{}}		oe		branda	branda	branda	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:33
Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:33:3	emit	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:33:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!brandum@\iventry{brandum}{}}		oe		brandum	brandum	brandum	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:33
Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:35:1	emit	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:35:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!brandes@\iventry{brandes}{}}		oe		brandes	brandes	brandes	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:35
Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:41:1	emit	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:41:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!brandas@\iventry{*brándas}{}}		pgmc		brándas	*brándas	brandas	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:41
Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:42:1	emit	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:42:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!brandes@\iventry{brandes}{}}		oe		brandes	brandes	brandes	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:42
Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:44:1	emit	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:44:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!brand@\iventry{brand}{}}		oe		brand	brand	brand	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:44
Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:57:1	emit	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:57:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!brandaz@\iventry{*brándaz}{}}		pgmc		*brándaz	*brándaz	brandaz	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:57
Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:57:2	emit	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:57:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!brand@\iventry{brand}{}}		oe		brand	brand	brand	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:57
Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:57:3	emit	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:57:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!brand@\iventry{brand}{}}		oe		brand	brand	brand	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:57
Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:58:1	emit	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:58:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!brandas@\iventry{*brándas}{}}		pgmc		*brándas	*brándas	brandas	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:58
Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:58:2	emit	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:58:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!brandes@\iventry{brandes}{}}		oe		brandes	brandes	brandes	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:58
Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:58:3	emit	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:58:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!brandes@\iventry{brandes}{}}		oe		brandes	brandes	brandes	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:58
Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:61:1	emit	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:61:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!brandes@\iventry{brandes}{}}		oe		brandes	brandes	brandes	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:61
Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:61:2	emit	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:61:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!brand@\iventry{brand}{}}		oe		brand	brand	brand	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:61
Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:22:1	emit	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:22:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!brust@\iventry{*brust-}{}}		pgmc		*brust-	*brust-	brust	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:22
Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:22:2	emit	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:22:2	\index[iv]{11goth@\ivlangheader{Gothic}{}!brusts@\iventry{brusts}{}}		goth		brusts	brusts	brusts	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:22
Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:23:1	emit	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:23:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!breost@\iventry{brēost}{}}		oe		brēost	brēost	breost	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:23
Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:23:2	emit	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:23:2	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!breusta@\iventry{*breusta-}{}}		pgmc		*breusta-	*breusta-	breusta	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:23
Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:24:1	emit	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:24:1	\index[iv]{08on@\ivlangheader{Old Norse}{}!brjost@\iventry{brjóst}{}}		on		brjóst	brjóst	brjost	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:24
Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:24:2	emit	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:24:2	\index[iv]{12os@\ivlangheader{Old Saxon}{}!briost@\iventry{briost}{}}		os		briost	briost	briost	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:24
Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:27:1	emit	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:27:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!breusta@\iventry{*bréustą}{}}		pgmc		bréustą	*bréustą	breusta	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:27
Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:28:1	emit	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:28:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!brustz@\iventry{*brústz}{}}		pgmc		brústz	*brústz	brustz	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:28
Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:34:1	emit	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:34:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!breost@\iventry{brēost}{}}		oe		brēost	brēost	breost	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:34
Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:34:2	emit	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:34:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!breost@\iventry{breóst}{}}		oe		breóst	breóst	breost	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:34
Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:40:1	emit	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:40:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!breost@\iventry{brēost}{}}		oe		brēost	brēost	breost	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:40
Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:44:1	emit	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:44:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!breusta@\iventry{*bréustą}{}}		pgmc		bréustą	*bréustą	breusta	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:44
Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:44:2	emit	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:44:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!breost@\iventry{brēost}{}}		oe		brēost	brēost	breost	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:44
Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:58:1	emit	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:58:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!brustz@\iventry{*brústz}{}}		pgmc		*brústz	*brústz	brustz	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:58
Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:59:1	emit	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:59:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!breusta@\iventry{*bréustą}{}}		pgmc		*bréustą	*bréustą	breusta	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:59
Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:59:2	emit	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:59:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!breost@\iventry{brēost}{}}		oe		brēost	brēost	breost	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:59
Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:61:1	emit	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:61:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!breost@\iventry{brēost}{}}		oe		brēost	brēost	breost	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:61
Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:62:1	emit	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:62:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!breusta@\iventry{*breusta-}{}}		pgmc		*breusta-	*breusta-	breusta	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:62
Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:62:2	emit	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:62:2	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!brust@\iventry{*brust-}{}}		pgmc		*brust-	*brust-	brust	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:62
Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:22:1	emit	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:22:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!dile@\iventry{dile}{}}		oe		dile	dile	dile	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:22
Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:22:2	emit	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:22:2	\index[iv]{12os@\ivlangheader{Old Saxon}{}!dilli@\iventry{dilli}{}}		os		dilli	dilli	dilli	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:22
Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:23:1	emit	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:23:1	\index[iv]{09ohg@\ivlangheader{Old High German}{}!tilli@\iventry{tilli}{}}		ohg		tilli	tilli	tilli	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:23
Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:24:1	emit	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:24:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!deliz@\iventry{*déliz}{}}		pgmc		déliz	*déliz	deliz	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:24
Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:25:1	emit	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:25:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!deljaz@\iventry{*déljaz}{}}		pgmc		déljaz	*déljaz	deljaz	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:25
Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:35:1	emit	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:35:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!dile@\iventry{dile}{}}		oe		dile	dile	dile	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:35
Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:36:1	emit	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:36:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!dili@\iventry{dili}{}}		oe		dili	dili	dili	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:36
Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:41:1	emit	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:41:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!dile@\iventry{dile}{}}		oe		dile	dile	dile	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:41
Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:41:2	emit	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:41:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!dill@\iventry{dill}{}}		oe		dill	dill	dill	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:41
Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:45:1	emit	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:45:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!deliz@\iventry{*déliz}{}}		pgmc		déliz	*déliz	deliz	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:45
Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:46:1	emit	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:46:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!dile@\iventry{dile}{}}		oe		dile	dile	dile	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:46
Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:59:1	emit	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:59:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!deljaz@\iventry{*déljaz}{}}		pgmc		*déljaz	*déljaz	deljaz	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:59
Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:59:2	emit	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:59:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!dill@\iventry{dill}{}}		oe		dill	dill	dill	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:59
Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:60:1	emit	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:60:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!deliz@\iventry{*déliz}{}}		pgmc		*déliz	*déliz	deliz	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:60
Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:60:2	suppress			regular_output_default_exclusion	oe		dile	dile	dile	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:60
Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:60:3	emit	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:60:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!dile@\iventry{dile}{}}		oe		dile	dile	dile	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:60
Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:62:1	emit	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:62:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!dile@\iventry{dile}{}}		oe		dile	dile	dile	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:62
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:21:1	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:21:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fastu@\iventry{*fastu-}{}}		pgmc		*fastu-	*fastu-	fastu	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:21
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:22:1	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:22:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fasten@\iventry{*fasten-}{}}		pgmc		*fasten-	*fasten-	fasten	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:22
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:27:1	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:27:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fastijana@\iventry{*fástijaną}{}}		pgmc		fástijaną	*fástijaną	fastijana	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:27
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:28:1	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:28:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fastena@\iventry{*fastēną}{}}		pgmc		fastēną	*fastēną	fastena	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:28
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:33:1	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:33:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!festan@\iventry{festan}{}}		oe		festan	festan	festan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:33
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34:1	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!faestan@\iventry{fæstan}{}}		oe		fæstan	fæstan	faestan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34:2	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!faestan@\iventry{fǣstan}{}}		oe		fǣstan	fǣstan	faestan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34:3	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!festan@\iventry{festan}{}}		oe		festan	festan	festan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:39:1	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:39:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!faest@\iventry{fæst}{}}		oe		fæst	fæst	faest	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:39
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:39:2	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:39:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!festan@\iventry{festan}{}}		oe		festan	festan	festan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:39
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:44:1	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:44:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fastijana@\iventry{*fástijaną}{}}		pgmc		fástijaną	*fástijaną	fastijana	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:44
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:45:1	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:45:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!festan@\iventry{festan}{}}		oe		festan	festan	festan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:45
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:48:1	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:48:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!festan@\iventry{festan}{}}		oe		festan	festan	festan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:48
