language	form	display	sort_key	form_role	source_scope	source_ref	origin	status
oe	græf	græf	graef	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2046-grave-grafan.model.md:33	broad_prose_curated	override
oe	græfð	græfð	graefd	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2046-grave-grafan.model.md:33	broad_prose_curated	override
oe	græfen	græfen	graefen	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2046-grave-grafan.model.md:33	broad_prose_curated	override
oe	grafan	grafan	grafan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2046-grave-grafan.model.md:21	Germanic/docs/lexeme_reports/model_entries/2046-grave-grafan.model.md	auto
oe	grafan	grafan	grafan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2046-grave-grafan.model.md:25	Germanic/docs/lexeme_reports/model_entries/2046-grave-grafan.model.md	auto
oe	grafan	grafan	grafan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2046-grave-grafan.model.md:29	Germanic/docs/lexeme_reports/model_entries/2046-grave-grafan.model.md	auto
oe	grafan	grafan	grafan	target_form	lexical_heading	grave — OE grafan	manifest	auto
oe	habban	habban	habban	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:22	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md	auto
oe	habban	habban	habban	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:34	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md	auto
oe	habban	habban	habban	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:41	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md	auto
oe	habban	habban	habban	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:46	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md	auto
oe	habban	habban	habban	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:50	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md	auto
oe	habban	habban	habban	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:61	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md	auto
oe	hæfed	hæfed	haefed	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:35	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md	auto
oe	hæfed	hæfed	haefed	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:48	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md	auto
oe	hæfeþ	hæfeþ	haefeth	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:37	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md	auto
oe	hæfeþ	hæfeþ	haefeth	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:45	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md	auto
oe	hæfeþ	hæfeþ	haefeth	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:48	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md	auto
oe	hæfeþ	hæfeþ	haefeth	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:62	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md	auto
oe	hæfeþ	hæfeþ	haefeth	target_form	lexical_heading	have — OE hæfeþ	manifest	auto
oe	hæfþ	hæfþ	haefth	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:63	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md	auto
oe	hǣr	hǣr	haer	target_form	lexical_heading	hair — OE hǣr	manifest	auto
oe	haldan	haldan	haldan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md:21	Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md	auto
oe	haldan	haldan	haldan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md:33	Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md	auto
oe	hamer	hamer	hamer	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:22	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md	auto
oe	hamer	hamer	hamer	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:34	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md	auto
oe	hamer	hamer	hamer	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:46	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md	auto
oe	hamer	hamer	hamer	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:57	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md	auto
oe	hameres	hameres	hameres	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:32	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md	auto
oe	hameres	hameres	hameres	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:38	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md	auto
oe	hameres	hameres	hameres	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:43	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md	auto
oe	hameres	hameres	hameres	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:58	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md	auto
oe	hameres	hameres	hameres	target_form	lexical_heading	hammer — OE hameres	manifest	auto
oe	hamor	hamor	hamor	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:22	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md	auto
oe	hamor	hamor	hamor	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:34	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md	auto
oe	hamor	hamor	hamor	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:36	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md	auto
oe	hamor	hamor	hamor	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:46	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md	auto
oe	hamor	hamor	hamor	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:57	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md	auto
oe	hamores	hamores	hamores	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:36	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md	auto
oe	hamores	hamores	hamores	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:59	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md	auto
oe	healdan	healdan	healdan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md:21	Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md	auto
oe	healdan	healdan	healdan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md:29	Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md	auto
oe	healdan	healdan	healdan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md:33	Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md	auto
oe	healdan	healdan	healdan	target_form	lexical_heading	hold — OE healdan	manifest	auto
oe	hefen	hefen	hefen	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:29	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md	auto
oe	hefen	hefen	hefen	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:34	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md	auto
oe	hefen	hefen	hefen	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:46	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md	auto
oe	hefen	hefen	hefen	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:50	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md	auto
oe	hefen	hefen	hefen	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:61	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md	auto
oe	hefzen	hefzen	hefzen	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:35	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md	auto
oe	hefzen	hefzen	hefzen	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:46	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md	auto
oe	hefzen	hefzen	hefzen	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:63	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md	auto
oe	heġġ	heġġ	hegg	target_form	lexical_heading	hedge — OE heġġ	manifest	auto
oe	helm	helm	helm	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2070-helm-helm.model.md:25	Germanic/docs/lexeme_reports/model_entries/2070-helm-helm.model.md	auto
oe	helm	helm	helm	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2070-helm-helm.model.md:29	Germanic/docs/lexeme_reports/model_entries/2070-helm-helm.model.md	auto
oe	helm	helm	helm	target_form	lexical_heading	helm — OE helm	manifest	auto
oe	helma	helma	helma	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2070-helm-helm.model.md:25	Germanic/docs/lexeme_reports/model_entries/2070-helm-helm.model.md	auto
oe	helma	helma	helma	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2070-helm-helm.model.md:33	Germanic/docs/lexeme_reports/model_entries/2070-helm-helm.model.md	auto
oe	help	help	help	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md:21	Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md	auto
oe	help	help	help	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md:33	Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md	auto
oe	helpan	helpan	helpan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md:25	Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md	auto
oe	helpan	helpan	helpan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md:29	Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md	auto
oe	helpan	helpan	helpan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md:33	Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md	auto
oe	helpan	helpan	helpan	target_form	lexical_heading	help — OE helpan	manifest	auto
oe	heofen	heofen	heofen	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:28	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md	auto
oe	heofen	heofen	heofen	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:61	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md	auto
oe	heofon	heofon	heofon	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:27	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md	auto
oe	heofon	heofon	heofon	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:28	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md	auto
oe	heofon	heofon	heofon	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:33	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md	auto
oe	heofon	heofon	heofon	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:38	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md	auto
oe	heofon	heofon	heofon	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:46	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md	auto
oe	heofon	heofon	heofon	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:47	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md	auto
oe	heofon	heofon	heofon	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:51	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md	auto
oe	heofon	heofon	heofon	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:57	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md	auto
oe	heofon	heofon	heofon	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:62	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md	auto
oe	heofon	heofon	heofon	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2216-stem-stefn.model.md:69	Germanic/docs/lexeme_reports/model_entries/2216-stem-stefn.model.md	auto
oe	heofon	heofon	heofon	target_form	lexical_heading	heaven — OE heofon	manifest	auto
oe	here	here	here	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md:26	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md	auto
oe	here	here	here	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md:41	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md	auto
oe	herges	herges	herges	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md:26	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md	auto
oe	herges	herges	herges	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md:41	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md	auto
oe	hierfest	hierfest	hierfest	target_form	lexical_heading	harvest — OE hierfest	manifest	auto
oe	hīez	hīez	hiez	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md:32	Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md	auto
oe	hind	hind	hind	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2075-hind-hind.model.md:25	Germanic/docs/lexeme_reports/model_entries/2075-hind-hind.model.md	auto
oe	hind	hind	hind	target_form	lexical_heading	hind — OE hind	manifest	auto
oe	hladan	hladan	hladan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2088-lade-hladan.model.md:21	Germanic/docs/lexeme_reports/model_entries/2088-lade-hladan.model.md	auto
oe	hladan	hladan	hladan	target_form	table_semantic_auto	Germanic/docs/lexeme_reports/model_entries/2088-lade-hladan.model.md:56	table_semantic_rule	auto
oe	hladan	hladan	hladan	target_form	lexical_heading	lade — OE hladan	manifest	auto
oe	hlæhhan	hlæhhan	hlaehhan	comparison_form	table_semantic_decision	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md:58	table_semantic_decision	override
oe	hleahtor	hleahtor	hleahtor	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md:46	broad_prose_curated	override
oe	hlehhan	hlehhan	hlehhan	comparison_form	table_semantic_decision	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md:58	table_semantic_decision	override
oe	hlid	hlid	hlid	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2100-lid-hlid.model.md:21	Germanic/docs/lexeme_reports/model_entries/2100-lid-hlid.model.md	auto
oe	hlid	hlid	hlid	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2100-lid-hlid.model.md:25	Germanic/docs/lexeme_reports/model_entries/2100-lid-hlid.model.md	auto
oe	hlid	hlid	hlid	target_form	lexical_heading	lid — OE hlid	manifest	auto
oe	hliehhan	hliehhan	hliehhan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md:23	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md	auto
oe	hliehhan	hliehhan	hliehhan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md:33	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md	auto
oe	hliehhan	hliehhan	hliehhan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md:36	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md	auto
oe	hliehhan	hliehhan	hliehhan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md:38	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md	auto
oe	hliehhan	hliehhan	hliehhan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md:44	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md	auto
oe	hliehhan	hliehhan	hliehhan	target_form	table_semantic_auto	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md:57	table_semantic_rule	auto
oe	hliehhan	hliehhan	hliehhan	target_form	lexical_heading	laugh — OE hliehhan	manifest	auto
oe	hlihhan	hlihhan	hlihhan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md:31	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md	auto
oe	hnacca	hnacca	hnacca	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md:57	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md	auto
oe	hnecca	hnecca	hnecca	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md:23	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md	auto
oe	hnecca	hnecca	hnecca	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md:33	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md	auto
oe	hnecca	hnecca	hnecca	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md:34	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md	auto
oe	hnecca	hnecca	hnecca	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md:44	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md	auto
oe	hnecca	hnecca	hnecca	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md:58	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md	auto
oe	hnecca	hnecca	hnecca	target_form	lexical_heading	neck — OE hnecca	manifest	auto
oe	horn	horn	horn	target_form	lexical_heading	horn — OE horn	manifest	auto
oe	hrefn	hrefn	hrefn	evidence_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:36	broad_prose_curated	override
oe	hū	hū	hu	evidence_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:51	broad_prose_curated	override
oe	hunig	hunig	hunig	evidence_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2296-withy-wīþiġ.model.md:27	broad_prose_curated	override
oe	hwæl	hwæl	hwael	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md:36	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md	auto
oe	hwæl	hwæl	hwael	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md:41	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md	auto
oe	hwæl	hwæl	hwael	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md:47	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md	auto
oe	hwæl	hwæl	hwael	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md:59	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md	auto
oe	hwæl	hwæl	hwael	target_form	lexical_heading	whale — OE hwæl	manifest	auto
oe	hwal	hwal	hwal	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md:33	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md	auto
oe	hwalas	hwalas	hwalas	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md:34	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md	auto
oe	hwalas	hwalas	hwalas	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md:39	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md	auto
oe	hwalas	hwalas	hwalas	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md:59	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md	auto
oe	hwinan	hwinan	hwinan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:26	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md	auto
oe	hwinan	hwinan	hwinan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:37	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md	auto
oe	hwinan	hwinan	hwinan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:42	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md	auto
oe	hwinan	hwinan	hwinan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:65	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md	auto
oe	hwīnan	hwīnan	hwinan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:23	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md	auto
oe	hwīnan	hwīnan	hwinan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:41	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md	auto
oe	hwīnan	hwīnan	hwinan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:50	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md	auto
oe	hwīnan	hwīnan	hwinan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:64	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md	auto
oe	hwīnan	hwīnan	hwinan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:65	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md	auto
oe	hwīnan	hwīnan	hwinan	target_form	lexical_heading	whine — OE hwīnan	manifest	auto
oe	hycgan	hycgan	hycgan	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2248-think-þenċan.model.md:33	broad_prose_curated	override
oe	iuguþ	iuguþ	iuguth	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md:35	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md	auto
oe	iuzuð	iuzuð	iuzuth	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md:53	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md	auto
oe	lǣdan	lǣdan	laedan	target_form	lexical_heading	lead — OE lǣdan	manifest	auto
oe	lām	lām	lam	target_form	table_semantic_auto	Germanic/docs/lexeme_reports/model_entries/2109-loam-lām.model.md:53	table_semantic_rule	auto
oe	lām	lām	lam	target_form	lexical_heading	loam — OE lām	manifest	auto
oe	lapian	lapian	lapian	evidence_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:22	broad_prose_curated	override
oe	lappa	lappa	lappa	target_form	table_semantic_auto	Germanic/docs/lexeme_reports/model_entries/2090-lap-lappa.model.md:58	table_semantic_rule	auto
oe	lappa	lappa	lappa	target_form	lexical_heading	lap — OE lappa	manifest	auto
oe	leornian	leornian	leornian	comparison_form	table_semantic_decision	Germanic/docs/lexeme_reports/model_entries/2095-learn-liornian.model.md:59	table_semantic_decision	override
oe	leornian	leornian	leornian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2313-learn-(iptv.2sg)-liorna.model.md:22	Germanic/docs/lexeme_reports/model_entries/2313-learn-(iptv.2sg)-liorna.model.md	auto
oe	leornian	leornian	leornian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2313-learn-(iptv.2sg)-liorna.model.md:38	Germanic/docs/lexeme_reports/model_entries/2313-learn-(iptv.2sg)-liorna.model.md	auto
oe	leornian	leornian	leornian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2313-learn-(iptv.2sg)-liorna.model.md:60	Germanic/docs/lexeme_reports/model_entries/2313-learn-(iptv.2sg)-liorna.model.md	auto
oe	leornian	leornian	leornian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2314-learn-(3sg)-liornaþ.model.md:22	Germanic/docs/lexeme_reports/model_entries/2314-learn-(3sg)-liornaþ.model.md	auto
oe	leornian	leornian	leornian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2314-learn-(3sg)-liornaþ.model.md:35	Germanic/docs/lexeme_reports/model_entries/2314-learn-(3sg)-liornaþ.model.md	auto
