language	form_role	sort_key	occurrence_id	variety
oe	comparison_form	folgian	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:26:2	
oe	comparison_form	folgian	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:30:2	
oe	comparison_form	folgian	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:40:1	
oe	comparison_form	folgian	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:57:1	
oe	comparison_form	folgian	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:68:3	
oe	comparison_form	folgian	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:69:1	
oe	comparison_form	folgian	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:69:2	
oe	comparison_form	folgian	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:73:1	
oe	comparison_form	funden	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:26:1	
oe	comparison_form	funden	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:36:1	
oe	comparison_form	funden	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:39:1	
oe	comparison_form	funden	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:50:1	
oe	comparison_form	funden	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:62:2	
oe	comparison_form	funden	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:62:3	
oe	target_form	fundene	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:29:1	
oe	target_form	fundene	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:34:1	
oe	target_form	fundene	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:40:1	
oe	target_form	fundene	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:46:1	
oe	target_form	fundene	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:51:1	
oe	target_form	fundene	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:63:3	
oe	comparison_form	fylgan	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:21:1	
oe	comparison_form	fylgan	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:26:1	
oe	comparison_form	fylgan	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:34:1	
oe	comparison_form	fylgan	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:42:1	
oe	comparison_form	fylgan	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:70:4	
oe	target_form	fylgan	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:42:3	
oe	target_form	fylgan	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:56:1	
oe	target_form	fylgan	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:70:3	
oe	target_form	fylgan	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:72:1	
oe	comparison_form	fylgean	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:22:2	
oe	comparison_form	fylgean	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:39:1	
oe	comparison_form	fylgean	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:36:1	
oe	comparison_form	fylgean	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:40:2	
oe	comparison_form	fylgean	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:42:2	
oe	comparison_form	fylgian	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:35:1	
oe	comparison_form	fyligan	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:35:2	
oe	comparison_form	fyr	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:32:1	
oe	comparison_form	fyr	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:28:1	
oe	comparison_form	fyr	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:63:3	
oe	target_form	fyre	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:33:1	
oe	target_form	fyre	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:28:2	
oe	target_form	fyre	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:48:1	
oe	target_form	fyre	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:64:1	
oe	target_form	fyre	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:64:2	
oe	target_form	fyrhte	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:32:1	
oe	target_form	fyrhte	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:37:1	
oe	target_form	fyrhte	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:44:1	
oe	target_form	fyrhte	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:62:3	
oe	target_form	fyrhte	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:65:1	
oe	comparison_form	fyrhto	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:33:2	
oe	comparison_form	fyrhto	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61:2	
oe	comparison_form	fyrhto	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61:4	
oe	comparison_form	fyrhtu	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:33:1	
oe	comparison_form	fyrhtu	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61:1	
oe	comparison_form	fyrhtu	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61:3	
oe	comparison_form	galla	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:38:2	angl
oe	comparison_form	galla	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:61:1	angl
oe	comparison_form	galla	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:61:2	angl
oe	comparison_form	gang	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md:21:1	
oe	comparison_form	gang	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md:21:2	
oe	comparison_form	gang	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md:21:3	
oe	comparison_form	gang	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md:25:1	
oe	comparison_form	gang	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md:29:1	
oe	comparison_form	gang	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md:33:1	
oe	target_form	gealla	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:32:1	
oe	target_form	gealla	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:38:1	
oe	target_form	gealla	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:35:1	
oe	target_form	gealla	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:39:1	
oe	target_form	gealla	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:60:3	
oe	comparison_form	geallan	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:33:1	
oe	comparison_form	gearn	Germanic/docs/lexeme_reports/model_entries/2305-yarn-ġearn.model.md:21:1	
oe	comparison_form	gearn	Germanic/docs/lexeme_reports/model_entries/2305-yarn-ġearn.model.md:25:1	
oe	comparison_form	gebann	Germanic/docs/lexeme_reports/model_entries/1936-ban-bannes.model.md:32:1	
oe	comparison_form	gebann	Germanic/docs/lexeme_reports/model_entries/1936-ban-bannes.model.md:22:1	
oe	comparison_form	gebanne	Germanic/docs/lexeme_reports/model_entries/1936-ban-bannes.model.md:33:1	
oe	target_form	geoguth	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md:35:1	
oe	target_form	geoguth	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md:36:1	
oe	target_form	geoguth	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md:40:1	
oe	comparison_form	gesundrian	Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md:23:2	
oe	comparison_form	giefan	Germanic/docs/lexeme_reports/model_entries/2041-give-ġiefan.model.md:21:1	
oe	comparison_form	giefan	Germanic/docs/lexeme_reports/model_entries/2041-give-ġiefan.model.md:33:1	
oe	evidence_form	ginnan	Germanic/docs/lexeme_reports/model_entries/1943-begin-beġinnan.model.md:21:2	
oe	evidence_form	godum	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:258:8	
oe	comparison_form	grafan	Germanic/docs/lexeme_reports/model_entries/2046-grave-grafan.model.md:21:1	
oe	target_form	grafan	Germanic/docs/lexeme_reports/model_entries/2046-grave-grafan.model.md:25:1	
oe	comparison_form	grafan	Germanic/docs/lexeme_reports/model_entries/2046-grave-grafan.model.md:29:1	
oe	comparison_form	habban	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:22:2	
oe	comparison_form	habban	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:34:1	
oe	comparison_form	habban	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:41:1	
oe	comparison_form	habban	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:46:1	
oe	comparison_form	habban	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:50:1	
oe	comparison_form	habban	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:61:2	
oe	comparison_form	habban	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:61:3	
oe	comparison_form	haefed	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:35:1	angl
oe	comparison_form	haefed	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:48:2	
oe	target_form	haefeth	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:37:1	
oe	target_form	haefeth	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:45:2	
oe	target_form	haefeth	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:48:1	
oe	target_form	haefeth	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:62:3	
oe	comparison_form	haefth	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:63:1	
oe	comparison_form	haefth	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md:63:2	
oe	comparison_form	haldan	Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md:21:2	angl
oe	comparison_form	haldan	Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md:33:2	angl
oe	comparison_form	hamer	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:22:2	
oe	comparison_form	hamer	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:34:1	
oe	comparison_form	hamer	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:46:2	
oe	comparison_form	hamer	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:57:2	
oe	comparison_form	hamer	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:57:5	
oe	target_form	hameres	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:32:1	
oe	target_form	hameres	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:38:1	
oe	target_form	hameres	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:43:1	
oe	target_form	hameres	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:58:3	
oe	comparison_form	hamor	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:22:1	
oe	comparison_form	hamor	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:34:2	
oe	comparison_form	hamor	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:36:1	
oe	comparison_form	hamor	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:46:1	
oe	comparison_form	hamor	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:57:3	
oe	comparison_form	hamor	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:57:4	
oe	comparison_form	hamores	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:36:2	
oe	comparison_form	hamores	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:59:1	
oe	comparison_form	hamores	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:59:2	
oe	comparison_form	healdan	Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md:21:1	
oe	comparison_form	healdan	Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md:29:1	
oe	comparison_form	healdan	Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md:33:1	
oe	evidence_form	hefen	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:29:1	
oe	evidence_form	hefen	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:34:1	angl
oe	evidence_form	hefen	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:46:2	
oe	evidence_form	hefen	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:50:1	merc
oe	evidence_form	hefen	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:61:2	
oe	evidence_form	hefen	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:61:3	
oe	evidence_form	hefzen	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:35:1	merc
oe	evidence_form	hefzen	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:46:3	merc
oe	evidence_form	hefzen	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:63:1	
oe	evidence_form	hefzen	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:63:2	
oe	comparison_form	helm	Germanic/docs/lexeme_reports/model_entries/2070-helm-helm.model.md:25:1	
oe	comparison_form	helm	Germanic/docs/lexeme_reports/model_entries/2070-helm-helm.model.md:29:1	
oe	comparison_form	helma	Germanic/docs/lexeme_reports/model_entries/2070-helm-helm.model.md:25:2	
oe	comparison_form	helma	Germanic/docs/lexeme_reports/model_entries/2070-helm-helm.model.md:33:1	
oe	comparison_form	help	Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md:21:1	
oe	comparison_form	help	Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md:33:1	
oe	comparison_form	helpan	Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md:25:1	
oe	comparison_form	helpan	Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md:29:1	
oe	comparison_form	helpan	Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md:33:2	
oe	evidence_form	heofen	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:28:1	
oe	evidence_form	heofen	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:61:4	
oe	evidence_form	heofon	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:27:2	
oe	evidence_form	heofon	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:28:2	
oe	evidence_form	heofon	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:33:1	
oe	evidence_form	heofon	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:38:1	
oe	evidence_form	heofon	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:46:1	
oe	evidence_form	heofon	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:47:1	
oe	evidence_form	heofon	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:51:1	
oe	comparison_form	heofon	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:57:1	
oe	evidence_form	heofon	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:62:2	
oe	evidence_form	heofon	Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md:62:3	
oe	comparison_form	heofon	Germanic/docs/lexeme_reports/model_entries/2216-stem-stefn.model.md:69:1	
oe	evidence_form	heofon	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:602:1	
oe	evidence_form	heofon	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:602:3	
oe	comparison_form	here	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md:26:1	
oe	comparison_form	here	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md:41:2	
oe	comparison_form	herges	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md:26:2	
oe	comparison_form	herges	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md:41:1	
oe	comparison_form	hiez	Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md:32:1	
oe	comparison_form	hind	Germanic/docs/lexeme_reports/model_entries/2075-hind-hind.model.md:25:1	
oe	comparison_form	hladan	Germanic/docs/lexeme_reports/model_entries/2088-lade-hladan.model.md:21:1	
oe	comparison_form	hlid	Germanic/docs/lexeme_reports/model_entries/2100-lid-hlid.model.md:21:1	
oe	comparison_form	hlid	Germanic/docs/lexeme_reports/model_entries/2100-lid-hlid.model.md:25:1	
oe	comparison_form	hliehhan	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md:23:1	
oe	comparison_form	hliehhan	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md:33:1	
oe	comparison_form	hliehhan	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md:36:1	
oe	comparison_form	hliehhan	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md:38:1	
oe	comparison_form	hliehhan	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md:44:1	
oe	comparison_form	hlihhan	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md:31:1	
oe	comparison_form	hnacca	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md:57:2	
oe	comparison_form	hnacca	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md:57:3	
oe	comparison_form	hnecca	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md:23:1	
oe	comparison_form	hnecca	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md:33:1	
oe	comparison_form	hnecca	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md:34:1	
oe	target_form	hnecca	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md:44:1	
oe	target_form	hnecca	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md:58:3	
oe	target_form	hwael	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md:36:1	
oe	target_form	hwael	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md:41:1	
oe	comparison_form	hwael	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md:47:1	
oe	target_form	hwael	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md:59:2	
oe	comparison_form	hwal	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md:33:1	
oe	comparison_form	hwalas	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md:34:1	
oe	comparison_form	hwalas	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md:39:1	
oe	comparison_form	hwalas	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md:59:1	
oe	comparison_form	hwinan	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:26:2	
oe	comparison_form	hwinan	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:37:1	
oe	comparison_form	hwinan	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:42:1	
oe	comparison_form	hwinan	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:65:2	
oe	comparison_form	hwinan	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:65:4	
oe	target_form	hwinan	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:23:1	
oe	target_form	hwinan	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:41:1	
oe	target_form	hwinan	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:50:1	
oe	target_form	hwinan	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:64:3	
oe	target_form	hwinan	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:65:5	
oe	comparison_form	iuguth	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md:35:2	
oe	comparison_form	iuzuth	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md:53:1	
oe	comparison_form	leornian	Germanic/docs/lexeme_reports/model_entries/2313-learn-(iptv.2sg)-liorna.model.md:22:1	
oe	comparison_form	leornian	Germanic/docs/lexeme_reports/model_entries/2313-learn-(iptv.2sg)-liorna.model.md:38:1	
oe	comparison_form	leornian	Germanic/docs/lexeme_reports/model_entries/2313-learn-(iptv.2sg)-liorna.model.md:60:3	
oe	comparison_form	leornian	Germanic/docs/lexeme_reports/model_entries/2313-learn-(iptv.2sg)-liorna.model.md:60:5	
oe	comparison_form	leornian	Germanic/docs/lexeme_reports/model_entries/2314-learn-(3sg)-liornaþ.model.md:22:1	
oe	comparison_form	leornian	Germanic/docs/lexeme_reports/model_entries/2314-learn-(3sg)-liornaþ.model.md:35:1	
oe	comparison_form	leornian	Germanic/docs/lexeme_reports/model_entries/2314-learn-(3sg)-liornaþ.model.md:39:1	
oe	comparison_form	leornian	Germanic/docs/lexeme_reports/model_entries/2314-learn-(3sg)-liornaþ.model.md:67:3	
oe	comparison_form	leornian	Germanic/docs/lexeme_reports/model_entries/2314-learn-(3sg)-liornaþ.model.md:67:5	
oe	comparison_form	libban	Germanic/docs/lexeme_reports/model_entries/2107-live-lifeþ.model.md:22:1	
oe	comparison_form	libban	Germanic/docs/lexeme_reports/model_entries/2107-live-lifeþ.model.md:33:1	
oe	comparison_form	libban	Germanic/docs/lexeme_reports/model_entries/2107-live-lifeþ.model.md:56:2	
oe	comparison_form	libban	Germanic/docs/lexeme_reports/model_entries/2107-live-lifeþ.model.md:56:3	
oe	target_form	licca	Germanic/docs/lexeme_reports/model_entries/2315-lick-(iptv.2sg)-licca.model.md:30:1	
oe	target_form	licca	Germanic/docs/lexeme_reports/model_entries/2315-lick-(iptv.2sg)-licca.model.md:43:3	
oe	comparison_form	licca	Germanic/docs/lexeme_reports/model_entries/2316-lick-(3sg)-liccaþ.model.md:30:3	
oe	comparison_form	licca	Germanic/docs/lexeme_reports/model_entries/2316-lick-(3sg)-liccaþ.model.md:43:3	
oe	comparison_form	liccath	Germanic/docs/lexeme_reports/model_entries/2315-lick-(iptv.2sg)-licca.model.md:30:3	
oe	comparison_form	liccath	Germanic/docs/lexeme_reports/model_entries/2315-lick-(iptv.2sg)-licca.model.md:44:2	
oe	comparison_form	liccath	Germanic/docs/lexeme_reports/model_entries/2315-lick-(iptv.2sg)-licca.model.md:44:3	
oe	target_form	liccath	Germanic/docs/lexeme_reports/model_entries/2316-lick-(3sg)-liccaþ.model.md:30:1	
oe	target_form	liccath	Germanic/docs/lexeme_reports/model_entries/2316-lick-(3sg)-liccaþ.model.md:44:3	
oe	comparison_form	liccian	Germanic/docs/lexeme_reports/model_entries/2315-lick-(iptv.2sg)-licca.model.md:22:1	
oe	comparison_form	liccian	Germanic/docs/lexeme_reports/model_entries/2315-lick-(iptv.2sg)-licca.model.md:30:2	
oe	comparison_form	liccian	Germanic/docs/lexeme_reports/model_entries/2315-lick-(iptv.2sg)-licca.model.md:42:2	
oe	comparison_form	liccian	Germanic/docs/lexeme_reports/model_entries/2315-lick-(iptv.2sg)-licca.model.md:42:3	
oe	comparison_form	liccian	Germanic/docs/lexeme_reports/model_entries/2316-lick-(3sg)-liccaþ.model.md:22:1	
oe	comparison_form	liccian	Germanic/docs/lexeme_reports/model_entries/2316-lick-(3sg)-liccaþ.model.md:30:2	
oe	comparison_form	liccian	Germanic/docs/lexeme_reports/model_entries/2316-lick-(3sg)-liccaþ.model.md:42:2	
oe	comparison_form	liccian	Germanic/docs/lexeme_reports/model_entries/2316-lick-(3sg)-liccaþ.model.md:42:3	
oe	comparison_form	liehtan	Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md:21:1	
oe	comparison_form	liehtan	Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md:33:1	
oe	comparison_form	lifed	Germanic/docs/lexeme_reports/model_entries/2107-live-lifeþ.model.md:24:1	north
oe	comparison_form	lifed	Germanic/docs/lexeme_reports/model_entries/2107-live-lifeþ.model.md:35:1	
oe	comparison_form	lifed	Germanic/docs/lexeme_reports/model_entries/2107-live-lifeþ.model.md:45:2	
oe	comparison_form	lifed	Germanic/docs/lexeme_reports/model_entries/2107-live-lifeþ.model.md:57:3	
oe	comparison_form	lifed	Germanic/docs/lexeme_reports/model_entries/2107-live-lifeþ.model.md:57:4	
oe	target_form	lifeth	Germanic/docs/lexeme_reports/model_entries/2107-live-lifeþ.model.md:36:1	
oe	target_form	lifeth	Germanic/docs/lexeme_reports/model_entries/2107-live-lifeþ.model.md:57:5	
oe	comparison_form	lifian	Germanic/docs/lexeme_reports/model_entries/2107-live-lifeþ.model.md:29:1	
oe	comparison_form	lifian	Germanic/docs/lexeme_reports/model_entries/2107-live-lifeþ.model.md:34:1	
oe	comparison_form	lifian	Germanic/docs/lexeme_reports/model_entries/2107-live-lifeþ.model.md:58:1	
oe	comparison_form	lifian	Germanic/docs/lexeme_reports/model_entries/2107-live-lifeþ.model.md:58:2	
oe	comparison_form	lihtan	Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md:25:1	
oe	comparison_form	lihtan	Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md:33:2	angl
oe	comparison_form	lind	Germanic/docs/lexeme_reports/model_entries/2104-linden-lind.model.md:21:1	
oe	comparison_form	lind	Germanic/docs/lexeme_reports/model_entries/2104-linden-lind.model.md:25:1	
oe	comparison_form	lind	Germanic/docs/lexeme_reports/model_entries/2104-linden-lind.model.md:29:1	
oe	comparison_form	lind	Germanic/docs/lexeme_reports/model_entries/2104-linden-lind.model.md:33:1	
oe	target_form	liorna	Germanic/docs/lexeme_reports/model_entries/2313-learn-(iptv.2sg)-liorna.model.md:37:1	
oe	target_form	liorna	Germanic/docs/lexeme_reports/model_entries/2313-learn-(iptv.2sg)-liorna.model.md:61:3	
oe	comparison_form	liorna	Germanic/docs/lexeme_reports/model_entries/2314-learn-(3sg)-liornaþ.model.md:37:1	
oe	comparison_form	liorna	Germanic/docs/lexeme_reports/model_entries/2314-learn-(3sg)-liornaþ.model.md:69:2	north
oe	comparison_form	liorna	Germanic/docs/lexeme_reports/model_entries/2314-learn-(3sg)-liornaþ.model.md:69:3	north
oe	comparison_form	liornath	Germanic/docs/lexeme_reports/model_entries/2313-learn-(iptv.2sg)-liorna.model.md:62:2	
