audit_id	record_type	entry	layer	file	line	citation_span	broad_keys	appears_in_generated	action_taken	notes
AUDIT01-SCAN-0099	scan_finding	bow / bīeġan	model_entry	Germanic/docs/lexeme_reports/model_entries/1961-bow-bīeġan.model.md	25	[@ClarkHall1960; @BosworthToller1898, 102]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0100	scan_finding	bow / bīeġan	model_entry	Germanic/docs/lexeme_reports/model_entries/1961-bow-bīeġan.model.md	29	[@RingeTaylor2014; @Campbell1959, 80]	RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0101	scan_finding	breast / brēost	model_entry	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md	45	[@Campbell1959]	Campbell1959	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0102	scan_finding	breeches / brēċ	model_entry	Germanic/docs/lexeme_reports/model_entries/1969-breeches-brēċ.model.md	21	[@Kroonen2013]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0103	scan_finding	breeches / brēċ	model_entry	Germanic/docs/lexeme_reports/model_entries/1969-breeches-brēċ.model.md	21	[@RingeTaylor2014]	RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0104	scan_finding	breeches / brēċ	model_entry	Germanic/docs/lexeme_reports/model_entries/1969-breeches-brēċ.model.md	25	[@BrightCassidyRingler1971; @ClarkHall1960, 64]	BrightCassidyRingler1971	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0105	scan_finding	breeches / brēċ	model_entry	Germanic/docs/lexeme_reports/model_entries/1969-breeches-brēċ.model.md	29	[@RingeTaylor2014]	RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0106	scan_finding	calf / ċealf	model_entry	Germanic/docs/lexeme_reports/model_entries/1975-calf-ċealf.model.md	21	[@Kroonen2013; @Orel2003, 248; @RingeTaylor2014, 220]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0107	scan_finding	calf / ċealf	model_entry	Germanic/docs/lexeme_reports/model_entries/1975-calf-ċealf.model.md	25	[@ClarkHall1960; @BosworthToller1898, 131]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0108	scan_finding	calf / ċealf	model_entry	Germanic/docs/lexeme_reports/model_entries/1975-calf-ċealf.model.md	25	[@Campbell1959; @Fulk2018, 193]	Campbell1959	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0109	scan_finding	corn / corn	model_entry	Germanic/docs/lexeme_reports/model_entries/1979-corn-corn.model.md	21	[@Kroonen2013; @Orel2003, 264]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0110	scan_finding	corn / corn	model_entry	Germanic/docs/lexeme_reports/model_entries/1979-corn-corn.model.md	25	[@ClarkHall1960; @BrightCassidyRingler1971, 347; @BosworthToller1898, 144]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0111	scan_finding	deed / dǣd	model_entry	Germanic/docs/lexeme_reports/model_entries/1987-deed-dǣd.model.md	21	[@Orel2003; @RingeTaylor2014]	Orel2003; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0112	scan_finding	deed / dǣd	model_entry	Germanic/docs/lexeme_reports/model_entries/1987-deed-dǣd.model.md	25	[@Campbell1959; @SieversBrunner1965]	Campbell1959; SieversBrunner1965	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0113	scan_finding	deed / dǣd	model_entry	Germanic/docs/lexeme_reports/model_entries/1987-deed-dǣd.model.md	25	[@ClarkHall1960]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0114	scan_finding	deed / dǣd	model_entry	Germanic/docs/lexeme_reports/model_entries/1987-deed-dǣd.model.md	29	[@Campbell1959; @SieversBrunner1965]	Campbell1959; SieversBrunner1965	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0115	scan_finding	dill / dile	model_entry	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md	23	[@Kroonen2013]	Kroonen2013	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0116	scan_finding	dill / dile	model_entry	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md	31	[@Fulk2018]	Fulk2018	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0117	scan_finding	door / dor	model_entry	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md	21	[@Kroonen2013]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0118	scan_finding	door / dor	model_entry	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md	25	[@ClarkHall1960]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0119	scan_finding	door / dor	model_entry	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md	25	[@RingeTaylor2014]	RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0120	scan_finding	door / dor	model_entry	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md	29	[@Kroonen2013; @RingeTaylor2014]	Kroonen2013; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0121	scan_finding	fare / faran	model_entry	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md	21	[@Kroonen2013; @Orel2003, 132]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0122	scan_finding	fare / faran	model_entry	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md	25	[@ClarkHall1960]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0123	scan_finding	fare / faran	model_entry	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md	29	[@Fulk2018]	Fulk2018	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0124	scan_finding	fast / festan	model_entry	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md	23	[@Kroonen2013]	Kroonen2013	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0125	scan_finding	fast / festan	model_entry	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md	26	[@RingeTaylor2014]	RingeTaylor2014	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0126	scan_finding	fast / festan	model_entry	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md	41	[@RingeTaylor2014]	RingeTaylor2014	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0127	scan_finding	fell / fell	model_entry	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md	21	[@Kroonen2013]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0128	scan_finding	fell / fell	model_entry	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md	25	[@ClarkHall1960; @BrightCassidyRingler1971]	ClarkHall1960; BrightCassidyRingler1971	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0129	scan_finding	fern / fearn	model_entry	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md	21	[@Kroonen2013; @Orel2003, 133]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0130	scan_finding	fern / fearn	model_entry	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md	25	[@ClarkHall1960; @BosworthToller1898, 219]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0131	scan_finding	fern / fearn	model_entry	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md	25	[@Kroonen2013]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0132	scan_finding	fern / fearn	model_entry	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md	29	[@Campbell1959; @RingeTaylor2014]	Campbell1959; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0133	scan_finding	fly / flēogan	model_entry	Germanic/docs/lexeme_reports/model_entries/2022-fly-flēogan.model.md	21	[@RingeTaylor2014]	RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0134	scan_finding	fly / flēogan	model_entry	Germanic/docs/lexeme_reports/model_entries/2022-fly-flēogan.model.md	25	[@ClarkHall1960; @BosworthToller1898; @BrightCassidyRingler1971]	ClarkHall1960; BosworthToller1898; BrightCassidyRingler1971	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0135	scan_finding	fly / flēogan	model_entry	Germanic/docs/lexeme_reports/model_entries/2022-fly-flēogan.model.md	29	[@RingeTaylor2014]	RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0136	scan_finding	fly / flēogan	model_entry	Germanic/docs/lexeme_reports/model_entries/2022-fly-flēogan.model.md	33	[@RingeTaylor2014]	RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0137	scan_finding	forlorn / lēosan	model_entry	Germanic/docs/lexeme_reports/model_entries/2028-forlorn-lēosan.model.md	21	[@Kroonen2013; @Orel2003]	Kroonen2013; Orel2003	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0138	scan_finding	forlorn / lēosan	model_entry	Germanic/docs/lexeme_reports/model_entries/2028-forlorn-lēosan.model.md	25	[@RingeTaylor2014; @ClarkHall1960; @BosworthToller1898]	RingeTaylor2014; ClarkHall1960; BosworthToller1898	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0139	scan_finding	forlorn / lēosan	model_entry	Germanic/docs/lexeme_reports/model_entries/2028-forlorn-lēosan.model.md	29	[@RingeTaylor2014]	RingeTaylor2014	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0140	scan_finding	forlorn / lēosan	model_entry	Germanic/docs/lexeme_reports/model_entries/2028-forlorn-lēosan.model.md	33	[@RingeTaylor2014]	RingeTaylor2014	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0141	scan_finding	fright / fyrhte	model_entry	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md	27	[@RingeTaylor2014]	RingeTaylor2014	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0142	scan_finding	fright / fyrhte	model_entry	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md	35	[@BosworthToller1898]	BosworthToller1898	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0143	scan_finding	fright / fyrhte	model_entry	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md	36	[@ClarkHall1960]	ClarkHall1960	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0144	scan_finding	fright / fyrhte	model_entry	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md	46	[@Campbell1959]	Campbell1959	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0145	scan_finding	gall / ġealla	model_entry	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md	38	[@Campbell1959]	Campbell1959	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0146	scan_finding	gall / ġealla	model_entry	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md	45	[@Campbell1959]	Campbell1959	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0147	scan_finding	gang / gang	model_entry	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md	21	[@Orel2003]	Orel2003	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0148	scan_finding	gang / gang	model_entry	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md	25	[@ClarkHall1960; @BosworthToller1898, 159; @BrightCassidyRingler1971, 392]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0149	scan_finding	gang / gang	model_entry	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md	29	[@ClarkHall1960; @BosworthToller1898, 159]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0150	scan_finding	give / ġiefan	model_entry	Germanic/docs/lexeme_reports/model_entries/2041-give-ġiefan.model.md	21	[@Kroonen2013]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0151	scan_finding	give / ġiefan	model_entry	Germanic/docs/lexeme_reports/model_entries/2041-give-ġiefan.model.md	21	[@RingeTaylor2014]	RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0152	scan_finding	give / ġiefan	model_entry	Germanic/docs/lexeme_reports/model_entries/2041-give-ġiefan.model.md	25	[@Campbell1959; @ClarkHall1960]	Campbell1959; ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0153	scan_finding	give / ġiefan	model_entry	Germanic/docs/lexeme_reports/model_entries/2041-give-ġiefan.model.md	29	[@RingeTaylor2014]	RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0154	scan_finding	give / ġiefan	model_entry	Germanic/docs/lexeme_reports/model_entries/2041-give-ġiefan.model.md	33	[@Campbell1959; @RingeTaylor2014]	Campbell1959; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0155	scan_finding	gold / gold	model_entry	Germanic/docs/lexeme_reports/model_entries/2043-gold-gold.model.md	21	[@RingeTaylor2014, 42; @Kroonen2013]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0156	scan_finding	gold / gold	model_entry	Germanic/docs/lexeme_reports/model_entries/2043-gold-gold.model.md	33	[@Campbell1959; @RingeTaylor2014, 42]	Campbell1959	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0157	scan_finding	grave / grafan	model_entry	Germanic/docs/lexeme_reports/model_entries/2046-grave-grafan.model.md	21	[@Campbell1959, 61; @RingeTaylor2014]	RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0158	scan_finding	grave / grafan	model_entry	Germanic/docs/lexeme_reports/model_entries/2046-grave-grafan.model.md	25	[@ClarkHall1960]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0159	scan_finding	grave / grafan	model_entry	Germanic/docs/lexeme_reports/model_entries/2046-grave-grafan.model.md	29	[@Campbell1959, 61; @RingeTaylor2014]	RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0160	scan_finding	grave / grafan	model_entry	Germanic/docs/lexeme_reports/model_entries/2046-grave-grafan.model.md	33	[@ClarkHall1960]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0161	scan_finding	guest / ġiest	model_entry	Germanic/docs/lexeme_reports/model_entries/2049-guest-ġiest.model.md	21	[@Campbell1959; @RingeTaylor2014]	Campbell1959; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0162	scan_finding	guest / ġiest	model_entry	Germanic/docs/lexeme_reports/model_entries/2049-guest-ġiest.model.md	25	[@BosworthToller1898; @ClarkHall1960]	BosworthToller1898; ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0163	scan_finding	guest / ġiest	model_entry	Germanic/docs/lexeme_reports/model_entries/2049-guest-ġiest.model.md	29	[@Campbell1959; @RingeTaylor2014]	Campbell1959; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0164	scan_finding	guest / ġiest	model_entry	Germanic/docs/lexeme_reports/model_entries/2049-guest-ġiest.model.md	33	[@RingeTaylor2014; @BosworthToller1898]	RingeTaylor2014; BosworthToller1898	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0165	scan_finding	hair / hǣr	model_entry	Germanic/docs/lexeme_reports/model_entries/2051-hair-hǣr.model.md	21	[@Kroonen2013]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0166	scan_finding	hair / hǣr	model_entry	Germanic/docs/lexeme_reports/model_entries/2051-hair-hǣr.model.md	33	[@Kroonen2013; @ClarkHall1960, 158]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0167	scan_finding	hammer / hameres	model_entry	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md	33	[@BosworthToller1898]	BosworthToller1898	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0168	scan_finding	hammer / hameres	model_entry	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md	35	[@BosworthToller1898; @ClarkHall1960, 160]	BosworthToller1898	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0169	scan_finding	harvest / hierfest	model_entry	Germanic/docs/lexeme_reports/model_entries/2057-harvest-hierfest.model.md	21	[@Bammesberger1997; @RingeTaylor2014]	Bammesberger1997; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0170	scan_finding	harvest / hierfest	model_entry	Germanic/docs/lexeme_reports/model_entries/2057-harvest-hierfest.model.md	25	[@BosworthToller1898; @ClarkHall1960]	BosworthToller1898; ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0171	scan_finding	harvest / hierfest	model_entry	Germanic/docs/lexeme_reports/model_entries/2057-harvest-hierfest.model.md	29	[@RingeTaylor2014; @Campbell1959]	RingeTaylor2014; Campbell1959	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0172	scan_finding	harvest / hierfest	model_entry	Germanic/docs/lexeme_reports/model_entries/2057-harvest-hierfest.model.md	33	[@Bammesberger1997; @RingeTaylor2014]	Bammesberger1997; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0173	scan_finding	have / hæfeþ	model_entry	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md	22	[@Kroonen2013; @RingeTaylor2014, 93]	Kroonen2013	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0174	scan_finding	have / hæfeþ	model_entry	Germanic/docs/lexeme_reports/model_entries/2058-have-hæfeþ.model.md	31	[@Fulk2018]	Fulk2018	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0175	scan_finding	hedge / heġġ	model_entry	Germanic/docs/lexeme_reports/model_entries/2069-hedge-heġġ.model.md	21	[@Campbell1959]	Campbell1959	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0176	scan_finding	hedge / heġġ	model_entry	Germanic/docs/lexeme_reports/model_entries/2069-hedge-heġġ.model.md	25	[@BosworthToller1898; @ClarkHall1960]	BosworthToller1898; ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0177	scan_finding	hedge / heġġ	model_entry	Germanic/docs/lexeme_reports/model_entries/2069-hedge-heġġ.model.md	33	[@BosworthToller1898; @ClarkHall1960]	BosworthToller1898; ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0178	scan_finding	helm / helm	model_entry	Germanic/docs/lexeme_reports/model_entries/2070-helm-helm.model.md	21	[@Kroonen2013]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0179	scan_finding	helm / helm	model_entry	Germanic/docs/lexeme_reports/model_entries/2070-helm-helm.model.md	25	[@ClarkHall1960; @BosworthToller1898, 542]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0180	scan_finding	helm / helm	model_entry	Germanic/docs/lexeme_reports/model_entries/2070-helm-helm.model.md	33	[@Kroonen2013; @ClarkHall1960]	Kroonen2013; ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0181	scan_finding	help / helpan	model_entry	Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md	21	[@BrightCassidyRingler1971]	BrightCassidyRingler1971	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0182	scan_finding	help / helpan	model_entry	Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md	25	[@ClarkHall1960; @BosworthToller1898, 542]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0183	scan_finding	help / helpan	model_entry	Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md	33	[@ClarkHall1960; @BosworthToller1898, 542]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0184	scan_finding	hind / hind	model_entry	Germanic/docs/lexeme_reports/model_entries/2075-hind-hind.model.md	21	[@Kroonen2013]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0185	scan_finding	hind / hind	model_entry	Germanic/docs/lexeme_reports/model_entries/2075-hind-hind.model.md	25	[@ClarkHall1960; @BosworthToller1898, 554]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0186	scan_finding	hind / hind	model_entry	Germanic/docs/lexeme_reports/model_entries/2075-hind-hind.model.md	33	[@ClarkHall1960; @BosworthToller1898, 554]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0187	scan_finding	hold / healdan	model_entry	Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md	21	[@Campbell1959; @RingeTaylor2014]	Campbell1959; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0188	scan_finding	hold / healdan	model_entry	Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md	25	[@BrightCassidyRingler1971]	BrightCassidyRingler1971	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0189	scan_finding	hold / healdan	model_entry	Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md	29	[@Campbell1959; @RingeTaylor2014]	Campbell1959; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0190	scan_finding	hold / healdan	model_entry	Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md	33	[@Campbell1959; @RingeTaylor2014]	Campbell1959; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0191	scan_finding	horn / horn	model_entry	Germanic/docs/lexeme_reports/model_entries/2082-horn-horn.model.md	21	[@Kroonen2013; @Orel2003, 234]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
