manifest_id	entry	class_bucket	source_key	current_status	current_citation_span	surrounding_sentence	source_layer	local_sources_checked	external_or_alternate_sources_checked	search_terms_used	passage_found	page_or_section_verified	action_taken	locator_added	new_status	file_changed	notes
CLMM01-0269	withy / wīþiġ	early_analogy	Orel2003	general_background	[@KlugeSeebold2011; @Orel2003]	The comparative evidence groups the word with Germanic forms of the _\*wīþja_/_ō-_ or _\*wiþ-_ type [@KlugeSeebold2011; @Orel2003]. That material is useful for the cognate set, but it does not by itself explain the Old English suffix of _wīþiġ_.	nonregular_model_entry	docs/references/orel_handbook_germanic_etymology.vision.txt		wīþiġ	no		headword_not_found_after_recheck		headword_not_found_after_recheck	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Direct OCR recheck did not recover an Orel withy entry that safely supports the current sentence.
CLMM01-0273	world / weorold	early_analogy	Orel2003	claim_not_isolated	[@Orel2003; @RingeTaylor2014, 341]	The word is the old compound 'age of men'. Comparative sources preserve two slightly different views of its first element. Orel and the _\*wira-_ tradition keep the older _i_-vocalism, while Ringe and Taylor discuss the lowered form _\*weraldiz_ and its pre-Old-English chain _\*weraldu_ > _\*weruld_ [@Orel2003; @RingeTaylor2014, 341]. Kluge-Seebold preserves both tendencies by giving compound _\*wira-aldō_ beside simplex _\*wera-_ [@KlugeSeebold2011].	nonregular_model_entry	docs/references/orel_handbook_germanic_etymology.vision.txt		weorold index -> p. 462	yes	p. 462 (index-led)	claim_not_isolated		claim_not_isolated	Germanic/docs/assembly/citation_locator_remaining_master.tsv	The Orel world sentence still compresses multiple comparative points into one clause, so a safe locator would require a cleaner split.
CLMM01-0276	youth / ġeoguþ	early_analogy	Kroonen2013	general_background	[@Kroonen2013; @Fulk2018]	The wider etymological tradition reconstructs an earlier form of the word as _\*ju(w)unþi-_ [@Kroonen2013; @Fulk2018]. The selected comparative label _\*júgunθiz_ already stands at a later Germanic stage with _g_, and the chosen input _\*júgunθ_ is later again: it represents the form after final _-i_ has been lost.	nonregular_model_entry	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		ju(w)unbi-; geogoð	yes	p. 276	claim_not_isolated		claim_not_isolated	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Direct recheck recovered Kroonen’s youth entry, but the current sentence still compresses several stage labels into one clause better handled by a rewrite.
CLMM01-0285	ban / bannes	late_analogy	Orel2003	verified_page_candidate	[@Orel2003; @Seebold1970, 89]	Orel cites a bann-noun under _\*bannan_, while Seebold distinguishes bann-stems of both masculine and neuter type and gives Old English _gebann_ as the noun reflex [@Orel2003; @Seebold1970, 89]. The citation reconstruction _\*bánną_ therefore names the lexeme, but the selected input _\*bánnas_ is a specific genitive singular cell.	nonregular_model_entry	docs/references/orel_handbook_germanic_etymology.vision.txt		bannan; bannes	yes	p. 35	locator_added	35	locator_added	Germanic/docs/lexeme_reports/model_entries/1936-ban-bannes.model.md; Germanic/docs/assembly/citation_locator_primary_source_evidence.tsv; Germanic/docs/assembly/citation_locator_remaining_master.tsv	The Orel bann entry supports the noun family clause.
CLMM01-0308	have / hæfeþ	late_analogy	Kroonen2013	general_background	[@Kroonen2013; @RingeTaylor2014, 93]	The verb belongs to the inherited class-III weak paradigm usually cited under _\*xabēną_ and Old English _habban_ [@Kroonen2013; @RingeTaylor2014, 93]. Within that paradigm, however, the infinitive and the singular present indicative do not continue the same stem. Ringe and Taylor distinguish a _-ja-_ stem in the infinitive from a non-geminating -ai- / _-ē-_ stem in the 2sg and 3sg present forms [@RingeTaylor2014, 93].	nonregular_model_entry	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		haben-; habban	yes	p. 197	claim_not_isolated		claim_not_isolated	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Direct recheck recovered Kroonen’s have entry, but the current sentence still mixes dictionary headword evidence with the finite-cell analysis.
CLMM01-0363	shove / sċēaf	late_analogy	Kroonen2013	general_background	[@Kroonen2013]	Kroonen reconstructs the strong verb as _\*skeuban-_ ~ _\*skūban-_ and cites Old English present forms _scēofan_, _scūfan_ [@Kroonen2013]. Ringe and Taylor also show that the English present system belongs to a wider class-II split that is not identical with the preterite grade [@RingeTaylor2014]. The selected input _\*skáub_ is therefore not a spelling variant of the infinitive but the singular preterite cell.	nonregular_model_entry	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		skeuban; skūban; scēofan	yes	p. 444	locator_added	444	locator_added	Germanic/docs/lexeme_reports/model_entries/2184-shove-sċēaf.model.md; Germanic/docs/assembly/citation_locator_primary_source_evidence.tsv; Germanic/docs/assembly/citation_locator_remaining_master.tsv	The Kroonen shove entry supports the strong-verb headword clause.
CLMM01-0367	span / spanne	late_analogy	Orel2003	general_background	[@Orel2003; @Seebold1970, 450]	Orel reconstructs the noun as _\*spannō_, and Seebold likewise gives Old English _spann_ under the same noun family [@Orel2003; @Seebold1970, 450]. The selected input _\*spánnai_ is therefore not a rival headword, but a specific dative singular cell of the feminine ō-stem paradigm [@SieversBrunner1965].	nonregular_model_entry	docs/references/orel_handbook_germanic_etymology.vision.txt		spannō; spann	yes	p. 362	claim_not_isolated		claim_not_isolated	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Direct recheck recovered Orel’s span entry, but the current sentence still bundles lexeme-level and inflectional-cell commentary.
CLMM01-0377	make (3sg) / macaþ	late_analogy	Kroonen2013	general_background	[@Kroonen2013]	Kroonen derives the Old English verb from _\*makōjan-_ on the make-family base _\*maka-_ [@Kroonen2013]. Ringe and Taylor likewise derive Old English _macian_ from PWGmc _\*makon_ through _\*mekojan_ [@RingeTaylor2014, 191].	nonregular_model_entry	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		makōjan; macian	yes	p. 350	locator_added	350	locator_added	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md; Germanic/docs/assembly/citation_locator_primary_source_evidence.tsv; Germanic/docs/assembly/citation_locator_remaining_master.tsv	The Kroonen make entry supports the verb-family clause.
CLMM01-0381	bore (iptv.2sg) / bora	late_analogy	Kroonen2013	verified_page_candidate	[@Kroonen2013]	Kroonen reconstructs the bore-family verb as _\*burojan-_ and cites Old English _borian_ among its continuants [@Kroonen2013]. Ringe and Taylor give the class-II weak imperative singular as -a < _\*-ō_ [@RingeTaylor2014, 314].	nonregular_model_entry	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		burojan; borian	yes	p. 85	locator_added	85	locator_added	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md; Germanic/docs/assembly/citation_locator_primary_source_evidence.tsv; Germanic/docs/assembly/citation_locator_remaining_master.tsv	The Kroonen bore entry supports the imperative-cell comparison.
CLMM01-0385	bore (3sg) / boraþ	late_analogy	Kroonen2013	verified_page_candidate	[@Kroonen2013]	Kroonen reconstructs the bore-family verb as _\*burojan-_ and cites Old English _borian_ among its reflexes [@Kroonen2013]. The selected form isolates the finite 3sg cell _\*búrōθi_ rather than the infinitive.	nonregular_model_entry	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		burojan; borian	yes	p. 85	locator_added	85	locator_added	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md; Germanic/docs/assembly/citation_locator_primary_source_evidence.tsv; Germanic/docs/assembly/citation_locator_remaining_master.tsv	The same Kroonen bore page supports the 3sg finite-cell comparison.
CLMM01-0432	fire / fȳre	known_unmodelled	Kroonen2013	general_background	[@Kroonen2013]	Kroonen places the lexeme in a heteroclitic family _\*fōr_ ~ _\*fun-_ and explains the front-mutated West Germanic forms from an oblique form of the _\*fu(w)eri_ type [@Kroonen2013]. The selected input _\*fūri_ therefore does not function as an arbitrary substitute for the headword: it represents the specific inherited cell that supplies the _i_ needed for i-umlaut.	nonregular_model_entry	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		för; fun; fūri; fire	yes	p. 151	locator_added	151	locator_added	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md; Germanic/docs/assembly/citation_locator_primary_source_evidence.tsv; Germanic/docs/assembly/citation_locator_remaining_master.tsv	The Kroonen fire entry supports the heteroclitic comparator.
CLMM01-0436	tap / tæppa	known_unmodelled	Orel2003	verified_page_candidate	[@Orel2003]	Orel gives the noun under _\*tappòn_ and already connects it with Old English _tæppa_ [@Orel2003]. The selected input is therefore the inherited noun itself; the entry does not depend on a different lexeme-level proto or a different inherited noun cell.	nonregular_model_entry	docs/references/orel_handbook_germanic_etymology.vision.txt		tappōn; tæppa	yes	p. 402	locator_added	402	locator_added	Germanic/docs/lexeme_reports/model_entries/2240-tap-tæppa.model.md; Germanic/docs/assembly/citation_locator_primary_source_evidence.tsv; Germanic/docs/assembly/citation_locator_remaining_master.tsv	The Orel tap entry supports the inherited noun clause.
CLMM01-0437	tap / tæppa	known_unmodelled	Orel2003	verified_page_candidate	[@Orel2003; @ClarkHall1960, 305]	The Old English noun family is well attested. Orel gives _tæppa_, and Clark Hall records _tæppa_ together with derivatives _tæppere_ and _tæppestre_ [@Orel2003; @ClarkHall1960, 305]. The target is therefore a real Old English noun form, not a reconstructed convenience spelling.	nonregular_model_entry	docs/references/orel_handbook_germanic_etymology.vision.txt		tappōn; tæppa	yes	p. 402	locator_added	402	locator_added	Germanic/docs/lexeme_reports/model_entries/2240-tap-tæppa.model.md; Germanic/docs/assembly/citation_locator_primary_source_evidence.tsv; Germanic/docs/assembly/citation_locator_remaining_master.tsv	The same Orel page supports the Old English noun-family note.
CLMM01-0442	rust / rust	unexplained_unmodelled	Orel2003	verified_page_candidate	[@Orel2003]	The comparative dictionaries do not support a single citation reconstruction uniformly. Orel cites _\*rustaz_ sb.m./f. with Old English _rust_ and Old Saxon and Old High German _rost_ [@Orel2003]. The form _\*rústō_ therefore stands here as a competing citation reconstruction rather than as the best-supported inherited headword.	nonregular_model_entry	docs/references/orel_handbook_germanic_etymology.vision.txt		rustaz; rustō; rust	yes	p. 308	locator_added	308	locator_added	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md; Germanic/docs/assembly/citation_locator_primary_source_evidence.tsv; Germanic/docs/assembly/citation_locator_remaining_master.tsv	The Orel rust entry supports the comparative reconstruction clause.
CLMM01-0446	wolf / wulf	unexplained_unmodelled	Kroonen2013	general_background	[@Kroonen2013; @RingeTaylor2014]	The inherited noun is an a-stem: Kroonen gives _\*wulfa-_, and the regular Old English development of that citation form is the same one reflected by Old High German _wolf_ [@Kroonen2013; @RingeTaylor2014]. Campbell accordingly names Old English _wulf_ as an exception to the regular lowering of stressed _u_ before a following non-high vowel [@Campbell1959, §115].	nonregular_model_entry	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		wulfa-; wulf	yes	p. 598	claim_not_isolated		claim_not_isolated	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Direct recheck recovered Kroonen’s wolf entry, but the current sentence still mixes lexeme-level headword evidence with the Campbell exception discussion.
CLMM01-0023	fly / flēogan	regular	BosworthToller1898	retained_broad_general_background	[@BosworthToller1898]	Ringe and Taylor derive the verb as _\*fleugana_ > OE _fléogan_ and elsewhere contrast West Saxon _fléogan_ with Anglian _flégan_, alongside related forms _fléoge_ / _flége_ [@RingeTaylor2014, 189, 324]. The selected input _\*fléuganą_ represents that inherited strong verb in the notation used here. Bosworth-Toller records _flēogan_ as the ordinary Old English strong verb [@BosworthToller1898]. Clark Hall likewise records _flēogan_ [@ClarkHall1960, 106]. Bright gives the familiar paradigm _flēag_, flugon, flogen with present _fleogeð_ [@BrightCassidyRingler1971, 363]. From _\*fléuganą_, Old English diphthong leveling gives _\*flēoganą_; heavy-syllable nasal apocope and weak-tail reduction then yield _flēogan_ [@RingeTaylor2014, 189].	regular_book_prose	docs/references/legacy/anglosaxondictio00tolluoft.txt		fly	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0061	lead / lǣdan	regular	BosworthToller1898	retained_broad_general_background	[@ClarkHall1960, 194; @BosworthToller1898]	Ringe and Taylor derive Old English _lǣdan_ from Proto-Germanic _\*laidijaną_, and Kroonen likewise cites a weak verb of the _\*laidjan-_ type for 'lead' [@RingeTaylor2014, 249; @Kroonen2013, 363]. Clark Hall and Bosworth-Toller both record _lædan_ / _lǣdan_ as the ordinary Old English verb 'to lead, guide, conduct' [@ClarkHall1960, 194; @BosworthToller1898]. The selected form is the ordinary infinitive citation form. From _\*láidijaną_, monophthongization of _\*ai_ first gives a _\*lād-_ stage, and later syncope, i-mutation, weak-tail reduction, and loss of _j_ after a heavy stem yield _lǣdan_ [@RingeTaylor2014, 249].	regular_book_prose	docs/references/legacy/anglosaxondictio00tolluoft.txt		lead	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0067	light / līehtan	regular	BosworthToller1898	retained_broad_general_background	[@ClarkHall1960, 204; @BosworthToller1898]	Fulk gives Proto-Germanic _\*liuxtijanan_ with Old English _līehtan_ 'illuminate', and Ringe and Taylor likewise derive West Saxon _liehtan_ from the same weak-verb formation [@Fulk2018, 81; @RingeTaylor2014, 264]. Clark Hall and Bosworth-Toller preserve the verb family under spellings such as _liehtan_, _lihtan_, and _līhtan_, distinct from the related noun _lēoht_ and adjective _leoht/liht_ [@ClarkHall1960, 204; @BosworthToller1898]. From _\*léuxtijaną_, the regular verbal line preserves _\*xt_, passes through a West Saxon _liehtan_ stage, and is represented here by normalized _līehtan_.	regular_book_prose	docs/references/legacy/anglosaxondictio00tolluoft.txt		light	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0079	coat / rocc	regular	BosworthToller1898	retained_broad_general_background	[@ClarkHall1960, 259; @BosworthToller1898]	Orel cites a masculine _\*rukkaz_ for the garment word, while Kroonen gives _\*hrukka-_. Both treat this as the garment lexeme and not as the separate stone word [@Orel2003, 347; @Kroonen2013, 290]. Clark Hall and Bosworth-Toller record _rocc_ as an over-garment or tunic and preserve compounds such as _bisceoprocc_ and _breóstrocc_ [@ClarkHall1960, 259; @BosworthToller1898]. With _\*rúkkaz_ as the selected input, Northwest Germanic u-lowering and later loss of final _-a_ yield _rocc_ as a regular outcome.	regular_book_prose	docs/references/legacy/anglosaxondictio00tolluoft.txt		coat	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0080	coat / rocc	regular	BosworthToller1898	retained_broad_general_background	[@ClarkHall1960, 259; @BosworthToller1898]	Source note. This entry concerns the garment noun only. The stone word seen in _stānrocc_ belongs to a different lexical history [@ClarkHall1960, 259; @BosworthToller1898].	regular_book_prose	docs/references/legacy/anglosaxondictio00tolluoft.txt		coat	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0096	still / stillan	regular	KlugeSeebold2011	retained_broad_general_background	[@KlugeSeebold2011]	The wider West Germanic family includes adjective _still_ and verb _stillen_ [@KlugeSeebold2011]. The selected input _\*stéllijaną_ represents the verbal j-formation used for the OE row. Clark Hall gives _stillan_ as the verb and separately _stille_ as the adjective [@ClarkHall1960, 292]. As a heavy-stem Class I weak verb, _\*stéllijaną_ undergoes the expected syncope and i-umlaut, and later loss of _j_ after a heavy stem yields _stillan_.	regular_book_prose	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		still	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0097	still / stillan	regular	KlugeSeebold2011	retained_broad_general_background	[@ClarkHall1960, 292; @KlugeSeebold2011]	Form note. The note concerns lexical framing rather than sound law: _stillan_ is the verb represented here, while _stille_ belongs to the related adjectival branch of the family [@ClarkHall1960, 292; @KlugeSeebold2011].	regular_book_prose	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		still	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0103	sunder / sundrian	regular	KlugeSeebold2011	retained_broad_general_background	[@KlugeSeebold2011]	Orel distinguishes three related formations: adverbial _\*sunþraz_ > sundor, Class I verbal _\*sunþrjanan_ > syndrian, and Class II verbal _\*sunþrōjanan_ > sundrian [@Orel2003, 426]. Kluge-Seebold aligns the cognate set with German _sondern_ and OE _gesundrian_, so this entry belongs with the Class II verb, not the adverb [@KlugeSeebold2011]. Clark Hall and Bosworth-Toller keep _sundrian_ and _syndrian_ separate from adverbial _sundor_, and both preserve the prefixed verbal family _ā-sundrian_ [@ClarkHall1960, 296; @BosworthToller1898]. From _\*súndrōjaną_, the Class II weak-verb suffix yields regular OE _-ian_, producing _sundrian_.	regular_book_prose	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		sunder	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0104	sunder / sundrian	regular	BosworthToller1898	retained_broad_general_background	[@ClarkHall1960, 296; @BosworthToller1898]	Orel distinguishes three related formations: adverbial _\*sunþraz_ > sundor, Class I verbal _\*sunþrjanan_ > syndrian, and Class II verbal _\*sunþrōjanan_ > sundrian [@Orel2003, 426]. Kluge-Seebold aligns the cognate set with German _sondern_ and OE _gesundrian_, so this entry belongs with the Class II verb, not the adverb [@KlugeSeebold2011]. Clark Hall and Bosworth-Toller keep _sundrian_ and _syndrian_ separate from adverbial _sundor_, and both preserve the prefixed verbal family _ā-sundrian_ [@ClarkHall1960, 296; @BosworthToller1898]. From _\*súndrōjaną_, the Class II weak-verb suffix yields regular OE _-ian_, producing _sundrian_.	regular_book_prose	docs/references/legacy/anglosaxondictio00tolluoft.txt		sunder	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0109	think / þenċan	regular	BosworthToller1898	retained_broad_general_background	[@BosworthToller1898]	Kroonen gives the verb as _\*þankjan-_ 'to think', and Ringe and Taylor cite fully inflected _\*þankijaną_ beside OE _þenċan_ [@Kroonen2013; @RingeTaylor2014]. The noun _\*þankaz_ belongs only to the wider derivational background. Bosworth-Toller preserves the verb under _þencan_/_geþencan_, and the citation form here is the ordinary infinitive _þenċan_ [@BosworthToller1898]. From _\*θánkijaną_, palatalization before _\*j_ and i-umlaut produce _þenċan_. Campbell's assibilation discussion uses the same verb _þencan_; the class-III relic _hycgan_ is a different lexeme [@Campbell1959, §438; @Hogg1992, §3.4.2.4].	regular_book_prose	docs/references/legacy/anglosaxondictio00tolluoft.txt		think	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0135	will / willa	regular	KlugeSeebold2011	retained_broad_general_background	[@Kroonen2013, 618; @Orel2003, 492; @KlugeSeebold2011]	Kroonen separates noun _\*weljan-_ 2 'will, wish' from verb _\*weljan-_ 1 'to want', while Orel and Kluge represent the noun as _\*weljōn_ [@Kroonen2013, 618; @Orel2003, 492; @KlugeSeebold2011]. The selected derivational form _\*wéljô_ is the noun-side input used for this row. Clark Hall lemmatizes noun _willa m._ separately from verb _willan_ [@ClarkHall1960, 368]. From _\*wéljô_, j-gemination yields a heavy stem, i-umlaut gives _will-_, and later shortening plus j-loss produce _willa_. The selected form is the noun _willa_ 'will, wish'. Related verb _willan_ belongs to a separate lexeme and should not be substituted for the noun row [@Kroonen2013, 618; @ClarkHall1960, 368].	regular_book_prose	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		will	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0147	yarn / ġearn	regular	BosworthToller1898	retained_broad_general_background	[@ClarkHall1960, 145; @BosworthToller1898]	Kroonen cites the noun as _\*garna-_, and Ringe and Taylor give the early chain _\*garna_ > _\*geern_ > _\*gearn_ > OE _gearn_ [@Kroonen2013, 209; @RingeTaylor2014, 220]. Clark Hall records _gearn (e) n._ 'yarn, spun wool', and Bosworth-Toller glosses _gearn_ as _filatum_ [@ClarkHall1960, 145; @BosworthToller1898]. From _\*gárną_, brightening and breaking before _rn_ yield _gearn_; palatalization of initial _g_ before the resulting front-vocalic sequence gives normalized _ġearn_.	regular_book_prose	docs/references/legacy/anglosaxondictio00tolluoft.txt		yarn	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0158	dill / dile	early_analogy	ClarkHall1960	retained_broad_general_background	[@BosworthToller1898, 164; @ClarkHall1960]	Old English dictionaries record the plant name as _dile_, alongside the variant _dili_ [@BosworthToller1898, 164; @ClarkHall1960]. The form discussed here is therefore an attested Old English noun with single _l_.	nonregular_model_entry	docs/references/legacy/aconciseanglosa01hallgoog.txt		dill	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0161	fast / festan	early_analogy	ClarkHall1960	retained_broad_general_background	[@BosworthToller1898, 213; @ClarkHall1960]	Old English dictionaries record forms such as _festan_, alongside related _fæstan_ / _fǣstan_ spellings and meanings [@BosworthToller1898, 213; @ClarkHall1960]. The form selected here is _festan_, which fits the regular class-I phonological development.	nonregular_model_entry	docs/references/legacy/aconciseanglosa01hallgoog.txt		fast	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0174	knight / cniht	early_analogy	KlugeSeebold2011	retained_broad_general_background	[@KlugeSeebold2011]	The comparative sources align on an _e_-grade reconstruction for this noun. Ringe and Taylor cite _\*kneht_, and Orel gives _\*knextaz_ [@RingeTaylor2014, 142; @Orel2003, 256]. Kluge-Seebold likewise points to _\*knehta-_ [@KlugeSeebold2011]. The selected input _\*knéxtaz_ follows that comparative evidence.	nonregular_model_entry	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		knight	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0186	lap / lappa	early_analogy	KlugeSeebold2011	retained_broad_general_background	[@Orel2003; @Kroonen2013; @KlugeSeebold2011]	The comparative sources point to a weak noun with _pp_: Orel gives _\*lappōn_, Kroonen places the word in a weak _\*lappan-_ family, and Kluge-Seebold cites West Germanic _lappa_ forms alongside Old English _læppa_ [@Orel2003; @Kroonen2013; @KlugeSeebold2011]. The selected input _\*láppô_ follows that evidence.	nonregular_model_entry	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		lap	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0201	loam / lām	early_analogy	BosworthToller1898	retained_broad_general_background	[@BosworthToller1898; @ClarkHall1960, 196]	Old English dictionaries record the noun as _lām_, a neuter word for 'loam, clay, mud' [@BosworthToller1898; @ClarkHall1960, 196]. The target is an attested citation form rather than a reconstructed comparator.	nonregular_model_entry	docs/references/legacy/anglosaxondictio00tolluoft.txt		loam	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0214	neck / hnecca	early_analogy	KlugeSeebold2011	retained_broad_general_background	[@KlugeSeebold2011]	The noun belongs to an ablauting n-stem family. Kroonen reconstructs a paradigm with nominative _\*hnekkō_, genitive _\*hnukkaz_, and accusative plural _\*hnakkuns_, and he places Old English _hnecca_ among the e-grade descendants [@Kroonen2011, 167]. Kluge-Seebold likewise identifies _ae. hnecca_ as an ablaut partner of the a-grade _Nacken_ family [@KlugeSeebold2011].	nonregular_model_entry	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		neck	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0233	sap / sæp	early_analogy	KlugeSeebold2011	retained_broad_general_background	[@KlugeSeebold2011]	The comparative sources do not give one uniform inherited stem. Kroonen preserves the word family as _\*saf_/ppan-, with Old English _sæp_ m. [@Kroonen2013, 420]. Orel preserves the comparative notation _\*sapōn_ ~ _\*sapan_ [@Orel2003, 319], while Kluge-Seebold instead gives West Germanic _\*sapi-_ and still cites Old English _sæp_ n. [@KlugeSeebold2011].	nonregular_model_entry	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		sap	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0235	sap / sæp	early_analogy	KlugeSeebold2011	retained_broad_general_background	[@KlugeSeebold2011]	Clark Hall records _sæp_ (e) n. [@ClarkHall1960, 247], and Kluge-Seebold likewise cites ae. _sæp_ n. [@KlugeSeebold2011]. The target is therefore an attested neuter Old English noun. Orel's plain _sap_ notation belongs to comparative normalization, not to the spelling adopted here for the Old English form [@Orel2003, 319].	nonregular_model_entry	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		sap	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
