manifest_id	entry	class_bucket	source_key	current_status	current_citation_span	surrounding_sentence	source_layer	local_sources_checked	external_or_alternate_sources_checked	search_terms_used	passage_found	page_or_section_verified	action_taken	locator_added	new_status	file_changed	notes
CLMM01-0346	meed / meorde	late_analogy	ClarkHall1960	retained_broad_general_background	[@ClarkHall1960; @BosworthToller1898]	The directly attested forms are obliques: _meorde_ as a dative singular and _meorda_ as a genitive plural [@BrightCassidyRingler1971, 328; @BosworthToller1898]. Lexicographers reconstruct a bare nominative _meord_ from those obliques, while West Saxon prose more commonly shows the competing doublet _mēd_ [@ClarkHall1960; @BosworthToller1898].	nonregular_model_entry	docs/references/legacy/aconciseanglosa01hallgoog.txt		meed	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0347	meed / meorde	late_analogy	BosworthToller1898	retained_broad_general_background	[@ClarkHall1960; @BosworthToller1898]	The directly attested forms are obliques: _meorde_ as a dative singular and _meorda_ as a genitive plural [@BrightCassidyRingler1971, 328; @BosworthToller1898]. Lexicographers reconstruct a bare nominative _meord_ from those obliques, while West Saxon prose more commonly shows the competing doublet _mēd_ [@ClarkHall1960; @BosworthToller1898].	nonregular_model_entry	docs/references/legacy/anglosaxondictio00tolluoft.txt		meed	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0370	thistle / þistles	late_analogy	KlugeSeebold2011	retained_broad_general_background	[@Orel2003, 458; @KlugeSeebold2011]	The comparative tradition is divided. Orel prints _\*þe(x)stilaz_, while Kluge-Seebold gives _\*þistila-_ [@Orel2003, 458; @KlugeSeebold2011]. The comparative label _\*θéstilaz_ therefore remains in view as the lexeme-level headword, while the selected input _\*θístilas_ is a specific genitive singular cell.	nonregular_model_entry	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		thistle	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0429	knob / cnobba	reconstructed_oe	Kroonen2011	retained_broad_general_background	[@Kroonen2011]	The wider knob-family is not uniform. Kroonen's discussion of the Germanic n-stems points to related voiced and voiceless branches within this group [@Kroonen2011]. The citation reconstruction _\*knúppaz_ represents the broader cognate-set headword, while the selected input _\*knúbbô_ represents the voiced weak-noun branch treated here.	nonregular_model_entry	docs/references/kroonen_2011_n_stems.txt		knob	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0007	breeches / brēċ	regular	Kroonen2013	verified_page_candidate	[@Kroonen2013]	Kroonen cites the noun under _\*brōk-_, with Old English _brōc_ and plural 'breeches' among its reflexes [@Kroonen2013]. Ringe and Taylor give the plural development directly as PNWGmc _\*brokiz_ > _\*breeci_ > OE _bréc_ [@RingeTaylor2014, 223]. Bright notes _brōc_ with plural _brēc_, and Clark Hall gives _bréc_ fp. breeches while also listing _broc_ as a feminine noun probably represented chiefly in the plural [@BrightCassidyRingler1971, 38; @ClarkHall1960, 64]. After loss of final _-z_, the stem ends in _-ki_, so the velar palatalizes and _ō_ undergoes i-umlaut to _ē_; final high-vowel apocope then yields _brēċ_ [@RingeTaylor2014, 223].	regular_book_prose	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		breeches	yes	112	verified_page_candidate_deferred		verified_page_candidate	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source review recovered a printed page candidate (112) in the source structure, but this pass did not yet apply the locator in prose.
CLMM01-0010	deed / dǣd	regular	Orel2003	verified_page_candidate	[@Orel2003; @RingeTaylor2014, 27]	Orel reconstructs the noun as _\*dēdiz_, and Ringe and Taylor derive the same inherited i-stem from Proto-Germanic _\*dédiz_ through northwest Germanic _\*dadiz_ [@Orel2003; @RingeTaylor2014, 27]. The stress-marked form _\*dḗdiz_ represents that same inherited noun in a notation that keeps the stressed long vowel explicit. Campbell states that Primitive Germanic long _ē_ appears as West Saxon _ǣ_ but in other Old English dialects mostly as _ē_ [@Campbell1959, §128]. Brunner gives the contrast explicitly as West Saxon _dǣd_ beside non-West-Saxon _dēd_ [@SieversBrunner1965, §98]. From inherited _\*dēdiz_, loss of final _-z_ and the West Saxon lowering of stressed long _ē_ yield _dǣd_ [@Campbell1959, §128]; Anglian _dēd_ preserves the non-West-Saxon outcome [@SieversBrunner1965, §98].	regular_book_prose	docs/references/orel_handbook_germanic_etymology.vision.txt		deed	yes	111	verified_page_candidate_deferred		verified_page_candidate	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source review recovered a printed page candidate (111) in the source structure, but this pass did not yet apply the locator in prose.
CLMM01-0016	fell / fell	regular	Kroonen2013	verified_page_candidate	[@Kroonen2013]	Kroonen reconstructs the noun as _\*fella-_ 'membrane, skin, hide' and cites Old English _fell_ beside Dutch _vel_ and German _Fell_ [@Kroonen2013]. The selected input _\*féllą_ is the derivable singular form of that same inherited noun. Clark Hall records _fell_ as the noun 'fell, skin, hide' [@ClarkHall1960, 115]. Bright's glossary likewise gives _fell, n._, with inflected forms such as accusative singular _fel_ and dative plural _fellum_ [@BrightCassidyRingler1971, 277]. With _\*féllą_, no special earlier reshaping is needed: heavy-syllable nasal apocope yields _\*féll_, surfacing as _fell_.	regular_book_prose	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		fell	yes	32	verified_page_candidate_deferred		verified_page_candidate	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source review recovered a printed page candidate (32) in the source structure, but this pass did not yet apply the locator in prose.
CLMM01-0090	smear / smierwan	regular	Kroonen2013	verified_page_candidate	[@Kroonen2013]	Kroonen gives the comparative headword as _\*smerwjan-_ [@Kroonen2013]. Ringe and Taylor instead cite a later-stage _\*smirwijana_, from which they derive West Saxon _smierwan_, Mercian _smirwan_, and Northumbrian _smiriga_ [@RingeTaylor2014, 198, 263]. The selected form is the West Saxon citation form _smierwan_. From _\*smérwijaną_, breaking before _r + consonant_ yields _eo_, and later i-umlaut produces _ie_.	regular_book_prose	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		smear	yes	405	verified_page_candidate_deferred		verified_page_candidate	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source review recovered a printed page candidate (405) in the source structure, but this pass did not yet apply the locator in prose.
CLMM01-0113	token / tācn	regular	Kroonen2013	verified_page_candidate	[@Kroonen2013; @Orel2003, 438]	Kroonen cites _\*taikna-_ and Orel _\*taiknan_ for the noun 'sign, token' [@Kroonen2013; @Orel2003, 438]. The selected input _\*táikną_ is the simple citation-form noun used for the derivation. Campbell preserves unbroken _tācn_ and oblique _tācnes_ [@Campbell1959, §574], and also records the later broken form _tācen_ [@Campbell1959, §365]. Sievers-Brunner likewise preserves both unbroken and broken shapes [@SieversBrunner1965, §155]. Monophthongization of _ai_ yields _ā_, and loss of the final nasal vowel leaves _tācn_.	regular_book_prose	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		token	yes	506	verified_page_candidate_deferred		verified_page_candidate	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source review recovered a printed page candidate (506) in the source structure, but this pass did not yet apply the locator in prose.
CLMM01-0130	way / weġ	regular	Kroonen2013	verified_page_candidate	[@Kroonen2013]	Kroonen cites the noun as _\*wega-_ 'way, road', while the selected derivational form here is nominative-singular _\*wégaz_ [@Kroonen2013]. Campbell, Hogg, and Ringe and Taylor use the same word as the standard contrast between singular palatal _weġ_ and inflected _wegas/wegum_ [@Campbell1959; @Hogg1992; @RingeTaylor2014, 341]. The Old English singular is the ordinary noun _weg_, here normalized as _weġ_ to show the palatal final. From _\*wégaz_, final _\*z_ is lost and the weak tail apocopates, leaving word-final _\*g_ after a front vowel.	regular_book_prose	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		way	yes	617	verified_page_candidate_deferred		verified_page_candidate	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source review recovered a printed page candidate (617) in the source structure, but this pass did not yet apply the locator in prose.
CLMM01-0137	wind / windan	regular	Kroonen2013	verified_page_candidate	[@Kroonen2013]	Kroonen distinguishes noun _\*winda-_ from verb _\*windan-_, and the present row belongs to the verb [@Kroonen2013]. Later handbook discussion keeps the dental original from PIE _\*wendh-_, not a Verner alternant [@Fulk2018; @RingeTaylor2014]. Clark Hall and Bosworth-Toller record _windan_ as the verb headword [@ClarkHall1960, 335; @BosworthToller1898, 101]. The selected input _\*wíndaną_ yields the regular infinitive _windan_ by ordinary heavy-syllable apocope and weak-tail reduction. English *wind* also names the noun. This row targets the class-III verb, not the noun [@Kroonen2013; @ClarkHall1960, 335].	regular_book_prose	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		wind	yes	627	verified_page_candidate_deferred		verified_page_candidate	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source review recovered a printed page candidate (627) in the source structure, but this pass did not yet apply the locator in prose.
CLMM01-0163	flask / flasce	early_analogy	Orel2003	verified_page_candidate	[@Orel2003; @Kroonen2013]	The wider Germanic family is often cited under a form such as _\*flaskō_, but the evidence relevant for Old English points instead to a weak feminine formation _\*fláskōn_ / _\*flaskǭ_ [@Orel2003; @Kroonen2013]. That distinction is crucial for the suffixal history of the noun.	nonregular_model_entry	docs/references/orel_handbook_germanic_etymology.vision.txt		flask	yes	144	verified_page_candidate_deferred		verified_page_candidate	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source review recovered a printed page candidate (144) in the source structure, but this pass did not yet apply the locator in prose.
CLMM01-0285	ban / bannes	late_analogy	Orel2003	verified_page_candidate	[@Orel2003; @Seebold1970, 89]	Orel cites a bann-noun under _\*bannan_, while Seebold distinguishes bann-stems of both masculine and neuter type and gives Old English _gebann_ as the noun reflex [@Orel2003; @Seebold1970, 89]. The citation reconstruction _\*bánną_ therefore names the lexeme, but the selected input _\*bánnas_ is a specific genitive singular cell.	nonregular_model_entry	docs/references/orel_handbook_germanic_etymology.vision.txt		ban	yes	75	verified_page_candidate_deferred		verified_page_candidate	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source review recovered a printed page candidate (75) in the source structure, but this pass did not yet apply the locator in prose.
CLMM01-0442	rust / rust	unexplained_unmodelled	Orel2003	verified_page_candidate	[@Orel2003]	The comparative dictionaries do not support a single citation reconstruction uniformly. Orel cites _\*rustaz_ sb.m./f. with Old English _rust_ and Old Saxon and Old High German _rost_ [@Orel2003]. The form _\*rústō_ therefore stands here as a competing citation reconstruction rather than as the best-supported inherited headword.	nonregular_model_entry	docs/references/orel_handbook_germanic_etymology.vision.txt		rust	yes	348	verified_page_candidate_deferred		verified_page_candidate	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source review recovered a printed page candidate (348) in the source structure, but this pass did not yet apply the locator in prose.
CLMM01-0094	spar / spearra	regular	Orel2003	verified_page_candidate	[@Kroonen2013, 506; @Orel2003]	Kroonen and Orel place this noun in the beam or rafter set _\*spar(r)an-_, with cognates such as Old Saxon and Old High German _sparro_ [@Kroonen2013, 506; @Orel2003]. The selected input _\*spárrô_ is the OE-facing nominal form used here for that same lexeme. The noun represented here is _spearra_. From _\*spárrô_, Anglo-Frisian brightening gives _\*spærrô_, and OE breaking before geminate _rr_ yields _\*spearrô_, later _spearra_.	regular_book_prose	docs/references/orel_handbook_germanic_etymology.vision.txt		spar	yes		verified_page_candidate_deferred		verified_page_candidate	Germanic/docs/assembly/citation_locator_remaining_master.tsv	same Orel *sparra- entry as CLMM01-0095
CLMM01-0095	spar / spearra	regular	Orel2003	verified_page_candidate	[@Kroonen2013, 506; @Orel2003]	Form note. This entry concerns the noun _spearra_ only. It should be kept separate from verb _sperran_, even though the Modern English glosses overlap [@Kroonen2013, 506; @Orel2003].	regular_book_prose	docs/references/orel_handbook_germanic_etymology.vision.txt		spar	yes		verified_page_candidate_deferred		verified_page_candidate	Germanic/docs/assembly/citation_locator_remaining_master.tsv	same Orel *sparra- entry as CLMM01-0094
CLMM01-0141	wind / windan	regular	Kroonen2013	verified_page_candidate	[@Kroonen2013; @ClarkHall1960, 335]	Kroonen distinguishes noun _\*winda-_ from verb _\*windan-_, and the present row belongs to the verb [@Kroonen2013]. Later handbook discussion keeps the dental original from PIE _\*wendh-_, not a Verner alternant [@Fulk2018; @RingeTaylor2014]. Clark Hall and Bosworth-Toller record _windan_ as the verb headword [@ClarkHall1960, 335; @BosworthToller1898, 101]. The selected input _\*wíndaną_ yields the regular infinitive _windan_ by ordinary heavy-syllable apocope and weak-tail reduction. English *wind* also names the noun. This row targets the class-III verb, not the noun [@Kroonen2013; @ClarkHall1960, 335].	regular_book_prose	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		wind	yes		verified_page_candidate_deferred		verified_page_candidate	Germanic/docs/assembly/citation_locator_remaining_master.tsv	same Kroonen *windan- entry as CLMM01-0137 (p. 627)
CLMM01-0381	bore (iptv.2sg) / bora	late_analogy	Kroonen2013	verified_page_candidate	[@Kroonen2013]	Kroonen reconstructs the bore-family verb as _\*burojan-_ and cites Old English _borian_ among its continuants [@Kroonen2013]. Ringe and Taylor give the class-II weak imperative singular as -a < _\*-ō_ [@RingeTaylor2014, 314].	nonregular_model_entry	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		bore (iptv.2sg)	yes		verified_page_candidate_deferred		verified_page_candidate	Germanic/docs/assembly/citation_locator_remaining_master.tsv	same Kroonen *bōran entry as CLMM01-0385
CLMM01-0385	bore (3sg) / boraþ	late_analogy	Kroonen2013	verified_page_candidate	[@Kroonen2013]	Kroonen reconstructs the bore-family verb as _\*burojan-_ and cites Old English _borian_ among its reflexes [@Kroonen2013]. The selected form isolates the finite 3sg cell _\*búrōθi_ rather than the infinitive.	nonregular_model_entry	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		bore (3sg)	yes		verified_page_candidate_deferred		verified_page_candidate	Germanic/docs/assembly/citation_locator_remaining_master.tsv	same Kroonen *bōran entry as CLMM01-0381
CLMM01-0436	tap / tæppa	known_unmodelled	Orel2003	verified_page_candidate	[@Orel2003]	Orel gives the noun under _\*tappòn_ and already connects it with Old English _tæppa_ [@Orel2003]. The selected input is therefore the inherited noun itself; the entry does not depend on a different lexeme-level proto or a different inherited noun cell.	nonregular_model_entry	docs/references/orel_handbook_germanic_etymology.vision.txt		tap	yes		verified_page_candidate_deferred		verified_page_candidate	Germanic/docs/assembly/citation_locator_remaining_master.tsv	same Orel *tappan entry as CLMM01-0437
CLMM01-0437	tap / tæppa	known_unmodelled	Orel2003	verified_page_candidate	[@Orel2003; @ClarkHall1960, 305]	The Old English noun family is well attested. Orel gives _tæppa_, and Clark Hall records _tæppa_ together with derivatives _tæppere_ and _tæppestre_ [@Orel2003; @ClarkHall1960, 305]. The target is therefore a real Old English noun form, not a reconstructed convenience spelling.	nonregular_model_entry	docs/references/orel_handbook_germanic_etymology.vision.txt		tap	yes		verified_page_candidate_deferred		verified_page_candidate	Germanic/docs/assembly/citation_locator_remaining_master.tsv	same Orel *tappan entry as CLMM01-0436
CLMM01-0042	gold / gold	regular	Kroonen2013	retained_broad_multi_page_discussion	[@RingeTaylor2014, 42; @Kroonen2013]	Ringe and Taylor cite the noun as _\*gulþa-_ / _\*gulda-_, and Kroonen gives the same pair [@RingeTaylor2014, 42; @Kroonen2013]. The selected input _\*gúlθą_ preserves the older consonantal form while leaving open whether the medial stop reflects inherited alternation or regular West Germanic development. Bosworth-Toller and Clark Hall both record _gold_ as the ordinary Old English neuter noun [@BosworthToller1898, 121; @ClarkHall1960, 152]. From _\*gúlθą_, the regular consonant development gives _\*gúldą_; Northwest Germanic / Old English lowering then yields _\*góldą_, and apocope gives _gold_ [@Campbell1959, §414; @RingeTaylor2014, 42]. Ringe and Taylor note that the medial stop can be understood either as alternation _\*gulþa-_ / _\*gulda-_ or as the ordinary West Germanic change _\*lþ_ > ld; both routes lead to the same Old English consonantism [@RingeTaylor2014, 42].	regular_book_prose	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		gold	yes		retained_broad_multi_page_discussion		retained_broad_multi_page_discussion	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source review confirmed that the current wording is best kept broad because it summarizes comparative background or a distributed discussion rather than one locator-safe claim.
CLMM01-0086	shilling / sċilling	regular	Kroonen2013	retained_broad_multi_page_discussion	[@Kroonen2013; @Orel2003, 377]	Kroonen treats the cognate set under _\*skellinga-_ ~ _\*skillinga-_ and connects it with _\*skeld-linga-_, while Orel likewise gives the coin word with OE _scilling_ among the reflexes [@Kroonen2013; @Orel2003, 377]. The selected input _\*skíllingaz_ is the nominative-style form used here to represent that inherited _\*-ing-_ derivative. Clark Hall records _scilling_, and Campbell cites _scilling_ among nouns whose derivational _-ing_ keeps _i_ in unstressed syllables [@ClarkHall1960, 269; @Campbell1959, §574.6]. From _\*skíllingaz_, loss of final _-az_ yields _\*skílling_.	regular_book_prose	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		shilling	yes		retained_broad_multi_page_discussion		retained_broad_multi_page_discussion	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source review confirmed that the current wording is best kept broad because it summarizes comparative background or a distributed discussion rather than one locator-safe claim.
CLMM01-0088	shilling / sċilling	regular	Kroonen2013	retained_broad_general_background	[@Kroonen2013]	Form note. Kroonen's _\*skellinga-_ ~ _\*skillinga-_ and his internal analysis _\*skeld-linga-_ belong to the etymological background of the cognate set. The selected input _\*skíllingaz_ is the specific form used for the derivation represented here [@Kroonen2013].	regular_book_prose	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		shilling	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source review confirmed that the current wording is best kept broad because it summarizes comparative background or a distributed discussion rather than one locator-safe claim.
CLMM01-0148	three / þrīe	attested_variant	Kroonen2013	retained_broad_general_background	[@Kroonen2013]	Kroonen cites the numeral under a broader stem-style reconstruction rather than under one Old English-ready paradigm cell [@Kroonen2013]. The input _\*θréjez_ is therefore best understood as the inherited masculine nominative-accusative singular.	nonregular_model_entry	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		three	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source review confirmed that the current wording is best kept broad because it summarizes comparative background or a distributed discussion rather than one locator-safe claim.
CLMM01-0153	breast / brēost	early_analogy	Kroonen2013	retained_broad_multi_page_discussion	[@Kroonen2013; @Orel2003, 95; @RingeTaylor2014, 43]	The word family shows two related but distinct Proto-Germanic formations. The root noun _\*brust-_ lies behind forms such as Gothic _brusts_, whereas Old English _brēost_ belongs to a thematic formation _\*breusta-_, alongside Old Norse _brjóst_ and Old Saxon _briost_ [@Kroonen2013; @Orel2003, 95; @RingeTaylor2014, 43].	nonregular_model_entry	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		breast	yes		retained_broad_multi_page_discussion		retained_broad_multi_page_discussion	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source review confirmed that the current wording is best kept broad because it summarizes comparative background or a distributed discussion rather than one locator-safe claim.
CLMM01-0156	dill / dile	early_analogy	Kroonen2013	retained_broad_general_background	[@Kroonen2013]	Kroonen treats the word as preserving evidence for both an i-stem and a ja-stem formation, with Old English _dile_ on one side and continental forms such as Old Saxon _dilli_ and Old High German _tilli_ on the other [@Kroonen2013]. The selected input _\*déliz_ therefore represents the i-stem side of the paradigm, whereas the citation label _\*déljaz_ is a broader comparative headword.	nonregular_model_entry	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		dill	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source review confirmed that the current wording is best kept broad because it summarizes comparative background or a distributed discussion rather than one locator-safe claim.
CLMM01-0159	fast / festan	early_analogy	Kroonen2013	retained_broad_general_background	[@Kroonen2013]	Kroonen places the verb under a comparative headword _\*fastēną_, the wider Germanic family behind meanings such as 'make firm' and, in Old English, 'fast' [@Kroonen2013]. Ringe and Taylor, however, distinguish the Old English verb more closely: they treat OE 'to fast' as originally a class-I weak verb that later acquired the stative meaning through lexical association with that wider family [@RingeTaylor2014].	nonregular_model_entry	docs/references/kroonen_etymological_dictionary_pgmc.vision.txt		fast	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source review confirmed that the current wording is best kept broad because it summarizes comparative background or a distributed discussion rather than one locator-safe claim.
CLMM01-0200	loam / lām	early_analogy	Orel2003	retained_broad_general_background	[@Orel2003; @Kroonen2013, 363]	The inherited comparative noun is given as _\*laimōn_ or _\*laiman-_, and both Orel and Kroonen identify Old English _lām_ as a neuter reflex of that family [@Orel2003; @Kroonen2013, 363]. The selected input _\*láimą_ differs from the comparative headword because it represents the stem class that matches the Old English noun most directly.	nonregular_model_entry	docs/references/orel_handbook_germanic_etymology.vision.txt		loam	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source review confirmed that the current wording is best kept broad because it summarizes comparative background or a distributed discussion rather than one locator-safe claim.
CLMM01-0220	needle / nǣdl	early_analogy	Orel2003	retained_broad_general_background	[@Kroonen2013; @Orel2003]	Kroonen and Orel preserve different comparative headwords for the family [@Kroonen2013; @Orel2003]. The development discussed here follows the Ringe-Taylor alternant framework.	nonregular_model_entry	docs/references/orel_handbook_germanic_etymology.vision.txt		needle	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source review confirmed that the current wording is best kept broad because it summarizes comparative background or a distributed discussion rather than one locator-safe claim.
CLMM01-0425	show (3sg) / sċēawaþ	late_analogy	BrightCassidyRingler1971	retained_broad_general_background	[@BrightCassidyRingler1971]	Bright lists the simplex headword _scēawian_ and the imperative _scēawa_, and under _geond-scēawian_ also records a third singular _-sceawað_ [@BrightCassidyRingler1971]. The evidence thus establishes the _scēaw-_ / _-awað_ finite-cell pattern directly.	nonregular_model_entry	docs/references/bright_anglo_saxon_reader.vision.txt		show (3sg)	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Direct Bright recheck confirmed the scēawian / -sceawað evidence; the row remains broad only because the locator was not applied in this tranche.
CLMM01-0050	hedge / heġġ	regular	Campbell1959	claim_not_isolated	[@Campbell1959]	The selected input models a palatal _\*-gj-_ noun whose Old English development includes gemination, palatalization, and i-mutation. The current derivation therefore reaches a palatal-geminate outcome of the _heġġ_ type [@Campbell1959]. Bosworth-Toller records the noun under the standard spelling _hecg_ [@BosworthToller1898, 495], while Clark Hall preserves related lexicographic material under _heċġ_ / _hecg_ [@ClarkHall1960]. From _\*xágjaz_, West Germanic j-gemination first yields a geminate stop, and later Old English palatalization and loss of final _j_ produce _heġġ_.	regular_book_prose	docs/references/campbell_old_english_grammar.txt		hedge	yes	§407	sentence_split_and_locator_added	§407	localized	Germanic/docs/assembly/book_prose/regular_all_01/2069-hedge-heġġ.book.md; Germanic/docs/assembly/citation_locator_primary_source_evidence.tsv; Germanic/docs/assembly/citation_locator_remaining_master.tsv; Germanic/docs/assembly/lexical_volume_regular_compact_alpha_01.{md,tex,pdf}	Campbell §407 isolates West Germanic j-gemination; the later palatal outcome remains in uncited prose rather than being overclaimed.
CLMM01-0083	sheep / sċēap	regular	Campbell1959	claim_not_isolated	[@ClarkHall1960, 266; @Campbell1959]	Ringe and Taylor cite a later West Germanic _\*skap_ > WS _scéap_, while Orel preserves a Proto-Germanic noun of the _\*skēp-_ type for the same lexeme [@RingeTaylor2014, 142; @Orel2003, 340]. Clark Hall records _scēap_ with spelling variation, and Campbell likewise lists West Saxon _scéap_ among the palatal-diphthongized forms [@ClarkHall1960, 266; @Campbell1959]. From _\*skḗpą_, Northwest Germanic lowering gives _\*skǣpą_; after apocope and palatalization the West Saxon branch diphthongizes to _sċēap_.	regular_book_prose	docs/references/campbell_old_english_grammar.txt		sheep	yes	§185	locator_added	§185	localized	Germanic/docs/assembly/book_prose/regular_all_01/2179-sheep-sċēap.book.md; Germanic/docs/assembly/citation_locator_primary_source_evidence.tsv; Germanic/docs/assembly/citation_locator_remaining_master.tsv; Germanic/docs/assembly/lexical_volume_regular_compact_alpha_01.{md,tex,pdf}	Campbell §185 directly lists West Saxon scéap among the palatal-diphthongized forms.
CLMM01-0190	lap / lappa	early_analogy	Campbell1959	claim_not_isolated	[@Campbell1959; @SieversBrunner1965]	From _\*láppô_, Anglo-Frisian brightening first yields _æ_, and later A-restoration returns the root vowel to _a_ before the back-vocalic ending, after which shortening of the final vowel gives _lappa_ [@Campbell1959; @SieversBrunner1965]. With the weak masculine input chosen, the OE development is regular.	nonregular_model_entry	docs/references/campbell_old_english_grammar.txt		lap	yes	§158	locator_added	§158	localized	Germanic/docs/lexeme_reports/model_entries/2090-lap-lappa.model.md; Germanic/docs/assembly/citation_locator_primary_source_evidence.tsv; Germanic/docs/assembly/citation_locator_remaining_master.tsv; Germanic/docs/assembly/lexical_volume_regular_compact_alpha_01.{md,tex,pdf}	Campbell §158 directly includes lappa among the restored-a forms.
CLMM01-0198	laugh / hliehhan	early_analogy	Campbell1959	claim_not_isolated	[@Fulk2018; @Campbell1959]	From _\*xláxjaną_, regular j-gemination yields the doubled fricative, and the subsequent Old English vowel developments lead to _hliehhan_ [@Fulk2018; @Campbell1959]. Ringe and Taylor discuss the broken vowel of the Old English form as part of this same history, with possible support from the related noun _hleahtor_ [@RingeTaylor2014].	nonregular_model_entry	docs/references/campbell_old_english_grammar.txt		laugh	yes	§407	sentence_split_and_locator_added	§407	localized	Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md; Germanic/docs/assembly/citation_locator_primary_source_evidence.tsv; Germanic/docs/assembly/citation_locator_remaining_master.tsv; Germanic/docs/assembly/lexical_volume_regular_compact_alpha_01.{md,tex,pdf}	The development sentence was split so Campbell supports only the j-gemination clause.
CLMM01-0444	rust / rust	unexplained_unmodelled	Campbell1959	claim_not_isolated	[@Campbell1959; @RingeTaylor2014]	Under the regular lowering of stressed _u_ before a following non-high vowel, the citation-form input gives _rost_, not _rust_ [@Campbell1959; @RingeTaylor2014]. The same regular result follows from the comparative citation-form reconstruction _\*rustaz_.	nonregular_model_entry	docs/references/campbell_old_english_grammar.txt		rust	yes	§115	locator_added	§115	localized	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md; Germanic/docs/assembly/citation_locator_primary_source_evidence.tsv; Germanic/docs/assembly/citation_locator_remaining_master.tsv; Germanic/docs/assembly/lexical_volume_regular_compact_alpha_01.{md,tex,pdf}	Campbell §115 directly anchors the u > o before mid/low vowel rule used in the negative-control argument.
