change_id	display_name	alias	alias_type	notes	source
SC037	OE Compound Linking Syncope	OECompoundLinkingSyncope	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC037	OE Compound Linking Syncope	OECompoundLinkingSyncope	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC037	OE Compound Linking Syncope	Old English Compound Linking Syncope	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC037	OE Compound Linking Syncope	OE Compound Linking Syncope	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC038	OE Strip Secondary Stress	OE Strip Secondary Stress	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC038	OE Strip Secondary Stress	OEStripSecondaryStress	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC038	OE Strip Secondary Stress	OEStripSecondaryStress	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC038	OE Strip Secondary Stress	Old English Strip Secondary Stress	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC038	OE Strip Secondary Stress	OE Strip Secondary Stress	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC039	OE WI Combinative U Umlaut	OE WI Combinative U Umlaut	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC039	OE WI Combinative U Umlaut	OEWICombinativeUUmlaut	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC039	OE WI Combinative U Umlaut	OEWICombinativeUUmlaut	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC039	OE WI Combinative U Umlaut	Old English WI Combinative U Umlaut	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC039	OE WI Combinative U Umlaut	OE WI Combinative U Umlaut	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC040	OE Med Unstressed U Lowering	OE Med Unstressed U Lowering	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC040	OE Med Unstressed U Lowering	OEMedUnstressedULowering	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC040	OE Med Unstressed U Lowering	OEMedUnstressedULowering	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC040	OE Med Unstressed U Lowering	Old English Med Unstressed U Lowering	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC040	OE Med Unstressed U Lowering	OE Med Unstressed U Lowering	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC041	PWGmc Final Bare A Loss	PWGmc Final Bare A Loss	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC041	PWGmc Final Bare A Loss	PWGmcFinalBareALoss	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC041	PWGmc Final Bare A Loss	PWGmcFinalBareALoss	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC041	PWGmc Final Bare A Loss	Proto-West Germanic Final Bare A Loss	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC041	PWGmc Final Bare A Loss	PWGmc Final Bare A Loss	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC042	PWGmc Surviving Bimoric O Unrounding	PWGmc Surviving Bimoric O Unrounding	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC042	PWGmc Surviving Bimoric O Unrounding	PWGmcSurvivingBimoricOUnrounding	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC042	PWGmc Surviving Bimoric O Unrounding	PWGmcSurvivingBimoricOUnrounding	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC042	PWGmc Surviving Bimoric O Unrounding	Proto-West Germanic Surviving Bimoric O Unrounding	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC042	PWGmc Surviving Bimoric O Unrounding	PWGmc Surviving Bimoric O Unrounding	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC043	Anglo Frisian Brightening	Anglo Frisian Brightening	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC043	Anglo-Frisian brightening	EAFBrightening	sandbox_stage_name	sandbox stage SEAFBrightening	Germanic/fsts/old_english_sandbox.txt
SC043	Anglo-Frisian brightening	EAFBrightening	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC043	Anglo-Frisian brightening	AngloFrisianBrightening	former_foma_rule_name	former identifier before EAF-stage rename (behaviour-neutral)	Germanic/fsts/germanic.txt
SC043	Anglo Frisian Brightening	Anglo Frisian Brightening	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC043	Anglo Frisian Brightening	Anglo-Frisian brightening	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC043	Anglo Frisian Brightening	first fronting	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC044	OE Breaking	OE Breaking	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC044	OE Breaking	OEBreaking	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC044	OE Breaking	OEBreaking	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC044	OE Breaking	Old English Breaking	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC044	OE Breaking	OE Breaking	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC044	OE Breaking	Old English breaking	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC044	OE Breaking	breaking	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC045	OE Velar Fricative Palatalization	OE Velar Fricative Palatalization	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC045	OE Velar Fricative Palatalization	OEVelarFricativePalatalization	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC045	OE Velar Fricative Palatalization	OEVelarFricativePalatalization	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC045	OE Velar Fricative Palatalization	Old English Velar Fricative Palatalization	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC045	OE Velar Fricative Palatalization	OE Velar Fricative Palatalization	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC046	OE A Restoration	OE A Restoration	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC046	OE A Restoration	OEARestoration	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC046	OE A Restoration	OEARestoration	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC046	OE A Restoration	Old English A Restoration	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC046	OE A Restoration	OE A Restoration	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC047	OE Heavy Syllable Nasal Apocope	OE Heavy Syllable Nasal Apocope	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC047	OE Heavy Syllable Nasal Apocope	OEHeavySyllableNasalApocope	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC047	OE Heavy Syllable Nasal Apocope	OEHeavySyllableNasalApocope	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC047	OE Heavy Syllable Nasal Apocope	Old English Heavy Syllable Nasal Apocope	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC047	OE Heavy Syllable Nasal Apocope	OE Heavy Syllable Nasal Apocope	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC047	OE Heavy Syllable Nasal Apocope	nasal apocope	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC048	OE Secondary Nasalization	OE Secondary Nasalization	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC048	OE Secondary Nasalization	OESecondaryNasalization	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC048	OE Secondary Nasalization	OESecondaryNasalization	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC048	OE Secondary Nasalization	Old English Secondary Nasalization	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC048	OE Secondary Nasalization	OE Secondary Nasalization	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC049	PGmc B Allophony	PGmc B Allophony	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC049	PGmc B Allophony	PGmcBAllophony	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC049	PGmc B Allophony	PGmcBAllophony	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC049	PGmc B Allophony	Proto-Germanic B Allophony	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC049	PGmc B Allophony	PGmc B Allophony	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC050	Sievers Law Syncope	Sievers Law Syncope	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC050	Sievers Law Syncope	SieversLawSyncope	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC050	Sievers Law Syncope	SieversLawSyncope	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC050	Sievers Law Syncope	Sievers Law Syncope	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC050	Sievers Law Syncope	Sievers law	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC050	Sievers Law Syncope	Sievers' law	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC051	OE Sk Palatalization	OE Sk Palatalization	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC051	OE Sk Palatalization	OESkPalatalization	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC051	OE Sk Palatalization	OESkPalatalization	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC051	OE Sk Palatalization	Old English Sk Palatalization	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC051	OE Sk Palatalization	OE Sk Palatalization	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC051	OE Sk Palatalization	sk-palatalization	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC052	OE Velar Palatalization	OE Velar Palatalization	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC052	OE Velar Palatalization	OEVelarPalatalization	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC052	OE Velar Palatalization	OEVelarPalatalization	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC052	OE Velar Palatalization	Old English Velar Palatalization	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC052	OE Velar Palatalization	OE Velar Palatalization	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC052	OE Velar Palatalization	palatalization	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC053	OE Post Velar W Loss	OE Post Velar W Loss	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC053	OE Post Velar W Loss	OEPostVelarWLoss	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC053	OE Post Velar W Loss	OEPostVelarWLoss	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC053	OE Post Velar W Loss	Old English Post Velar W Loss	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC053	OE Post Velar W Loss	OE Post Velar W Loss	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC054	OE W Loss Before I	OE W Loss Before I	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC054	OE W Loss Before I	OEWLossBeforeI	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC054	OE W Loss Before I	OEWLossBeforeI	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC054	OE W Loss Before I	Old English W Loss Before I	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC054	OE W Loss Before I	OE W Loss Before I	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC055	OE I Umlaut	OE I Umlaut	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC055	OE I Umlaut	OEIUmlaut	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC055	OE I Umlaut	OEIUmlaut	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC055	OE I Umlaut	Old English I Umlaut	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC055	OE I Umlaut	OE I Umlaut	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC055	OE I Umlaut	i mutation	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC055	OE I Umlaut	i-mutation	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC055	OE I Umlaut	i-umlaut	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC056	OE Ws Palatal Diphthongization	OE Ws Palatal Diphthongization	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC056	OE Ws Palatal Diphthongization	OEWsPalatalDiphthongization	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC056	OE Ws Palatal Diphthongization	OEWsPalatalDiphthongization	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC056	OE Ws Palatal Diphthongization	Old English West Saxon Palatal Diphthongization	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC056	OE Ws Palatal Diphthongization	OE Ws Palatal Diphthongization	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC057	OE J Cluster Coalescence	OE J Cluster Coalescence	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC057	OE J Cluster Coalescence	OEJClusterCoalescence	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC057	OE J Cluster Coalescence	OEJClusterCoalescence	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC057	OE J Cluster Coalescence	Old English J Cluster Coalescence	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC057	OE J Cluster Coalescence	OE J Cluster Coalescence	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC058	OE Nasal Dissimilation	OE Nasal Dissimilation	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC058	OE Nasal Dissimilation	OENasalDissimilation	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC058	OE Nasal Dissimilation	OENasalDissimilation	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC058	OE Nasal Dissimilation	Old English Nasal Dissimilation	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC058	OE Nasal Dissimilation	OE Nasal Dissimilation	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC059	OE Back Mutation	OE Back Mutation	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC059	OE Back Mutation	OEBackMutation	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC059	OE Back Mutation	OEBackMutation	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC059	OE Back Mutation	Old English Back Mutation	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC059	OE Back Mutation	OE Back Mutation	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC059	OE Back Mutation	back mutation	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC059	OE Back Mutation	back umlaut	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC060	OE Ws Palatal Umlaut	OE Ws Palatal Umlaut	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC060	OE Ws Palatal Umlaut	OEWsPalatalUmlaut	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC060	OE Ws Palatal Umlaut	OEWsPalatalUmlaut	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC060	OE Ws Palatal Umlaut	Old English West Saxon Palatal Umlaut	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC060	OE Ws Palatal Umlaut	OE Ws Palatal Umlaut	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC061	OE Weak Tail Nasal Loss	OE Weak Tail Nasal Loss	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC061	OE Weak Tail Nasal Loss	OEWeakTailNasalLoss	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC061	OE Weak Tail Nasal Loss	OEWeakTailNasalLoss	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC061	OE Weak Tail Nasal Loss	Old English Weak Tail Nasal Loss	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC061	OE Weak Tail Nasal Loss	OE Weak Tail Nasal Loss	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC062	OE Weight Markers	OE Weight Markers	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC062	OE Weight Markers	OEWeightMarkers	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC062	OE Weight Markers	OEWeightMarkers	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC062	OE Weight Markers	Old English Weight Markers	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC062	OE Weight Markers	OE Weight Markers	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC063	OE High Vowel Apocope	OE High Vowel Apocope	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC063	OE High Vowel Apocope	OEHighVowelApocope	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC063	OE High Vowel Apocope	OEHighVowelApocope	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC063	OE High Vowel Apocope	Old English High Vowel Apocope	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC063	OE High Vowel Apocope	OE High Vowel Apocope	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC063	OE High Vowel Apocope	final high-vowel apocope	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC063	OE High Vowel Apocope	high-vowel apocope	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC064	NWGmc In Stem N Loss	NWGmc In Stem N Loss	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC064	NWGmc In Stem N Loss	NWGmcInStemNLoss	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC064	NWGmc In Stem N Loss	NWGmcInStemNLoss	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC064	NWGmc In Stem N Loss	Northwest Germanic In Stem N Loss	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC064	NWGmc In Stem N Loss	NWGmc In Stem N Loss	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC065	OE Medial Syncope	OE Medial Syncope	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC065	OE Medial Syncope	OEMedialSyncope	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC065	OE Medial Syncope	OEMedialSyncope	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC065	OE Medial Syncope	Old English Medial Syncope	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC065	OE Medial Syncope	OE Medial Syncope	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC065	OE Medial Syncope	medial syncope	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC066	OE L Adjacent Syncope	OE L Adjacent Syncope	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC066	OE L Adjacent Syncope	OELAdjacentSyncope	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC066	OE L Adjacent Syncope	OELAdjacentSyncope	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC066	OE L Adjacent Syncope	Old English L Adjacent Syncope	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC066	OE L Adjacent Syncope	OE L Adjacent Syncope	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC067	OE Dental Assimilation	OE Dental Assimilation	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC067	OE Dental Assimilation	OEDentalAssimilation	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC067	OE Dental Assimilation	OEDentalAssimilation	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC067	OE Dental Assimilation	Old English Dental Assimilation	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC067	OE Dental Assimilation	OE Dental Assimilation	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC068	OE Preconsonantal Degemination	OE Preconsonantal Degemination	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC068	OE Preconsonantal Degemination	OEPreconsonantalDegemination	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC068	OE Preconsonantal Degemination	OEPreconsonantalDegemination	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC068	OE Preconsonantal Degemination	Old English Preconsonantal Degemination	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC068	OE Preconsonantal Degemination	OE Preconsonantal Degemination	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC069	OE Early O Shortening	OE Early O Shortening	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC069	OE Early O Shortening	OEEarlyOShortening	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC069	OE Early O Shortening	OEEarlyOShortening	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC069	OE Early O Shortening	Old English Early O Shortening	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC069	OE Early O Shortening	OE Early O Shortening	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC070	OE Unstressed Fronting Early	OE Unstressed Fronting Early	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC070	OE Unstressed Fronting Early	OEUnstressedFrontingEarly	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC070	OE Unstressed Fronting Early	OEUnstressedFrontingEarly	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC070	OE Unstressed Fronting Early	Old English Unstressed Fronting Early	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC070	OE Unstressed Fronting Early	OE Unstressed Fronting Early	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC071	OE Late O Shortening	OE Late O Shortening	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC071	OE Late O Shortening	OELateOShortening	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC071	OE Late O Shortening	OELateOShortening	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC071	OE Late O Shortening	Old English Late O Shortening	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC071	OE Late O Shortening	OE Late O Shortening	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC072	OE Unstressed Long Vowel Shortening	OE Unstressed Long Vowel Shortening	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC072	OE Unstressed Long Vowel Shortening	OEUnstressedLongVowelShortening	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC072	OE Unstressed Long Vowel Shortening	OEUnstressedLongVowelShortening	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC072	OE Unstressed Long Vowel Shortening	Old English Unstressed Long Vowel Shortening	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC072	OE Unstressed Long Vowel Shortening	OE Unstressed Long Vowel Shortening	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC073	OE Unstressed AE Merger	OE Unstressed AE Merger	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC073	OE Unstressed AE Merger	OEUnstressedAEMerger	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC073	OE Unstressed AE Merger	OEUnstressedAEMerger	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC073	OE Unstressed AE Merger	Old English Unstressed AE Merger	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC073	OE Unstressed AE Merger	OE Unstressed AE Merger	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC074	OE Med Unstressed I Lowering1	OE Med Unstressed I Lowering1	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC074	OE Med Unstressed I Lowering1	OEMedUnstressedILowering1	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC074	OE Med Unstressed I Lowering1	OEMedUnstressedILowering1	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC074	OE Med Unstressed I Lowering1	Old English Med Unstressed I Lowering1	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC074	OE Med Unstressed I Lowering1	OE Med Unstressed I Lowering1	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC075	OE Med Unstressed I Lowering	OE Med Unstressed I Lowering	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC075	OE Med Unstressed I Lowering	OEMedUnstressedILowering	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC075	OE Med Unstressed I Lowering	OEMedUnstressedILowering	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC075	OE Med Unstressed I Lowering	Old English Med Unstressed I Lowering	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC075	OE Med Unstressed I Lowering	OE Med Unstressed I Lowering	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC076	OE Prefix I Reduction	OE Prefix I Reduction	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC076	OE Prefix I Reduction	OEPrefixIReduction	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC076	OE Prefix I Reduction	OEPrefixIReduction	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC076	OE Prefix I Reduction	Old English Prefix I Reduction	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
