ID	TOKENS	PROTOFORM	ALIGNMENT	IPA	COUNTERPART	COGIDS	DOCULECT	NOTE	STRUCTURE	BORROWING	CONCEPT	PROTO	GLOSSID
782	d eɪ	*dagăz	d eɪ - ( - - )	deɪ	day	214	English				day	*dagăz	49
1985	d æ ġ	*dagăz	d eɪ - ( - - )	dæj	dæġ	214	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			day	*dagăz	49
781	t aː k	*dagăz	t aː k ( - - )	taːk	Tag	214	German				day	*dagăz	49
1085	d eː l	*dailiz	d eː l ( - - )	deːl	deel	297	Dutch				deal	*dailiz	50
1084	d iː l	*dailiz	d iː l ( - - )	diːl	deal	297	English				deal	*dailiz	50
1986	d ǣ l	*dailiz	d iː l ( - - )	diːl	dǣl	297	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			deal	*dailiz	50
1083	t ai l	*dailiz	t ai l ( - - )	tail	Teil	297	German				deal	*dailiz	50
580	d aː t	*dēdiz	d aː t ( - - )	daːt	daad	159	Dutch				deed	*dēdiz	51
579	d iː d	*dēdiz	d iː d ( - - )	diːd	deed	159	English				deed	*dēdiz	51
1987	d ē d	*dēdiz	d iː d ( - - )	diːd	dēd	159	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			deed	*dēdiz	51
578	t aː t	*dēdiz	t aː t ( - - )	taːt	Tat	159	German				deed	*dēdiz	51
409	d iː r	*deuzą	d iː r ( - - )	diːr	dier	112	Dutch				deer	*deuzą	52
408	d ɪə	*deuzą	d ɪə r ( - - )	dɪə	deer	112	English				deer	*deuzą	52
1988	d ē o r	*deuzą	d ɪə r ( - - )	dɪə	dēor	112	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			deer	*deuzą	52
407	t iː r	*deuzą	t iː r ( - - )	tiːr	Tier	112	German				deer	*deuzą	52
1520	d ɑu ʋ	*dawwō	d - ɑu ʋ ( - )	dɑuʋ	dauw	416	Dutch				dew	*dawwō	53
1519	d j uː	*dawwō	d j uː - ( - )	djuː	dew	416	English				dew	*dawwō	53
1989	d ē a w	*dawwō	d j uː - ( - )	djuː	dēaw	416	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			dew	*dawwō	53
1518	t au	*dawwō	t - au - ( - )	tau	Tau	416	German				dew	*dawwō	53
896	d ɪ l ə	*deljăz	d ɪ l ( - ə - )	dɪlə	dille	246	Dutch				dill	*deljăz	54
895	d ɪ l	*deljăz	d ɪ l ( - - - )	dɪl	dill	246	English				dill	*deljăz	54
1990	d i l e	*deljăz	d ɪ l ( - - - )	dɪl	dile	246	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			dill	*deljăz	54
894	d ɪ l	*deljăz	d ɪ l ( - - - )	dɪl	Dill	246	German	BOR		Low German	dill	*deljăz	54
1584	d uː n	*dōną	d uː - n ( - - )	duːn	doen	434	Dutch				do	*dōną	55
1583	d uː	*dōną	d uː - - ( - - )	duː	do	434	English				do	*dōną	55
1991	d o n	*dōną	d uː - - ( - - )	duː	don	434	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			do	*dōną	55
1582	t uː n	*dōną	t uː ə n ( - - )	tuːn	tun	434	German				do	*dōną	55
103	d ɔː	*durą	d ɔː r ( - - )	dɔː	door	29	English				door	*durą	335
1992	d u r u	*durą	d ɔː r ( - - )	dɔː	duru	29	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			door	*durą	335
102	t oː r	*durą	t oː r ( - - )	toːr	Tor	29	German				door	*durą	335
764	d eː x	*daigăz	d eː x ( - - )	deːx	deeg	209	Dutch				dough	*daigăz	56
763	d əʊ	*daigăz	d əʊ - ( - - )	dəʊ	dough	209	English				dough	*daigăz	56
1993	d ā g	*daigăz	d əʊ - ( - - )	dəʊ	dāg	209	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			dough	*daigăz	56
762	t ai k	*daigăz	t ai k ( - - )	taik	Teig	209	German				dough	*daigăz	56
57	d oː v ə	*dūbōn	d oː v ə ( - )	doːvə	dove	16	Dutch				dove	*dūbōn	57
56	d ʌ v	*dūbōn	d ʌ v - ( - )	dʌv	dove	16	English				dove	*dūbōn	57
1994	* d ū f e	*dūbōn	d ʌ v - ( - )	dʌv	-	16	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh) | Unattested OE; reconstructed *dūfe. | Attested OE culfre is not cognate with ModE dove; reconstructed *dūfe unattested.			dove	*dūbōn	57
55	t au b ə	*dūbōn	t au b ə ( - )	taubə	Taube	16	German				dove	*dūbōn	57
398	d r oː m	*draumăz	d r oː m ( - - )	droːm	droom	109	Dutch				dream	*draumăz	58
397	d r iː m	*draumăz	d r iː m ( - - )	driːm	dream	109	English				dream	*draumăz	58
1995	d r ē a m	*draumăz	d r iː m ( - - )	driːm	drēam	109	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			dream	*draumăz	58
396	t r au m	*draumăz	t r au m ( - - )	traum	Traum	109	German				dream	*draumăz	58
744	d r ɑ ŋ k	*dranką	d r ɑ ŋ k ( - - )	drɑŋk	drank	204	Dutch				drench	*dranką	59
743	d r ɛ n ʧ	*dranką	d r ɛ n ʧ ( - - )	drɛnʧ	drench	204	English				drench	*dranką	59
1996	d r e n ċ	*dranką	d r ɛ n ʧ ( - - )	drɛnʧ	drenċ	204	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			drench	*dranką	59
742	t r a ŋ k	*dranką	t r a ŋ k ( - - )	traŋk	Trank	204	German				drench	*dranką	59
22	d r ɪ ŋ k ə	*drinkăną	d r ɪ ŋ k ə - ( - - )	drɪŋkə	drinken	6	Dutch				drink	*drinkăną	60
21	d r ɪ ŋ k	*drinkăną	d r ɪ ŋ k - - ( - - )	drɪŋk	drink	6	English				drink	*drinkăną	60
1997	d r i n c a n	*drinkăną	d r ɪ ŋ k - - ( - - )	drɪŋk	drincan	6	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			drink	*drinkăną	60
20	t r ɪ ŋ k ə n	*drinkăną	t r ɪ ŋ k ə n ( - - )	trɪŋkən	trinken	6	German				drink	*drinkăną	60
1243	d r ɛɪ v ə	*drībăną	d r ɛɪ v ə - ( - - )	drɛɪvə	drijven	341	Dutch				drive	*drībăną	61
1242	d r aɪ v	*drībăną	d r aɪ v - - ( - - )	draɪv	drive	341	English				drive	*drībăną	61
1998	d r ī f a n	*drībăną	d r aɪ v - - ( - - )	draɪv	drīfan	341	Old_English	Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			drive	*drībăną	61
1241	t r ai b ə n	*drībăną	t r ai b ə n ( - - )	traibən	treiben	341	German				drive	*drībăną	61
89	aː r d ə	*erθo	aː r d ə	aːrdə	aarde	25	Dutch				earth	*erθo	62
88	ɜː θ	*erθo	ɜː - θ -	ɜːθ	earth	25	English				earth	*erθo	62
1999	e o r þ e	*erθo	ɜː - θ -	eo̯rˠðe	eorþe	25	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			earth	*erθo	62
87	eː r d ə	*erθo	eː r d ə	eːrdə	Erde	25	German				earth	*erθo	62
1333	eː t ə	*etăną	eː t ə - ( - - )	eːtə	eten	365	Dutch				eat	*etăną	63
1332	iː t	*etăną	iː t - - ( - - )	iːt	eat	365	English				eat	*etăną	63
2000	e t a n	*etăną	iː t - - ( - - )	iːt	etan	365	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			eat	*etăną	63
1331	ɛ s ə n	*etăną	ɛ s ə n ( - - )	ɛsən	essen	365	German				eat	*etăną	63
775	aː l	*ēlăz	aː l ( - - )	aːl	aal	212	Dutch				eel	*ēlăz	64
774	iː l	*ēlăz	iː l ( - - )	iːl	eel	212	English				eel	*ēlăz	64
2001	ǣ l	*ēlăz	iː l ( - - )	iːl	ǣl	212	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			eel	*ēlăz	64
773	aː l	*ēlăz	aː l ( - - )	aːl	Aal	212	German				eel	*ēlăz	64
250	v ɑ l ə	*fallăną	v ɑ l ə - ( - - )	vɑlə	vallen	69	Dutch				fall	*fallăną	65
249	f ɔː l	*fallăną	f ɔː l - - ( - - )	fɔːl	fall	69	English				fall	*fallăną	65
2002	f e a l l a n	*fallăną	f ɔː l - - ( - - )	fɔːl	feallan	69	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fall	*fallăną	65
248	f a l ə n	*fallăną	f a l ə n ( - - )	falən	fallen	69	German				fall	*fallăną	65
205	v aː r ə	*farăną	v aː r ə - ( - - )	vaːrə	varen	57	Dutch				fare	*farăną	66
204	f ɛə	*farăną	f ɛə r - - ( - - )	fɛə	fare	57	English				fare	*farăną	66
2003	f æ r	*farăną	f ɛə r - - ( - - )	fɛə	fær	57	Old_English	Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			fare	*farăną	66
203	f aː r ə n	*farăną	f aː r ə n ( - - )	faːrən	fahren	57	German				fare	*farăną	66
1317	v ɑ s t ə	*fastēną	v ɑ s t ə - ( - - )	vɑstə	vasten	361	Dutch				fast	*fastēną	67
1316	f ɑː s t	*fastēną	f ɑː s t - - ( - - )	fɑːst	fast	361	English				fast	*fastēną	67
2004	f æ s t	*fastēną	f ɑː s t - - ( - - )	fɑːst	fæst	361	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fast	*fastēną	67
1315	f a s t ə n	*fastēną	f a s t ə n ( - - )	fastən	fasten	361	German				fast	*fastēną	67
912	v aː d ə r	*fadēr	v aː d ə r	vaːdər	vader	250	Dutch				father	*fadēr	68
911	f ɑː ð ə	*fadēr	f ɑː ð ə r	fɑːðə	father	250	English				father	*fadēr	68
2005	ˈ f æ d e r	*fadēr	f ɑː ð ə r	ˈfæder	fæder	250	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12)			father	*fadēr	68
910	f aː t ə r	*fadēr	f aː t ə r	faːtər	Vater	250	German				father	*fadēr	68
118	v eː	*fexu	v eː ( - - )	veː	vee	33	Dutch				fee	*fexu	69
117	f iː	*fexu	f iː ( - - )	fiː	fee	33	English				fee	*fexu	69
2006	f e o h	*fexu	f iː ( - - )	fiː	feoh	33	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fee	*fexu	69
116	v iː	*fexu	v iː ( - - )	viː	Vieh	33	German				fee	*fexu	69
1801	v ɛ l	*fellą	v ɛ l ( - - )	vɛl	vel	493	Dutch				fell	*fellą	70
1800	f ɛ l	*fellą	f ɛ l ( - - )	fɛl	fell	493	English				fell	*fellą	70
2007	f e l l a n	*fellą	f ɛ l ( - - )	fɛl	fellan	493	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fell	*fellą	70
1799	f ɛ l	*fellą	f ɛ l ( - - )	fɛl	Fell	493	German				fell	*fellą	70
464	v aː r ə	*farnăn	v aː r - ( ə - )	vaːrə	varen	127	Dutch				fern	*farnăn	71
463	f ɜː n	*farnăn	f ɜː - n ( - - )	fɜːn	fern	127	English				fern	*farnăn	71
2008	f e a r n	*farnăn	f ɜː - n ( - - )	fɜːn	fearn	127	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fern	*farnăn	71
462	f a r n	*farnăn	f a r n ( - - )	farn	Farn	127	German				fern	*farnăn	71
700	v ɛ l t	*felθuz	v ɛ l t ( - - )	vɛlt	veld	192	Dutch				field	*felθuz	72
699	f iː l d	*felθuz	f iː l d ( - - )	fiːld	field	192	English				field	*felθuz	72
2009	f e l d	*felθuz	f iː l d ( - - )	fiːld	feld	192	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			field	*felθuz	72
698	f ɛ l t	*felθuz	f ɛ l d ( - - )	fɛlt	Feld	192	German				field	*felθuz	72
160	v ɛ x t ə	*fextăną	v ɛ x t ə - ( - - )	vɛxtə	vechten	45	Dutch				fight	*fextăną	73
159	f aɪ t	*fextăną	f aɪ - t - - ( - - )	faɪt	fight	45	English				fight	*fextăną	73
2010	f e o h t a n	*fextăną	f aɪ - t - - ( - - )	faɪt	feohtan	45	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fight	*fextăną	73
158	f ɛ x t ə n	*fextăną	f ɛ x t ə n ( - - )	fɛxtən	fechten	45	German				fight	*fextăną	73
1762	v ɪ n d ə	*finþăną	v ɪ n d ə - ( - - )	vɪndə	vinden	482	Dutch				find	*finþăną	74
1761	f aɪ n d	*finþăną	f aɪ n d - - ( - - )	faɪnd	find	482	English				find	*finþăną	74
2011	f i n d a n	*finþăną	f aɪ n d - - ( - - )	faɪnd	findan	482	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			find	*finþăną	74
1760	f ɪ n d ə n	*finþăną	f ɪ n d ə n ( - - )	fɪndən	finden	482	German				find	*finþăną	74
1702	v ɪ ŋ ə r	*fingrăz	v ɪ ŋ - ə r ( - - )	vɪŋər	vinger	466	Dutch				finger	*fingrăz	75
1701	f ɪ ŋ ɡ ə	*fingrăz	f ɪ ŋ ɡ ə r ( - - )	fɪŋɡə	finger	466	English				finger	*fingrăz	75
2012	f i n g e r	*fingrăz	f ɪ ŋ ɡ ə r ( - - )	fɪŋɡə	finger	466	Old_English	Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			finger	*fingrăz	75
1700	f ɪ ŋ ə r	*fingrăz	f ɪ ŋ - ə r ( - - )	fɪŋər	Finger	466	German				finger	*fingrăz	75
1588	v yː r	*fūri	v yː - - r	vyːr	vuur	435	Dutch				fire	*fūri	76
1587	f aɪ ə	*fūri	f aɪ - ə r	faɪə	fire	435	English				fire	*fūri	76
2013	f ȳ r e	*fūri	f ȳ r e	fyːre	fȳre	435	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh) | Note: using dat.sg. *fūri (> fȳre)			fire	*fūri	76
1586	f ɔy ə r	*fūri	f ɔy - ə r	fɔyər	Feuer	435	German				fire	*fūri	76
1262	v ɪ s	*fiskăz	v ɪ s - ( - - )	vɪs	vis	346	Dutch				fish	*fiskăz	77
1261	f ɪ ʃ	*fiskăz	f ɪ ʃ - ( - - )	fɪʃ	fish	346	English				fish	*fiskăz	77
2014	f i s ċ	*fiskăz	f ɪ ʃ - ( - - )	fiʃ	fisċ	346	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fish	*fiskăz	77
1260	f ɪ ʃ	*fiskăz	f ɪ ʃ - ( - - )	fɪʃ	Fisch	346	German				fish	*fiskăz	77
1830	v œy s t	*funxwstiz	v œy ( - - ) s t ( - - )	vœyst	vuist	501	Dutch				fist	*funxwstiz	78
1829	f ɪ s t	*funxwstiz	f ɪ ( - - ) s t ( - - )	fɪst	fist	501	English				fist	*funxwstiz	78
2015	f ȳ s t	*funxwstiz	f ɪ ( - - ) s t ( - - )	fɪst	fȳst	501	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fist	*funxwstiz	78
1828	f au s t	*funxwstiz	f au ( - - ) s t ( - - )	faust	Faust	501	German				fist	*funxwstiz	78
50	f l ɑː s k	*flaskō	f l ɑː s k -	flɑːsk	flask	14	English				flask	*flaskō	336
2016	f l a s c e	*flaskō	f l ɑː s k -	flɑːsk	flasce	14	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			flask	*flaskō	336
49	f l a ʃ ə	*flaskō	f l a ʃ - ə	flaʃə	Flasche	14	German				flask	*flaskō	336
1811	v l ɑ s	*flaxsą	v l ɑ - s ( - - )	vlɑs	vlas	496	Dutch				flax	*flaxsą	79
1810	f l æ k s	*flaxsą	f l æ k s ( - - )	flæks	flax	496	English				flax	*flaxsą	79
2017	f l e a x	*flaxsą	f l æ k s ( - - )	flæks	fleax	496	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			flax	*flaxsą	79
1809	f l a k s	*flaxsą	f l a k s ( - - )	flaks	Flachs	496	German				flax	*flaxsą	79
973	v l oː	*flauxz	v l oː - ( - )	vloː	vlo	267	Dutch				flea	*flauxz	80
972	f l iː	*flauxz	f l iː - ( - )	fliː	flea	267	English				flea	*flauxz	80
2018	f l ē a h	*flauxz	f l iː - ( - )	fliː	flēah	267	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			flea	*flauxz	80
971	f l oː	*flauxz	f l oː - ( - )	floː	Floh	267	German				flea	*flauxz	80
1228	v l iː d ə	*fleuxăną	v l iː d ə - ( - - )	vliːdə	vlieden	337	Dutch	IR			flee	*fleuxăną	81
1227	f l iː	*fleuxăną	f l iː - - - ( - - )	fliː	flee	337	English				flee	*fleuxăną	81
2019	f l ē o n	*fleuxăną	f l iː - - - ( - - )	fliː	flēon	337	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			flee	*fleuxăną	81
1226	f l iː ə n	*fleuxăną	f l iː - ə n ( - - )	fliːən	fliehen	337	German				flee	*fleuxăną	81
1029	v l eː s	*flaiskăz	v l eː s - ( - - )	vleːs	vlees	282	Dutch				flesh	*flaiskăz	82
1028	f l ɛ ʃ	*flaiskăz	f l ɛ ʃ - ( - - )	flɛʃ	flesh	282	English				flesh	*flaiskăz	82
2020	f l ǣ s ċ	*flaiskăz	f l ɛ ʃ - ( - - )	flɛʃ	flǣsċ	282	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			flesh	*flaiskăz	82
1027	f l ai ʃ	*flaiskăz	f l ai ʃ - ( - - )	flaiʃ	Fleisch	282	German				flesh	*flaiskăz	82
1412	v l uː t	*flōduz	v l uː t ( - - )	vluːt	vloed	386	Dutch				flood	*flōduz	83
1411	f l ʌ d	*flōduz	f l ʌ d ( - - )	flʌd	flood	386	English				flood	*flōduz	83
2021	f l ō d	*flōduz	f l ʌ d ( - - )	flʌd	flōd	386	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			flood	*flōduz	83
1410	f l uː t	*flōduz	f l uː t ( - - )	fluːt	Flut	386	German				flood	*flōduz	83
1110	v l iː ɣ ə	*fleugăną	v l iː ɣ ə - ( - - )	vliːɣə	vliegen	304	Dutch				fly	*fleugăną	84
1109	f l aɪ	*fleugăną	f l aɪ - - - ( - - )	flaɪ	fly	304	English				fly	*fleugăną	84
2022	f l ȳ ġ e	*fleugăną	f l aɪ - - - ( - - )	flaɪ	flȳġe	304	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fly	*fleugăną	84
1108	f l iː ɡ ə n	*fleugăną	f l iː ɡ ə n ( - - )	fliːɡən	fliegen	304	German				fly	*fleugăną	84
1449	f əʊ l	*fulōn	f əʊ l ( - - )	fəʊl	foal	396	English				foal	*fulōn	337
2023	f o l a	*fulōn	f əʊ l ( - - )	fəʊl	fola	396	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			foal	*fulōn	337
1448	f oː l ə n	*fulōn	f oː l ( ə n )	foːlən	Fohlen	396	German				foal	*fulōn	337
888	v uː r	*fōdrą	v uː - - r ( - - )	vuːr	voer	244	Dutch				fodder	*fōdrą	85
887	f ɔ d ə	*fōdrą	f ɔ d ə r ( - - )	fɔdə	fodder	244	English				fodder	*fōdrą	85
2024	f ō d o r	*fōdrą	f ɔ d ə r ( - - )	fɔdə	fōdor	244	Old_English	Source: Wiktionary etymology (Wiktionary etymology bullet (fodder → Old English fōdor))			fodder	*fōdrą	85
886	f ʊ t ə r	*fōdrą	f ʊ t ə r ( - - )	fʊtər	Futter	244	German				fodder	*fōdrą	85
445	v ɑu ʋ	*falθăną	v ɑu ʋ - ə - ( - - )	vɑuʋ	vouw	122	Dutch	NC			fold	*falθăną	86
444	f əʊ l d	*falθăną	f əʊ l d - - ( - - )	fəʊld	fold	122	English				fold	*falθăną	86
2025	f e a l d a n	*falθăną	f əʊ l d - - ( - - )	fəʊld	fealdan	122	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fold	*falθăną	86
443	f a l t ə n	*falθăną	f a l t ə n ( - - )	faltən	falten	122	German				fold	*falθăną	86
779	v ɔ l k	*fulką	v ɔ l k ( - - )	vɔlk	volk	213	Dutch				folk	*fulką	87
778	f əʊ k	*fulką	f əʊ - k ( - - )	fəʊk	folk	213	English				folk	*fulką	87
2026	f o l c	*fulką	f əʊ - k ( - - )	fəʊk	folc	213	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			folk	*fulką	87
777	f ɔ l k	*fulką	f ɔ l k ( - - )	fɔlk	Volk	213	German				folk	*fulką	87
1887	v ɔ l ɣ ə	*fulgēną	v ɔ l ɣ ə - ( - - )	vɔlɣə	volgen	517	Dutch				follow	*fulgēną	88
1886	f ɔ l əʊ	*fulgēną	f ɔ l əʊ - - ( - - )	fɔləʊ	follow	517	English				follow	*fulgēną	88
2027	f o l g i a n	*fulgēną	f ɔ l əʊ - - ( - - )	fɔləʊ	folgian	517	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			follow	*fulgēną	88
1885	f ɔ l ɡ ə n	*fulgēną	f ɔ l ɡ ə n ( - - )	fɔlɡən	folgen	517	German				follow	*fulgēną	88
1393	v ə r l iː z ə	*leusăną	( v ə r ) l iː z ə - ( - - )	vərliːzə	verliezen	381	Dutch				forlorn	*leusăną	89
1392	f ə l ɔː n	*leusăną	( f ə - ) l ɔː - - - ( n - )	fəlɔːn	forlorn	381	English				forlorn	*leusăną	89
2028	f o r l o r e n	*leusăną	( f ə - ) l ɔː - - - ( n - )	fəlɔːn	forloren	381	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			forlorn	*leusăną	89
1391	f ɛ r l iː r ə n	*leusăną	( f ɛ r ) l iː r ə n ( - - )	fɛrliːrən	verlieren	381	German				forlorn	*leusăną	89
363	v iː r	*fedwōrez	v iː ( - - - ) r ( - - )	viːr	vier	100	Dutch				four	*fedwōrez	90
362	f ɔː	*fedwōrez	f ɔː ( - - - ) r ( - - )	fɔː	four	100	English				four	*fedwōrez	90
2029	f ē o w e r	*fedwōrez	f ɔː ( - - - ) r ( - - )	ˈfeːo̯.wer	fēower	100	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			four	*fedwōrez	90
361	f iː r	*fedwōrez	f iː ( - - - ) r ( - - )	fiːr	vier	100	German				four	*fedwōrez	90
1834	v oː ɣ ə l	*fuglăz	v oː ɣ ə l ( - - )	voːɣəl	vogel	502	Dutch				fowl	*fuglăz	91
1833	f aʊ l	*fuglăz	f aʊ - - l ( - - )	faʊl	fowl	502	English				fowl	*fuglăz	91
2030	f u g o l	*fuglăz	f aʊ - - l ( - - )	faʊl	fugol	502	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fowl	*fuglăz	91
1832	f oː ɡ ə l	*fuglăz	f oː ɡ ə l ( - - )	foːɡəl	Vogel	502	German				fowl	*fuglăz	91
342	v ɔ s	*fuxsăz	v ɔ - s ( - - )	vɔs	vos	94	Dutch				fox	*fuxsăz	92
341	f ɔ k s	*fuxsăz	f ɔ k s ( - - )	fɔks	fox	94	English				fox	*fuxsăz	92
2031	f o x	*fuxsăz	f ɔ k s ( - - )	fɔks	fox	94	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fox	*fuxsăz	92
340	f ʊ k s	*fuxsăz	f ʊ k s ( - - )	fʊks	Fuchs	94	German				fox	*fuxsăz	92
926	v r iː z ə	*freusăną	v r iː z ə - ( - - )	vriːzə	vriezen	254	Dutch				freeze	*freusăną	93
925	f r iː z	*freusăną	f r iː z - - ( - - )	friːz	freeze	254	English				freeze	*freusăną	93
2032	f r ē o s a n	*freusăną	f r iː z - - ( - - )	friːz	frēosan	254	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			freeze	*freusăną	93
924	f r iː r ə n	*freusăną	f r iː r ə n ( - - )	friːrən	frieren	254	German				freeze	*freusăną	93
1692	v r iː n t	*frijōndz	v r iː ( - - ) n t ( - )	vriːnt	vriend	463	Dutch				friend	*frijōndz	94
1691	f r ɛ n d	*frijōndz	f r ɛ ( - - ) n d ( - )	frɛnd	friend	463	English				friend	*frijōndz	94
2033	f r ē o n d	*frijōndz	f r ɛ ( - - ) n d ( - )	frɛnd	frēond	463	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			friend	*frijōndz	94
1690	f r ɔy n t	*frijōndz	f r ɔy ( - - ) n d ( - )	frɔynt	Freund	463	German				friend	*frijōndz	94
1482	f r aɪ t	*furxtīn	f - r aɪ - t ( - - )	fraɪt	fright	406	English				fright	*furxtīn	338
2034	f r y h t u	*furxtīn	f - r aɪ - t ( - - )	fraɪt	fryhtu	406	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fright	*furxtīn	338
1481	f ʊ r x t	*furxtīn	f ʊ r - x t ( - - )	fʊrxt	Furcht	406	German				fright	*furxtīn	338
456	v ɔ r s t	*frustą	v - ɔ r s t ( - - )	vɔrst	vorst	125	Dutch				frost	*frustą	95
455	f r ɔ s t	*frustą	f r ɔ - s t ( - - )	frɔst	frost	125	English				frost	*frustą	95
2035	f o r s t	*frustą	f r ɔ - s t ( - - )	frɔst	forst	125	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			frost	*frustą	95
454	f r ɔ s t	*frustą	f r ɔ - s t ( - - )	frɔst	Frost	125	German				frost	*frustą	95
956	v oː r	*furxō	v oː r ( - - )	voːr	voor	262	Dutch				furrow	*furxō	96
955	f ʌ r əʊ	*furxō	f ʌ r ( əʊ - )	fʌrəʊ	furrow	262	English				furrow	*furxō	96
2036	f u r h	*furxō	f ʌ r ( əʊ - )	fʌrəʊ	furh	262	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			furrow	*furxō	96
954	f ʊ r x ə	*furxō	f ʊ r ( x ə )	fʊrxə	Furche	262	German				furrow	*furxō	96
748	x ɑ l	*gallą	x ɑ l - ( - )	xɑl	gal	205	Dutch				gall	*gallą	97
747	ɡ ɔː l	*gallą	ɡ ɔː l - ( - )	ɡɔːl	gall	205	English				gall	*gallą	97
2037	ġ e a l l a	*gallą	ɡ ɔː l - ( - )	ɡɔːl	ġealla	205	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			gall	*gallą	97
746	ɡ a l ə	*gallą	ɡ a l ə ( - )	ɡalə	Galle	205	German				gall	*gallą	97
201	x ɑ ŋ	*gangăz	x ɑ ŋ - ( - - )	xɑŋ	gang	56	Dutch				gang	*gangăz	98
